,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
,,,,,,,,UgwjCuRHnM0AB4dYWud4AaABAg.8_2wiAn2TJu8_3JbS6iFHA,cad80 24,3 weeks ago,1511377279135,Cenk is an uncle tom house turk,1,/Positive/,Positive,0.996
UgwN0u1FpG813hps5xV4AaABAg,Secular Progressive,3 weeks ago,1511377278427,Republicans are disgusting...WTF,2,false,0,,,,,,,/Neutral/,Neutral,0.779
UgyRmRb-IbFqEAMWGQp4AaABAg,ATS_,3 weeks ago,1511377278431,Quote on quote ''Nice squeeze '',0,false,0,,,,,,,/Neutral/,Neutral,0.668
UgysZ8Zt4aVeFtAKSEV4AaABAg,Hysaan Govan,3 weeks ago,1511377278433,If the same woman grabbed his ass we'd think it was funny,3,true,2,,,,,,,/Negative/,Negative,0.996
,,,,,,,,UgysZ8Zt4aVeFtAKSEV4AaABAg.8_18_PJqMuX8_2BJH21ZOV,1Dispretty2me,3 weeks ago,1511377278808,Hysaan Govan no . . . moral people wouldn't. Moral people call sexual harassment sexual harassment regardless of gender,1,/Negative/,Negative,0.99
,,,,,,,,UgysZ8Zt4aVeFtAKSEV4AaABAg.8_18_PJqMuX8_7GKBoy9qa,williamsiller80,3 weeks ago,1511377278810,"Hysaan Govan exactly I remember Steve Harvey interviewing Lorena bobbit the wife who severed her husband penis and everybody on set including Harvey were laughing  like it was the funniest thing in the world, but if it was a husband who cut his wife breast with a knife I wondered if they be laughing.",0,/Positive/,Positive,0.971
UgzGLPObFTdzIjkHK0Z4AaABAg,Omar Kamal,3 weeks ago,1511377278437,I kinda think he isn't really that bad he did it openly basically he thinks it's fine he thinks it's okay but he thinks everyone understands it's a joke and maybe even a compliment like ahah ur pretty and I'm old it's kinda creepy but he only did it when he was in a wheel chair at least from what I know,0,true,1,,,,,,,/Negative/,Negative,0.84
,,,,,,,,UgzGLPObFTdzIjkHK0Z4AaABAg.8_0t6XMkhy48_6cJ83WcNC,TCt83067695,3 weeks ago,1511377279038,"Omar Kamal No! Cenk's wrong there. It's so dumb.
Him doing it infront of other ppl shows the power he weilds as is common in all these allegations. He felt entitled. He felt invincible. Like 'i'm a Bush. I can grab anyone i want. When you're star (or president) they let you do that.'",0,/Positive/,Positive,0.705
UgwUim-Xv922urIVoW54AaABAg,JJ,3 weeks ago,1511377278443,George H. W. Bush is a war criminal he's responsible for the Middle East being a shithole. When is this motherfucker going to die.,3,false,0,,,,,,,/Negative/,Negative,0.779
UgzKzdWpbenvS7HWzTF4AaABAg,Sly Impact,3 weeks ago,1511377278445,"OMG! There was this one time, when I was in a club, and this girl grabbed my arse! I was so shocked that I went to bed when I got home, and got on with my life, and only remembered that until now, 4 years later.


Even at work, this girl, omg.Sorry excuse me, it's really emotional. She gave me a compliment saying she liked the aftershave I was wearing. OMFG! THE AGONY!!!


sigh",1,false,0,,,,,,,/Positive/,Positive,0.67
UgxMqyDs0dD4JCBRjpB4AaABAg,Jonathan Vazquez-Perez,3 weeks ago,1511377278447,"Bush is hella old. Not an excuse but like cenk said ""hey gramps plz don't do that again wtf""",1,false,0,,,,,,,/Negative/,Negative,0.998
Ugyu3tG3rhU-1bcWPMp4AaABAg,nuffsed,3 weeks ago,1511377278450,"it's true, sociopaths don't have it in their heart to cause others harm",2,false,0,,,,,,,/Positive/,Positive,0.938
UgwcMIpVk838dGF67a54AaABAg,Davin Ellicson,3 weeks ago,1511377278452,"""They just let you do it!""",0,false,0,,,,,,,/Neutral/,Neutral,0.535
UgxSC-aN7gBdhfu0iGJ4AaABAg,94KX,3 weeks ago,1511377278455,"I bet all these false reports are gonna kill him, just like with Roger Ailes a while back. Such dishonest gold diggers",1,true,2,,,,,,,/Negative/,Negative,0.859
,,,,,,,,UgxSC-aN7gBdhfu0iGJ4AaABAg.8_-lPG1wjXA8_-oOOwRA3u,Dudethingy563,3 weeks ago,1511377278916,94KX roger ailes was guilty tho lol,4,/Negative/,Negative,0.504
,,,,,,,,UgxSC-aN7gBdhfu0iGJ4AaABAg.8_-lPG1wjXA8_2BUd3ilge,1Dispretty2me,3 weeks ago,1511377278918,94KX hopefully,0,/Positive/,Positive,1
UgyOfVJa-QjRH7rbn3J4AaABAg,Stewie Griffin,3 weeks ago,1511377278459,Cough Cough Creepy Uncle Joe Biden.,2,true,1,,,,,,,/Neutral/,Neutral,0.977
,,,,,,,,UgyOfVJa-QjRH7rbn3J4AaABAg.8_-glsceKYv8_17tGOtZW9,Hysaan Govan,3 weeks ago,1511377278855,Stewie Griffin I wish tyt would cover that,0,/Positive/,Positive,0.992
UgybWl_0v9KJBTWb8a14AaABAg,Timothy Walroud,3 weeks ago,1511377278462,What’s wrong with ana’s voice? Is she okay?,0,true,3,,,,,,,/Negative/,Negative,0.906
,,,,,,,,UgybWl_0v9KJBTWb8a14AaABAg.8_-KEz4d7lP8_-KyCnQ79o,TweekDash,3 weeks ago,1511377278843,Timothy Walroud hopefully dying,2,/Positive/,Positive,0.973
,,,,,,,,UgybWl_0v9KJBTWb8a14AaABAg.8_-KEz4d7lP8_-gB_SPy7u,Stewie Griffin,3 weeks ago,1511377278846,Still crying over Trump's win.,1,/Negative/,Negative,0.998
,,,,,,,,UgybWl_0v9KJBTWb8a14AaABAg.8_-KEz4d7lP8_0LDWHNbBl,j marine,3 weeks ago,1511377278848,"TweekDash pedophile 1st, so you go 1st.",0,/Positive/,Positive,0.566
UgyAvPZYceSL6Jt4dpF4AaABAg,gooker,3 weeks ago,1511377278466,16 is not underage if you live in a state where 16 is the age of consent. why does it matter if she is underage?  it would still be wrong even if she was 18 because he's doing it without her consent,9,false,0,,,,,,,/Negative/,Negative,0.789
UgwEcDXHRjYu2s30Xul4AaABAg,shutdafup,4 weeks ago,1510772478468,"Remember, old man Bush is married to Barbara ........ That's like being married to your own grandma -------- The guy is probably starving for some loving",2,true,1,,,,,,,/Positive/,Positive,0.48
,,,,,,,,UgwEcDXHRjYu2s30Xul4AaABAg.8_-82V_JOOb8_0pKPHl3aG,1969Makaveli,3 weeks ago,1511377278866,shutdafup LMAO,0,/Positive/,Positive,0.998
Ugz5s6gQSEF2E-zQ5hJ4AaABAg,BlasterMaster,4 weeks ago,1510772478472,I kind of like Ana's new voice.,3,true,1,,,,,,,/Negative/,Negative,0.867
,,,,,,,,Ugz5s6gQSEF2E-zQ5hJ4AaABAg.8_-6vqPofcH8_-761F7OcW,Deiveon Martinsen,4 weeks ago,1510772478860,BlasterMaster she has a new voice?,0,/Positive/,Positive,0.66
UgwG6ro4soEkHrUVYo54AaABAg,BroTheDude,4 weeks ago,1510772478474,Are women really so mentally fragile that touching their butt for a second will traumatize them for their whole lives? I've had random women smack my butt at bars before multiple times.  I didn't lose any sleep over it.  I've seen claims now that even looking at a woman can be sexual harassment.  Really how do you even make it through the day thinking like that?,5,true,3,,,,,,,/Negative/,Negative,0.875
,,,,,,,,UgwG6ro4soEkHrUVYo54AaABAg.8_--LWyHKhg8_-amDcMMDL,Erik Em,3 weeks ago,1511377278903,BroTheDude  let me get a handful of your daughters ass,2,/Negative/,Negative,0.994
,,,,,,,,UgwG6ro4soEkHrUVYo54AaABAg.8_--LWyHKhg8_04EbAbo2_,DANIELLE,3 weeks ago,1511377278905,she didnt say for life,1,/Negative/,Negative,0.947
,,,,,,,,UgwG6ro4soEkHrUVYo54AaABAg.8_--LWyHKhg8_0VgPbfJ9n,dung tran,3 weeks ago,1511377278907,Erik Em have at it...assuming she's at least 16 bro,0,/Neutral/,Neutral,0.846
UgyPpTlAY-TznFEm6oB4AaABAg,Admiral Smelling,4 weeks ago,1510772478478,"This is what happens when you empower women.  A harmless little natural event like a tushy grab gets stretched out of proportion and become a terrifying, life-altering event. If Cenk was a real man, he'd reach over and give Ana a little booty pat, maybe throw in a ""there's a nice girl.""",1,true,1,,,,,,,/Positive/,Positive,0.691
,,,,,,,,UgyPpTlAY-TznFEm6oB4AaABAg.8ZzsKly6dRu8Zzzk0Rlbsn,MsColdCanada,4 weeks ago,1510772478821,Creep.,8,/Positive/,Positive,0.438
Ugztg37-5IRO7JzcQFl4AaABAg,Jim Jim,4 weeks ago,1510772478480,"These woman in it for the frikkin money: There was Bill Cosby, then Kevin Spacey now a 92 year old President in a wheelchair. Never going to end!  Bush not going to jail is simple: At his age, he may not be alive by April next year!",0,true,2,,,,,,,/Negative/,Negative,0.764
,,,,,,,,Ugztg37-5IRO7JzcQFl4AaABAg.8Zzp3IUVa8Y8ZzpBuXesDd,Mariah Guerra,4 weeks ago,1510772478831,Jim Jim okay Jim Jim,1,/Neutral/,Neutral,0.83
,,,,,,,,Ugztg37-5IRO7JzcQFl4AaABAg.8Zzp3IUVa8Y8_-lUrx8kgM,94KX,3 weeks ago,1511377278833,"Don't forget Adam Sandler and Kevin Spacey, the stupid reports just keep piling in",0,/Negative/,Negative,0.988
UgyM9I6PoUFtGNaFZoZ4AaABAg,Vicky Mc,4 weeks ago,1510772478483,"I used to work at a village pub restaurant when I was 14-15.  Every night there would be men in their 30s, 40s and 50s who'd think it funny to grab my bum, breasts or legs, or make lewd comments about what they wanted to do to me.  If I complained to my boss I would be told to get a sense of humour, and that it was part of the job.  That fact that men think it's not a big deal if it's done brazenly is terrifying. 
 I was just a little kid wearing the same clothes as my school uniform, being told to let drunk adult sexuality assault me, to earn some pocket money.  If you justify it, you stop children being able to say what happened to their bodies.
  These men felt entitled to do this, as my employer didn't stand up for any of the young girls working there.  If one person groped you then for the next hour you'd be fighting off hands.  That's what happens when brazen sexual assault gets laughed off, the people doing it think they're alowed to.",12,true,2,,,,,,,/Negative/,Negative,0.73
,,,,,,,,UgyM9I6PoUFtGNaFZoZ4AaABAg.8ZznNiK5e7h8_-IX4NlS75,JL J,3 weeks ago,1511377278891,"They don't care, because they don't have to fend off assault like we have to on a regular basis.",2,/Negative/,Negative,0.961
,,,,,,,,UgyM9I6PoUFtGNaFZoZ4AaABAg.8ZznNiK5e7h8_Wck0c-ol5,Sean Hayes,2 weeks ago,1511982078894,You worked at a pub at 14? Isn't that highly illegal?,0,/Positive/,Positive,0.996
Ugz6rmUx5oal-9nDVBV4AaABAg,London De Vil,4 weeks ago,1510772479902,This has to be the dumbest point I have ever heard you make bro there is no excuse for touching people who don’t want you to touch them 🤦‍♀️,9,true,1,,,,,,,/Negative/,Negative,0.992
,,,,,,,,Ugz6rmUx5oal-9nDVBV4AaABAg.8ZzkTjmRRh48_04f9624mr,DANIELLE,3 weeks ago,1511377280362,"he didnt say it was an excuse WATCH THE VIDEO! and stop being so closeminded. even ana is taking in and understanding his point. hes talking about CONSEQUENCES, not whether or not hes allowed to, and the fact that bush grew up in an entirely era where this stuff was way more normal and therefore wasnt really seen as wrong. he did it in public, he didnt even try to hide it which shows that even more. that is different than someone in a way more present era doing it where its commonly understood that its wrong and they even do it in ways to hide it bc they know that its wrong.",1,/Negative/,Negative,0.771
UgwHfFbj-u-rSClgLk54AaABAg,MsColdCanada,4 weeks ago,1510772479907,"I don't give a darn how old you are. Men, especially married men, know they should not be touching young women's butts.",8,false,0,,,,,,,/Negative/,Negative,0.646
UgxUrrUqmifR51dLNxZ4AaABAg,Graphic Jack,4 weeks ago,1510772479910,"The only reason I find this hard to believe is that I can’t imagine him having any sex drive at all, he just seems so utterly sexless. However, am I surprised an old man’s a perv? No.",2,false,0,,,,,,,/Negative/,Negative,0.996
UgyGe7QyP-g4a9-1hMt4AaABAg,GOLDENEYE 1124,4 weeks ago,1510772479913,Sexual assault allegations are all the rage right now but soon people will start calling bullshit.this is a left wing tactic that will fail.,3,true,3,,,,,,,/Negative/,Negative,0.791
,,,,,,,,UgyGe7QyP-g4a9-1hMt4AaABAg.8ZzVhN5MUf18ZzZmE4EkO4,athews1976,4 weeks ago,1510772480470,"The allegations were happening on the right by accusers on the right FIRST, DUMB... ASS. -_-
Don't act like you forgot about Bill O'Reilly, Roger Ailes and others. Now there's a whole lot of Hollywood celebrities getting into all this trouble. How is this ""left wing tactic"" happening to the left too then? DUMB
ASS :P~",5,/Negative/,Negative,0.744
,,,,,,,,UgyGe7QyP-g4a9-1hMt4AaABAg.8ZzVhN5MUf18ZzhB2-4ZAB,Graphic Jack,4 weeks ago,1510772480475,"Sexual assault knows no political lines. People on the left and right are perpetrators and victims. Stop trying to politicize this. It’s an epidemic and it has nothing to do with political affiliation. Sexual assault is wrong. Period. Anyone who does it should face consequences, even your Chimp-Predator-in-Chief.",4,/Negative/,Negative,0.982
,,,,,,,,UgyGe7QyP-g4a9-1hMt4AaABAg.8ZzVhN5MUf18_-DmNZu-fu,mikeNM08,4 weeks ago,1510772480477,MUH PEDOPHILE SHOULD BE A RIGHT - Goldeneye 1124,0,/Positive/,Positive,0.975
Ugy4u9z2WDc70TXLExB4AaABAg,Second Take,4 weeks ago,1510772479917,"I was 21 and a man grabbed my ass on the bus. He thought it was cute! I gave him a crazy look and he just smiled. I walked away from him towards the front of the bus. Ana is right, at times you don't know what to do in these situations.",6,false,0,,,,,,,/Negative/,Negative,0.635
Ugx-KGFqo96r9Lo6KrJ4AaABAg,Second Take,4 weeks ago,1510772479920,"The young girl should have told her mom and dad he grabbed her ass! The dad would have told Bush 41 off, ex-President or not.",1,true,3,,,,,,,/Negative/,Negative,0.799
,,,,,,,,Ugx-KGFqo96r9Lo6KrJ4AaABAg.8ZzH26gtWha8ZzI5FlTbkB,Vaness AntifaFan,4 weeks ago,1510772480372,tricky.,0,/Neutral/,Neutral,0.363
,,,,,,,,Ugx-KGFqo96r9Lo6KrJ4AaABAg.8ZzH26gtWha8ZzVG1laSZj,athews1976,4 weeks ago,1510772480375,"Nope, that's a president of the USA. You wouldn't know what to do in that moment. Hindsight yada yada...",0,/Positive/,Positive,0.668
,,,,,,,,Ugx-KGFqo96r9Lo6KrJ4AaABAg.8ZzH26gtWha8_04qgDKXvA,DANIELLE,3 weeks ago,1511377280378,"first of all it was in public, he wasnt trying to hide it bc in his mind, he did nothing wrong. he grew up in a different era. pay attention to cenk's point",1,/Negative/,Negative,0.98
Ugw3F2-jR8q9ROQmdOB4AaABAg,Beef Chunks,4 weeks ago,1510772479924,Ana always takes the outrage a little too far.,4,false,0,,,,,,,/Positive/,Positive,0.998
UgzV5mW_x6Y3lB8VufF4AaABAg,MatureGamer HD,4 weeks ago,1510772479928,"Ana is way to stuck up by my opinion... I normally like her but she's way too young and stubborn, just has no ability to think and consider thoughts outside of her own thoughts.... Cenk is totally right here... Bush of course shouldn't do this... But Ana is equating a popular youtuber grabbing her ass with a 70-80+ doing something like that with obviously different ""intents"".... it's just crazy... As far as I'm concern... there is no criminal intent, there is no bad intent at all... He did it over and over again, out in the open as an open joke in front of his wife for god's sake... And probably there will be more to come out. Nobody stopped him, so any ""new"" allegation is not a big deal IMHO. Now if it happened AGAIN  - AFTER these came out then yes... he should be in trouble...",3,true,3,,,,,,,/Negative/,Negative,0.967
,,,,,,,,UgzV5mW_x6Y3lB8VufF4AaABAg.8Zz5bKuixqM8ZzK8i6dJoS,Khaotic Twist,4 weeks ago,1510772480345,Is 31 too young?,0,/Neutral/,Neutral,0.65
,,,,,,,,UgzV5mW_x6Y3lB8VufF4AaABAg.8Zz5bKuixqM8ZzXX8w9WtS,athews1976,4 weeks ago,1510772480349,"Na, if it happens again (even after all this), then the old fart is clearly senile. Ana just has different sensibilities about grabby old men and I can respect that. But our(you, me, and Cenk) sensibilities about a feeble minded grandpa like Bush senior is that 80yrs old is so old and frail that we feel like he's just like a misbehaving lil' baby. The violation and malicious intent factor is significantly reduced if you're slowly-but-clearly headed to your grave. He MIGHT make it to 90. See what I'm sayin'?",3,/Negative/,Negative,0.762
,,,,,,,,UgzV5mW_x6Y3lB8VufF4AaABAg.8Zz5bKuixqM8Zzl8yc11jv,MatureGamer HD,4 weeks ago,1510772480351,Precisely,0,/Negative/,Negative,0.359
UgxwnyVKTEl0-qC9gyJ4AaABAg,Rick Long,4 weeks ago,1510772479932,It looks like Cenk tried on Ana's sweater,1,false,0,,,,,,,/Negative/,Negative,0.789
Ugwy1NGe2UGjJv1GvK94AaABAg,Jess Magill,4 weeks ago,1510772479936,What happened to Ana's voice? Did she go to a concert? Strep throat?,3,true,3,,,,,,,/Negative/,Negative,0.596
,,,,,,,,Ugwy1NGe2UGjJv1GvK94AaABAg.8ZyvigDRKvt8ZzDIAA3BHZ,OnesAndZeros,4 weeks ago,1510772480434,probably just a cold.  It's November,2,/Neutral/,Neutral,0.963
,,,,,,,,Ugwy1NGe2UGjJv1GvK94AaABAg.8ZyvigDRKvt8ZzSZiTRCyb,Sayuas,4 weeks ago,1510772480443,Something else went into her throat last night.,0,/Negative/,Negative,0.961
,,,,,,,,Ugwy1NGe2UGjJv1GvK94AaABAg.8ZyvigDRKvt8_-I63IRHM8,INFO WARS,3 weeks ago,1511377280446,maybe its a false flag attack,0,/Positive/,Positive,0.594
Ugy-ABGsrkmdUicCuLB4AaABAg,Daniel gerhart,4 weeks ago,1510772479940,The man clearly has dementia. I worked in a nursing home and it can cause people to act this way,7,true,4,,,,,,,/Negative/,Negative,0.969
,,,,,,,,Ugy-ABGsrkmdUicCuLB4AaABAg.8ZyvfcDoaMS8ZzGt9WhQQb,Second Take,4 weeks ago,1510772480490,Daniel gerhart Did he have dementia 14 years ago?,1,/Neutral/,Neutral,0.613
,,,,,,,,Ugy-ABGsrkmdUicCuLB4AaABAg.8ZyvfcDoaMS8ZzHB3QVBT7,Daniel gerhart,4 weeks ago,1510772480492,They mention he was 79 years old at the time. It is very common for people to have dementia at that age. I have worked with people that have psychologically regressed to a young child by that age.,3,/Positive/,Positive,0.967
,,,,,,,,Ugy-ABGsrkmdUicCuLB4AaABAg.8ZyvfcDoaMS8ZzI8B-IImf,Vaness AntifaFan,4 weeks ago,1510772480496,interesting  *,0,/Negative/,Negative,0.998
,,,,,,,,Ugy-ABGsrkmdUicCuLB4AaABAg.8ZyvfcDoaMS8ZzKOZiFDC9,Khaotic Twist,4 weeks ago,1510772480498,That explains Trump. He's 71,0,/Neutral/,Neutral,0.742
UgxntXJtSkyxLcnAgBN4AaABAg,Pacino Heat,4 weeks ago,1510772479944,"Cenk loves him some establishment deep state neocons. Soros ""diddles"" Cenks' hoohaa and then the studio lumberjack, Grace finishes him off with a strap-on, while John lays in the corner, bound and gagged.",1,true,2,,,,,,,/Positive/,Positive,0.924
,,,,,,,,UgxntXJtSkyxLcnAgBN4AaABAg.8Zythz-9KpT8ZzIDjelSUn,Vaness AntifaFan,4 weeks ago,1510772480400,cenk doesn't read youtube comments anymore sadly. try your troll drivel on fbook or twitter.,1,/Negative/,Negative,0.893
,,,,,,,,UgxntXJtSkyxLcnAgBN4AaABAg.8Zythz-9KpT8_G2FJyPGQI,The Iranian Liberal,3 weeks ago,1511377280405,"+
Vaness AntifaFan
 Hey Vaness. How does Cenk's dingleberries taste?",1,/Neutral/,Neutral,0.998
UgxwjIDpSwBnD0ZAn5t4AaABAg,Augustus Johnston,4 weeks ago,1510772479948,"He’s a former president, do you think he’s that dumb to not know how wrong it is?  You are absolutely wrong Cenk.",0,false,0,,,,,,,/Negative/,Negative,0.996
UgzZ9-Qsvx3uYJklULp4AaABAg,Peter Chen,4 weeks ago,1510772479951,"Wrong is wrong Cenk; you would definitely need to turn him over to the cops.  So if an old person does something wrong like shoot someone, etc, would you justify this based upon the gestalt of the old person's generation?  No, it's still wrong.  Smoke and mirrors man.",2,false,0,,,,,,,/Negative/,Negative,0.768
Ugy0OeoAPb9RjTTVShd4AaABAg,janet diaz,4 weeks ago,1510772479955,i workeed with Alzheimer's patients many times i would be pinch in the butt and inappropriate talk would take place. these people are not in there right mind. Not the same as a 32 yr old PIG tuching or speaking to a young lady (14-18 yrs old).,1,false,0,,,,,,,/Positive/,Positive,0.553
UgyTvsaUvd4KAehBNUJ4AaABAg,WorldPrez,4 weeks ago,1510772479959,"Witch hunt, sexual assault allegations are just hot right now so everybody is jumping at any chance to pile on somebody. Ridiculous",1,true,2,,,,,,,/Negative/,Negative,0.445
,,,,,,,,UgyTvsaUvd4KAehBNUJ4AaABAg.8ZyqqFQOk2d8ZzIK8glDG9,Vaness AntifaFan,4 weeks ago,1510772480324,"every woman knows a harvey weinstein.  if you have any female friends, ask them.",2,/Negative/,Negative,0.992
,,,,,,,,UgyTvsaUvd4KAehBNUJ4AaABAg.8ZyqqFQOk2d8_-Y9C3nvZ8,Aye Em,3 weeks ago,1511377280327,"Sexual assault allegations are hot? Jumping at any chance? Pile on? 

Stick to 'shoving it down your throat"". It says so much more with so much less.",0,/Positive/,Positive,0.494
Ugwr_Qiy2sdcOJwShhV4AaABAg,SAB8SAB8,4 weeks ago,1510772479963,"Cenk before you begin defending bush's paedophilic behaviour as the actione of a harmless, senile old man you need to do some research into the history of the budh family. Start by reading The Bush Crime Family. Far from being a harmless old man this deep state creature is morally and spiritually bankrupt. Time to do some research Cenk!",3,true,2,,,,,,,/Positive/,Positive,0.555
,,,,,,,,Ugwr_Qiy2sdcOJwShhV4AaABAg.8ZymaC5WS268ZzIPecM1kU,Vaness AntifaFan,4 weeks ago,1510772480507,cenk doesn't read youtube comments anymore sadly   :-(,0,/Negative/,Negative,0.998
,,,,,,,,Ugwr_Qiy2sdcOJwShhV4AaABAg.8ZymaC5WS268_4YYhOUfHm,mozardthebest,3 weeks ago,1511377280510,SAB8SAB8 Pedophilic behavior that never took place.,0,/Negative/,Negative,0.996
Ugy0bJ3uHTfLsHOZpUV4AaABAg,martini1179,4 weeks ago,1510772479967,"What GWB did was wrong, but I'm glad that Cenk led the discussion and was able to provide a nuanced argument. After watching several such segments on TYT over the last week or so, I can see that Ana, Grace, and some other female TYT hosts don't seem to be capable of anything more than blanket condemnation with utter disregard for the circumstances and severity surrounding each individual and accusation.",2,false,0,,,,,,,/Negative/,Negative,0.631
