,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZneM2kcGeg,Billy On Roblox,1 month ago,1512433553967,Annoying Orange 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 🍊 💨 🍐 LOL,4,/Positive/,Positive,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znegq0tWoT,Nazire Basak,1 month ago,1512433553970,hello PEAR!!! you CANAL is        very  very  AWESOME,2,/Positive/,Positive,0.996
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnehYgiE26,Chris Pederson,1 month ago,1512433553973,Pear 🍐 you will get farted on every day now bibidy bobidy bo,2,/Positive/,Positive,0.916
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zneseqocl5,Garrett Brogan,1 month ago,1512433553975,Pear when are you going to upload another video on your channel,0,/Neutral/,Neutral,0.912
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znff6B_4Pm,Madden Player 18 Omaha,1 month ago,1512433553990,Pear 🍐,1,/Positive/,Positive,0.699
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnfwsgdMk5,ROCKET GN,1 month ago,1512433553993,Haha,1,/Positive/,Positive,1
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnhF8ilchG,Sabina Yesmin,1 month ago,1512433553995,"REACTION GAMEPLAY GUY sncnddhbsvbjdfhabhjvbuhbskjcaldnsdcakjlnsdcakljndckjldvvakjfvaisvgiladdgoiajsdvcijdgocigogciuoaboicjbcidodbkijbagdicjxjncmvmvmvmvmvmcmvmmvmvmdnfkjbnkj,bank,djfnggjnkhrsmok.gmlksrhmnl.khrmlklsmnlkshln.hlk.nfmlk
Rdnvkk.rln.kksmhnkkhlmnkklmkaklmlkn
Mbkjnjbnkkkdrhmbnm.rsbnmvbkmfrbsv,kdkjlfvbklkvbldfdvbjkjfdbvkkfvbkjbkknbjndfdbnk
Kfgdnbkjgndbkjnfbkjlgmnkljdblvfijsbvdfdbvjbfdkbnkfbkvkmkkbnfkkbnkkmnkbbfnkkmfvkkkkfmmkvkfmlknmkmkkkkvmkknkmkfvkkm
 Ngrffjgnbnjjfcnjnvfnbkjghkbjhgnjbjnh cnvhk bjnf nnvjjcnkjl n nvijjdbfvibc iljbjlv bjnbicbisjbnj
Bbdgidcdn
KndcjChnvjhcbjvcbchvbccxhbjhvcxb hfdnsfjikck jnzjn 
J
Njnbjjbnbjkbcgmnkjfhbkj jkjbvijlbdlijvnjjdfksijbfsdjfnijxfnsid bsfdviljnkjdfvnj
Did kfdnvkjfdnvoksbvokdbmkk
Njvfhjfncjnbfkvdjkjnjjxbnokxjnokbxhnokbhnokbonjoixjkxnjhoknbihnjninhjk
Jcnjjxcnjn nxjvjnvjbjvzkink kjscnvjnbjjfnx Jon jjkvxn jjkn jjvxn jjnzvkjnvvjjxn kjjxvnvljxn kjnvkjn jlccxnkk jnjk nclkk boos kdkcbkkjkvkklkkllmkklvj
Ljfhbj hijnijbkfjnnc
Vjvnvnfjghgkgkhjjfj
Gngjjgjgngj
Gjgjjghgj
 Go ghgjvh
Jjnfjbnfjnbgkjfnbijfgncilibjfjvjlvcjvfjvjbjijjijbij bmjtigjbnn kdshmlknhsrbkmgkmhrlnkmsk
YnbI jgnhbkjfgjhkjfgjbkdgjfkjbnkgjfnbkgfjnkfjbnkvjnkj
Kjbjfnkjbndkjfngbjgnfj
Km if
Mbfjnfkjnbkmnfkbnfkjnvgkjnbkjj km knkk gfcjbx mbnkjvb kjnjk. Kv. Kjvn km 
My 

Bnjgmkmbkk mkjbnknjfkn kjvbn 
 Mkjcfbmnlkbm l,
Lb
Bgfmfnbkkbmkbgnjknbjkmbkjgmkkmbfkkfgmbkkgfmblkmlgmlk
V
V
G
Tmgmfhkmmfhkk
Gmlfdz,had
Lmgflklkfxmgblkmb
Sfmggkxmsfkmlkmflkdmllnfmkkml f,doll ,l,
Lg MBA
Dommbk gbmmrgkmvmsrfbm
Mthkmnkghm
Mgkmhtdk
Mdgnrtkkerkht
Knnbfkjnkjnfxg kjnkkxvm ok ok ovfkcv oijoivreaj",0,/Positive/,Positive,0.766
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zni1deHNG1,Ann Lee,1 month ago,1512433553999,🍐 why don’t you 💨 on 🍊.,1,/Negative/,Negative,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zni_EnUxME,Jonathan Mackenzie,1 month ago,1512433554007,Was 🍊 hiding from the blender at 2:54?,1,/Neutral/,Neutral,0.842
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnikfiqEQD,Ann Lee,1 month ago,1512433554023,"Yes he was!,cuz he gets😞when he gets asked about having a crush on passion fruit.",1,/Negative/,Negative,0.693
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znix6gFJxH,Daniel Loud,1 month ago,1512433554026,Pear 🍐🤘🍐🤘,1,/Positive/,Positive,0.699
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnizG59bJ9,Daniel Loud,1 month ago,1512433554030,Annoying Orange 🍊🤘🍊🤘,1,/Negative/,Negative,0.852
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znj8AUAGvG,Richard Burke,1 month ago,1512433554036,Annoying Orange do u love passion,0,/Positive/,Positive,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnjENms5Z0,Ann Lee,1 month ago,1512433554039,"He does, but won’t admit it.",0,/Positive/,Positive,0.82
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnjG-XgmA-,Richard Burke,1 month ago,1512433554042,Annoying Orange i am a friendly orange too i know that pear will fart now,0,/Negative/,Negative,0.705
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znjbloc4-y,tuon mi,1 month ago,1512433554056,Pear hi I’m smart like you,1,/Positive/,Positive,0.762
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnjrIggmp3,Purple guy loves fnaf,1 month ago,1512433554059,Pear it's funny,0,/Positive/,Positive,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znk3VgD2cI,Terrian dayomaster,1 month ago,1512433554062,lol,0,/Positive/,Positive,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnkQJtDIJI,Bo Mobile,1 month ago,1512433554065,Pear people are always asking orange to fart on your face just go with it.,0,/Positive/,Positive,0.711
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znl1fyKPub,bubba gaming,1 month ago,1512433554068,Pear is funny,1,/Positive/,Positive,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnlQZGE_5x,Disco-Penguin :p,1 month ago,1512433554071,Boo pear,0,/Neutral/,Neutral,0.545
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnlZF26lix,The Crew Plays,1 month ago,1512433554085,🍊💨🍐   😄,1,/Positive/,Positive,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znm6h4gSw_,Mad-Hatter-ison,1 month ago,1512433554088,it's that or tnt,0,/Positive/,Positive,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnmSOCAzzW,kilerwes301,1 month ago,1512433554091,hay what game do you like the ps4 or the xbox1,0,/Neutral/,Neutral,0.854
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnnKfh2Dki,Bhebelyn Jipos,1 month ago,1512433554094,Pear your boring:-B :-B :-B,0,/Negative/,Negative,0.844
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnnTr0D9r3,Bhebelyn Jipos,1 month ago,1512433554097,Pear why are you not being so awesome,0,/Positive/,Positive,0.547
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnngbvovX0,Bhebelyn Jipos,1 month ago,1512433554105,"Annoying orange add more 300000000,0 TNT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,/Neutral/,Neutral,0.604
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znnp4BB-ob,Rabia Aowda,1 month ago,1512433554132,Pear is my favorite character,1,/Positive/,Positive,1
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znodr4t2hW,Brodie Avery,1 month ago,1512433554139,Hi pear,0,/Neutral/,Neutral,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnpULIVowS,MixelsFTWBarneySucksMovie,1 month ago,1512433554151,"Pear, I feel really sad for you?",0,/Negative/,Negative,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnpoTcRQO1,Olivier Cabanié,1 month ago,1512433554162,🍊💨🍐,1,/Negative/,Negative,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znq7ol9aza,Marshall the firepup,1 month ago,1512433554166,Pear I knew you didn't. Your like me.,1,/Negative/,Negative,0.924
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnqHbNSY-i,Jose Moreira,1 month ago,1512433554187,Hey orange cant you throw your tongue,0,/Negative/,Negative,0.984
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnqRuSD8ue,Olivier Cabanié,1 month ago,1512433554191,"Orange, is 🍐 already spitted some seeds at you or either farted in your face?",0,/Neutral/,Neutral,0.797
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnqgdHk0TR,Car zoomed Destroyer,1 month ago,1512433554194,Pear  wears dipers,0,/Negative/,Negative,0.855
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znr6b19RYa,Car zoomed Destroyer,1 month ago,1512433554197,🇵🇬🇵🇬🇳🇷🇳🇴🇳🇴🇲🇨🇳🇴,0,/Negative/,Negative,0.855
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnrzgHhNMS,Dario Centeno,1 month ago,1512433554199,Pear play roblox with me,0,/Neutral/,Neutral,0.871
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnsSytNKpm,Dario Centeno,1 month ago,1512433554202,Pear play roblox with me My name in roblox is mario82877w7,0,/Neutral/,Neutral,0.803
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znsgnfv5Eg,Freddy boy 1278,1 month ago,1512433554216,Pear can you do a back flip,0,/Neutral/,Neutral,0.756
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnstDMnaP3,Lavender The Frisk,1 month ago,1512433554219,Heheheh 🍊❤💍[Passion fruit] (sorry I dont have a passion fruit image),0,/Negative/,Negative,0.928
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnvdstbsiB,Cui Wen Hong,1 month ago,1512433554222,🍐🏁🍑🐄🍐🍔🍔🍔🍔🍔,1,/Negative/,Negative,0.928
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znvn7xX8mn,Jalyn Cipher,1 month ago,1512433554224,Annoying Orange i played the kazoo while swimming with dolphins in fiji with my dad 2 weeks ago!!!,0,/Positive/,Positive,0.574
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znvn9NxRL-,Cui Wen Hong,1 month ago,1512433554228,🍐💨💨💨💨💣💣in🍊 face,0,/Neutral/,Neutral,0.93
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnvsLvkc5n,Mbaya Cotton,1 month ago,1512433554231,Pear you ar a jerk 1 time you almost kill orange,0,/Negative/,Negative,0.979
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znvtzlf8CG,Cui Wen Hong,1 month ago,1512433554246,Annoying Orange 🍐💨💨💨💣💣in🍊 the face,1,/Negative/,Negative,0.83
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Znvub3EtXq,stacey hatheway,1 month ago,1512433554249,Pear :),0,/Positive/,Positive,1
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnxnWDs02S,Hi I Am Christopher,1 month ago,1512433554252,ha!,0,/Positive/,Positive,0.994
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28ZnyqtQrIUb,Giselle gamer :3,1 month ago,1512433554255,Annoying Orange i have a question what do you think of pear,0,/Neutral/,Neutral,0.996
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo0FW-w8wT,Liam Fry,1 month ago,1512433554257,Pear is the best,0,/Positive/,Positive,1
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo0jaHkeKE,sam 177,1 month ago,1512433554260,Pear ..,0,/Neutral/,Neutral,0.447
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo1-IlS2_R,H F McBain,1 month ago,1512433554275,"I've got nothing to say

Whether you like the TNT or not",0,/Negative/,Negative,0.941
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo16O-gHQI,Jonathan Mackenzie,1 month ago,1512433554278,3:50 Nude Dude in Ask Orange LIVE!,0,/Positive/,Positive,0.539
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo1TJi0k6b,Karina Mcneil,1 month ago,1512433554280,Pear  hg,0,/Positive/,Positive,0.396
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo1lIMF3ga,Jonathan Mackenzie,1 month ago,1512433554283,Orange playing the kazoo while riding dolphins in Fiji,0,/Positive/,Positive,0.721
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo3B2MMkGG,World's Greatest Class President,1 month ago,1512433554286,Pear Hahahahahahahahahah,0,/Positive/,Positive,0.699
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo3BqJIVGm,Marco polo,1 month ago,1512433554300,Pear poop in orange,1,/Neutral/,Neutral,0.949
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo3CjeaKpU,Marco polo,1 month ago,1512433554303,Ha,1,/Neutral/,Neutral,0.998
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo3EnmqvcF,Marco polo,1 month ago,1512433554306,Your funny orange,1,/Negative/,Negative,0.951
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo3FPfV_Uf,Astrablast 1000,1 month ago,1512433554310,Pear I USE TN ON PEAR,1,/Negative/,Negative,0.871
,,,,,,,,Ugz3p95tT2g9d-9DTXJ4AaABAg.8ZnbZXKKSO28Zo3H_mF-ON,SuperFnafLogan !,1 month ago,1512433554313,"Pear, I agree pear, and I think your AWESOME!!!!!!!!!!! 😃😃😃😃😃",0,/Positive/,Positive,0.803
