,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,,,,,,,,UgylNedtYbJ0zaqVeFR4AaABAg.8_2c2N5IVGz8_lWTo9qMTq,luv cheney,1 week ago,1513021692147,"Oaphish Thoughts can never be against the Law. Actions can. Nazis parading around is legal. Protected. Violence in self defense is legal. Violence not in self defense is not. But, nobody will tell you you cant have all whites, all blacks at your BBQ in the yard. But, if you sell BBQ from your restaurant, Civil Rights Act takes away your right to freely associate. I can't for you to sell your own property. But the Federal Govt can use force to make me, if a have a taco stand.",0,/Negative/Anger/,Negative,0.535,Anger,0.236
,,,,,,,,UgylNedtYbJ0zaqVeFR4AaABAg.8_2c2N5IVGz8_lfDZKXfIn,luv cheney,1 week ago,1513021692149,"IgnoranceIsBliss Successful, wealthy black men seem to like white girls, and white neighborhoods.  Leftists always praise how great the whitest nations are. Norway, Finland, Denmark. Nobody brags how great Mexico is, Somalia, India. To me, this proves that in the end, leftists and black men agree with White Supremacists on this. Sure, I'll admit they wont say so they think whites are Superior. That would be embarrassing. But, they behave like it. Blacks love the South too, being the most heavily populated region by blacks in the USA. They have had 150 years to move, if they actually wanted to. Evidence, not words. And I'm not just whistling Dixie either.",0,/Negative/Hate/,Negative,0.391,Hate,0.241
,,,,,,,,UgylNedtYbJ0zaqVeFR4AaABAg.8_2c2N5IVGz8_qjocUA0Ae,IgnoranceIsBliss,1 week ago,1513021692152,"luv cheney You're just deflecting and repeating things over and over at this point and not actually addressing any of my points because you know they're correct.  Plus, you and Felix Cruz are the same account.  Anyways, all that matters is that you know the truth and that others who aren't proud white supremacists/racists like you, know the truth (especially my black brothers and sisters).  'I' don't think whites are superior and many other humans agree with me which is why there's so many more blacks and other groups on Earth than whites.  We are all Homo Sapiens, Sapiens, have the same brain structures which allows us to use language, use and create complex tools, socialize in complex ways, solve complex problems and so on.  The truth cannot be argued with.  Hope you awaken from your ignorance soon before it's too late.",0,/Negative/Hate/,Negative,0.432,Hate,0.226
,,,,,,,,UgylNedtYbJ0zaqVeFR4AaABAg.8_2c2N5IVGz8_qmqLvldtu,IgnoranceIsBliss,1 week ago,1513021692154,"Oh, and one more thing, luv cheney.  It's silly to constantly go after black people like they are responsible for your pain and life difficulties.  I mean, you don't even live around black people.  Your real enemy is white elites and other whites like all these white shooters, shooting up other white people.  They are destroying the world you live on and threatening the future of your white children.  No planet means no white people.  No any human.  Of course, you're probably one of those brainwashed individuals who believes that putting toxic chemicals into the environment, doesn't actually have adverse affects on the planet.  Nature is a web.  Take out too many web strands and it can no longer exist.  Humans depend on that web and we have cognitive limits so don't expect technology to save us or your Jesus.  Think about it.",0,/Negative/Anger/,Negative,0.477,Anger,0.223
UgyWipiHxSzbDwfabLN4AaABAg,likquidsteel,1 month ago,1511034491367,White supremacists are desperate for some sort of representation in pop culture...first they latch on to Papa John's and now Taylor Swift. They're like leeches but clingier. So sad.,4,true,1,,,,,,,/Negative/Sadness/,Negative,0.669,Sadness,0.236
,,,,,,,,UgyWipiHxSzbDwfabLN4AaABAg.8_2bV2nhnPN8_63UaTNEGa,Tennessean,1 month ago,1511034491777,likquidsteel lol lol really papa johns doesn't deal with pop culture hardly,0,/Positive/Fun/,Positive,0.394,Fun,0.252
Ugw4kewRNbIrW3t58AF4AaABAg,Matt K,1 month ago,1511034491370,People still watch TYT ? weird,7,true,1,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.535,Empty tweets / Garbage / No sentiments,0.518
,,,,,,,,Ugw4kewRNbIrW3t58AF4AaABAg.8_2_08V9fnX8_2cIk-TWnN,John Cole,1 month ago,1511034491731,It could be bought accounts or bots.,2,/Negative/Worry/,Negative,0.359,Worry,0.271
Ugx1gjIhV3-GisdlTYt4AaABAg,Adur Pandya,1 month ago,1511034491375,That blogger is a 4chan troll. Or an autist. What's the difference?,3,true,4,,,,,,,/Neutral/Surprise/,Neutral,0.441,Surprise,0.933
,,,,,,,,Ugx1gjIhV3-GisdlTYt4AaABAg.8_2ZglxAoQf8_CM1qoWEdx,Chase Williams,3 weeks ago,1511812091835,"That is incredibly rude to say. How ignorant and insensitive do you have to be to insult autism and people who may have it? You lead a pathetic life if you find yourself needing to insult people who may not be like you. Disgusting. Insult the blogger, fine, but leave autism out of it.",0,/Negative/Worry/,Negative,0.431,Worry,0.238
,,,,,,,,Ugx1gjIhV3-GisdlTYt4AaABAg.8_2ZglxAoQf8_EFeKpMLTQ,Adur Pandya,3 weeks ago,1511812091840,What an autistic statement^,1,/Neutral/Surprise/,Neutral,0.512,Surprise,0.853
,,,,,,,,Ugx1gjIhV3-GisdlTYt4AaABAg.8_2ZglxAoQf8_JkJMZh_Nn,Chase Williams,3 weeks ago,1511812091849,"You're such a pathetic member of society, I hope you enjoy your life where no one likes you. POS.",0,/Positive/Love/,Positive,0.451,Love,0.293
,,,,,,,,Ugx1gjIhV3-GisdlTYt4AaABAg.8_2ZglxAoQf8_PIWZD1Ezg,Adur Pandya,3 weeks ago,1511812091858,projecting autist^. get some meds.,0,/Negative/Worry/,Negative,0.393,Worry,0.259
Ugw73xHkr-1_oM_ERwZ4AaABAg,Neil Wilson,1 month ago,1511034491379,"It's a song about being forced into doing something you didn't want. It's what happens between people. It's not the property of the alt right twats.  We all have the 'look what you made me do' moments every day. Grow up, lawyers.",1,false,0,,,,,,,/Negative/Worry/,Negative,0.479,Worry,0.251
UgxnSZN4gfB6YvDnFn94AaABAg,Tylerre Potter,1 month ago,1511034491381,"Why would white power nazi imagery involve multiracial and black and asian women models???  Im starting to wonder why more and more often these ""offensive things"" seem not to be based on observable reality or facts...",4,false,0,,,,,,,/Negative/Worry/,Negative,0.483,Worry,0.248
UghgF7R2sgU5bngCoAEC,John Titor,1 month ago,1511034491384,"Let me guess, it was the Nazis?",1,false,0,,,,,,,/Negative/Anger/,Negative,0.396,Anger,0.235
UgyfqXWRH3fSAobmInB4AaABAg,Tightmanhole,1 month ago,1511034491387,"Holy shit that panel looks a mess, wtf happened to the lesbian in the middle (dno what the fucks going on with the dude on the right)",2,false,0,,,,,,,/Negative/Hate/,Negative,0.593,Hate,0.275
UgyUdpLQN3MwrTPKOB54AaABAg,Zeek M,1 month ago,1511034491390,"You're few clowns short of a circus TYT , The right and the alt right would like if if she were dead.
She's demonic and twisted.",4,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.517,Surprise,0.864
UgxjsHVxd6SPmlK8lKp4AaABAg,Svensk Katt,1 month ago,1511034491393,Lol real socialists and leftist hate TyT. Just fuckin stop and delete this stupid channel.,2,false,0,,,,,,,/Negative/Hate/,Negative,0.754,Hate,0.372
UgxZXP8iqRDv4CKkzIF4AaABAg,Rebecca Hamma,1 month ago,1511034491396,LOL when they hate on Trump every 15th comment is angry. When they hate on T swift the entire comments section is angry.  Taylor needs to run for office at least she'd win the popular vote and actually deserve to win. ;),1,false,0,,,,,,,/Negative/Hate/,Negative,0.586,Hate,0.318
UgwtrtzfLxQFa_rSSqZ4AaABAg,James surrey,1 month ago,1511034491399,The Armanian genocide did happen. Don't let TYT tell you otherwise.,15,true,2,,,,,,,/Negative/Worry/,Negative,0.556,Worry,0.266
,,,,,,,,UgwtrtzfLxQFa_rSSqZ4AaABAg.8_0tK7jvPSF8_1kBRfEN-q,teedonster2,1 month ago,1511034491883,"it doesn't count when Muslims kill Christians, because progressives!",2,/Negative/Worry/,Negative,0.631,Worry,0.221
,,,,,,,,UgwtrtzfLxQFa_rSSqZ4AaABAg.8_0tK7jvPSF8_RZMUNqJzJ,italioraucci,3 weeks ago,1511812091888,"Damn right, James. I don't know why Ana Kasparian is working for TYT. SHE SAID SHE IS A PROUD ARMENIAN. That's like a jewish person working at a media outlet called ""The Young Nazis."" So much for Armenian Pride. Naturally Cenk won't acknowledge the atrocities of the real young turks against the Armenian people.",1,/Negative/Worry/,Negative,0.473,Worry,0.23
UgzA5z84CUYZkb6pWrx4AaABAg,Kiwi Misuteroi,1 month ago,1511034491404,"What the hell is this?

How is this news?",7,false,0,,,,,,,/Negative/Boredom/,Negative,0.486,Boredom,0.258
Ugx8H550SqWapSuaZZh4AaABAg,Mia Honeyrose,1 month ago,1511034491407,"I love TYT and all, but sometimes they really drop the ball and this is one of those occasions.  Slander and defamation of character isn't protected under the first amendment.  It's bad enough that people are calling Taylor Swift racist for dissing Kanye in Look What You Made Me Do, when he said worse things about her on stage, in articles, and even in a song.  It shouldn't be a white vs black thing, that's not what it is anyway.  It's a talented pop diva vs a douche bag rapper thing.  I love Kanye West's College Dropout album, but I don't like the type of person he is.",9,true,1,,,,,,,/Negative/Sadness/,Negative,0.544,Sadness,0.236
,,,,,,,,Ugx8H550SqWapSuaZZh4AaABAg.8_0YMJNFzyk8__CM-M18tj,Dave Tyler,2 weeks ago,1512416891796,Mia Honeyrose they drop the ball all the time,0,/Negative/Worry/,Negative,0.373,Worry,0.239
UgyJtEPzGFAP6hk2Wq94AaABAg,Ryan P,1 month ago,1511034491428,Grace is disappointed that Taylor will not comment on Brietbart quoting her lyrics? To the best of my knowledge Taylor has remained completely apolitical and understandably so. She is not obligated to piss off half her fan base in order to score points with either side of the political divide.,9,false,0,,,,,,,/Negative/Worry/,Negative,0.427,Worry,0.238
Ugxp4ZApADtKxjC-BsR4AaABAg,Joshua Bergman,1 month ago,1511034491434,"Bullshit. This is news? Where? Where are these white supremacist, you never show any evidence of the alt--right or white supremacist ""latching on to Swift."" I say there are no such supremacist latching onto Swift, or prove me wrong. Send a link, anybody, seriously.",6,false,0,,,,,,,/Negative/Anger/,Negative,0.669,Anger,0.287
UgwDet9jPCRHEZnqtD54AaABAg,Yorky Gonzalez,1 month ago,1511034491439,Hi does the girl 👧 with the curly hair 💇 have any social media accounts?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.55,Surprise,0.54
Ugwy4WOmtbV5SUkTZ7p4AaABAg,tyrone james,1 month ago,1511034491442,It's one thing to protect freedom of speech. It's another thing to protect a lie. Freedom of speech does not include slander. Taylor Swift has every right to sue them for defamation.,8,true,1,,,,,,,/Negative/Hate/,Negative,0.426,Hate,0.226
,,,,,,,,Ugwy4WOmtbV5SUkTZ7p4AaABAg.8_0A5FAJ-GS8_CMdIhp1vQ,Chase Williams,3 weeks ago,1511812092162,"Completely agreed. So many people nowadays get in a tissy about freedom of speech and all that nonsense. Yeah you can say what you want, but people are allowed to react how they want, especially when you're attacking who they are as a person with baseless assumptions.",1,/Negative/Anger/,Negative,0.377,Anger,0.295
UgzalCNo1ksE1bd8LOR4AaABAg,sb curley,1 month ago,1511034492833,If you notice Grace is sitting in the middle of the desk which is clearly the place where the most powerful person sits and she also has the lightest skin of the group. I think TYT supports white supremacy. I don't know why Taylor swift is the bad guy in this story you would think TYT would understand why Taylor Swift wouldn't be happy being associated with the Alt Right.,9,false,0,,,,,,,/Negative/Worry/,Negative,0.56,Worry,0.241
UgyViJazKyv5_rxyu-x4AaABAg,anarchism unlimited,1 month ago,1511034492836,"The alt right knows Taylor swift wants to apolitical, the alt right also expects leftist outliers to be rude and pressure Taylor.
Then they expect Taylor to go alt right or alt light",1,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.476,Empty tweets / Garbage / No sentiments,0.573
UgwDHN36Mt60WB3t1aR4AaABAg,TheSlayerevolution,1 month ago,1511034492840,the music video is directed by an asian man,3,true,1,,,,,,,/Neutral/Surprise/,Neutral,0.485,Surprise,0.61
,,,,,,,,UgwDHN36Mt60WB3t1aR4AaABAg.8_-xI6ae1Ne8_1Bv6JK7Bf,Anthony West,1 month ago,1511034494458,"TheSlayerevolution REALLY AN ASIAN MAN, ASIAN  WORSHIP WHITE PEOPLE.",0,/Neutral/Surprise/,Neutral,0.422,Surprise,0.935
UgwBQwoepgnjd4-RXSF4AaABAg,Not Sure,1 month ago,1511034492847,You are watching the most laughed at channels on YouTube.  Tyt is King of fake news/propaganda.,11,false,0,,,,,,,/Positive/Fun/,Positive,0.468,Fun,0.261
Ugzom4xoGQ45mpqJX6V4AaABAg,Anthony Morris,1 month ago,1511034492850,"""Look what you made me do"" isn't that was wife beaters and child abusers say?",3,true,2,,,,,,,/Negative/Worry/,Negative,0.406,Worry,0.247
,,,,,,,,Ugzom4xoGQ45mpqJX6V4AaABAg.8_-ny4OL4qH8_9EkSdVi6X,Uproar,4 weeks ago,1511207294410,Never took Taylor for a wife beater nor a pedo.,0,/Negative/Sadness/,Negative,0.37,Sadness,0.242
,,,,,,,,Ugzom4xoGQ45mpqJX6V4AaABAg.8_-ny4OL4qH8_9GUd3aAaO,Anthony Morris,4 weeks ago,1511207294413,Not all child abusers are pedos. Many simply beat their children.,1,/Negative/Hate/,Negative,0.454,Hate,0.214
UgyB06mLpZXD9Vb-Bhh4AaABAg,Charley Omalley,1 month ago,1511034492871,Wow who would have thought she was a Nazi!,2,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.519,Surprise,0.821
Ugz4AVgOGKoEnZBjY3N4AaABAg,Edward Cranium,1 month ago,1511034492875,"Time to boycott her! Oh, wait! I do!",2,false,0,,,,,,,/Positive/Happiness/,Positive,0.489,Happiness,0.242
Ugyhs66FJXmek6iJhGZ4AaABAg,James Eslick,1 month ago,1511034492879,Why does this Armenian genocide channel still exist?,10,true,2,,,,,,,/Negative/Worry/,Negative,0.519,Worry,0.238
,,,,,,,,Ugyhs66FJXmek6iJhGZ4AaABAg.8_-cBByLeq68_-o21LnuIM,N.H.Alicia,1 month ago,1511034494427,James Eslick Why are you such an idiot?,2,/Neutral/Surprise/,Neutral,0.553,Surprise,0.887
,,,,,,,,Ugyhs66FJXmek6iJhGZ4AaABAg.8_-cBByLeq68_-r_IaFSih,James Eslick,1 month ago,1511034494430,I am smart and handsome just like my president!  Just imagine if Alex Jones had a genocide name on his channel like this and the whole fake liberal media and people would come after him. The Young Turks were the perpetrators of the Armenian Genocide.,4,/Negative/Worry/,Negative,0.388,Worry,0.252
UgzC1jcTeUcbPfoqBrl4AaABAg,Chalino sanchez,1 month ago,1511034492884,WTF Taylor Swift is not a Nazi TYT,11,false,0,,,,,,,/Negative/Worry/,Negative,0.428,Worry,0.227
UgzRtAykVzACv4CN6_Z4AaABAg,Álvaro Pavón Quintana,1 month ago,1511034492891,"Just shut up nobody cares about your channel. You guys have literally become a meme as the most biased and triggered ""news"" outlet.",7,true,2,,,,,,,/Positive/Relief/,Positive,0.349,Relief,0.258
,,,,,,,,UgzRtAykVzACv4CN6_Z4AaABAg.8_-YxswYtBP8_-kdc8nd9m,Edward Cranium,1 month ago,1511034494439,"Álvaro Pavón Quintana aww, you're sad!! Continue!",0,/Negative/Sadness/,Negative,0.775,Sadness,0.257
,,,,,,,,UgzRtAykVzACv4CN6_Z4AaABAg.8_-YxswYtBP8_1TVClw9B5,Rahaana Reynolds,1 month ago,1511034494441,You big Mad!!,0,/Negative/Worry/,Negative,0.494,Worry,0.23
UgyZh5Sq1fIoa-4IiSp4AaABAg,Chris James,1 month ago,1511034492898,TYT IS WORSE THAN BALL CANCER,11,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.406,Surprise,0.57
UgwdBdgO2g49UaNJoq94AaABAg,Cinamon Randles,1 month ago,1511034492903,Tyt the most stupid and fake news. It's not even news it's how these fucks feel hahaha. Get over it. MEGA!!!,5,true,2,,,,,,,/Negative/Hate/,Negative,0.642,Hate,0.267
,,,,,,,,UgwdBdgO2g49UaNJoq94AaABAg.8_-Nc5Gj8-58_-X29CtWQp,Bob Bob,1 month ago,1511034494474,Cinamon Randles You messed up your own acronym and you're subscribed to Alex Jones.,1,/Neutral/Surprise/,Neutral,0.46,Surprise,0.655
,,,,,,,,UgwdBdgO2g49UaNJoq94AaABAg.8_-Nc5Gj8-58_-bsDILdIQ,James Eslick,1 month ago,1511034494477,Everything the left does is a failure.  EVERYTHING.,1,/Negative/Anger/,Negative,0.565,Anger,0.296
UgxQoE-QCK1vffPtee54AaABAg,Digital Brainwaves,1 month ago,1511034492907,"Dude on the left. You know, you know, uhhh, you know. Just shut up and get off the show if that's your skill level.",1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.407,Surprise,0.846
Ugw-Tn8Qu0PQOGJnS0h4AaABAg,teedonster2,1 month ago,1511034492911,"... keep it up leftists, you're doing great.",8,true,3,,,,,,,/Positive/Happiness/,Positive,0.434,Happiness,0.242
,,,,,,,,Ugw-Tn8Qu0PQOGJnS0h4AaABAg.8_-J5rrNWdx8_-kqUbYDIC,Edward Cranium,1 month ago,1511034494390,"teedonster2 i know, right? Trump is finished!",0,/Neutral/Surprise/,Neutral,0.502,Surprise,0.572
,,,,,,,,Ugw-Tn8Qu0PQOGJnS0h4AaABAg.8_-J5rrNWdx8_1_jwfRqJY,Svensk Katt,1 month ago,1511034494393,teedonster2 they are not leftists. They are retarded centrists pretending to be left winged.,0,/Negative/Anger/,Negative,0.484,Anger,0.24
,,,,,,,,Ugw-Tn8Qu0PQOGJnS0h4AaABAg.8_-J5rrNWdx8_1k3SNDTNy,teedonster2,1 month ago,1511034494395,yep! Trump is totally finished. he'll never win 2020! so keep doing what you're doing leftists/centrists/progressives/Nazis whatever you want to call yourselves.,2,/Negative/Hate/,Negative,0.381,Hate,0.24
Ugz4X_G5nLhpNZO7pCh4AaABAg,Dean Morrow,1 month ago,1511034492916,"They can have her, She's the Anti-Christ !",1,true,1,,,,,,,/Negative/Worry/,Negative,0.348,Worry,0.272
,,,,,,,,Ugz4X_G5nLhpNZO7pCh4AaABAg.8_-Bm7L5FNI8_1NdFa20II,Wim Adrian K,1 month ago,1511034494465,She is a Christian.,1,/Neutral/Surprise/,Neutral,0.414,Surprise,0.679
UgzK2GjiclkXtYsO8F94AaABAg,Bejita,1 month ago,1511034492921,So now she's guilty for not denouncing alt right speculation? lmao im glad you're being downvoted,6,false,0,,,,,,,/Positive/Relief/,Positive,0.637,Relief,0.304
UgwIDqehcyeQ6ZGjXPx4AaABAg,Not Sure,1 month ago,1511034492925,"If leftwats don't like someone you know that person is most likely moral, stable and intelligent.  Screw you fake news TYT!",8,true,2,,,,,,,/Negative/Hate/,Negative,0.46,Hate,0.279
,,,,,,,,UgwIDqehcyeQ6ZGjXPx4AaABAg.8_--GFD5lY88_-A50ofcJg,efg,1 month ago,1511034494450,commies won ww2 ;),0,/Positive/Happiness/,Positive,0.71,Happiness,0.496
,,,,,,,,UgwIDqehcyeQ6ZGjXPx4AaABAg.8_--GFD5lY88_-ksW7XAVu,Edward Cranium,1 month ago,1511034494452,Not Sure snowflake!,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.521,Empty tweets / Garbage / No sentiments,0.761
Ugxthqqrnk9G7fFV7yx4AaABAg,Legoless,1 month ago,1511034492931,You people are deranged lunatics. That article was slander and she is completely within her right to sue.,9,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.383,Enthusiasm,0.274
UgzadcvIFRSKEdn_CnZ4AaABAg,freedom1234573,1 month ago,1511034492935,"lawyers ALWAYS tell their clients ""no comment""",1,false,0,,,,,,,/Negative/Anger/,Negative,0.466,Anger,0.24
UgxPzTRxU5OMs4lyG1h4AaABAg,Not Sure,1 month ago,1511034492938,You are watching leftwat propaganda.,13,true,1,,,,,,,/Neutral/Surprise/,Neutral,0.483,Surprise,0.642
,,,,,,,,UgxPzTRxU5OMs4lyG1h4AaABAg.8ZzlBUrvbJS8ZzzwJMVNVl,Katrina L,1 month ago,1511034494418,"You are watching, but you are not observing.",1,/Positive/Love/,Positive,0.388,Love,0.244
Ugy7Ji-HWt0_z2pDWtx4AaABAg,Ariel gonzalez,1 month ago,1511034495220,Loving that shirt girl!!,0,false,0,,,,,,,/Positive/Love/,Positive,0.876,Love,0.746
Ugz7CgF0VxUenyiUuBZ4AaABAg,Nationalist Realist,1 month ago,1511034495223,Taylor is woke. Glad she's alt right.,9,true,1,,,,,,,/Positive/Relief/,Positive,0.555,Relief,0.234
,,,,,,,,Ugz7CgF0VxUenyiUuBZ4AaABAg.8ZzgU0X_A7h8_1NhuKV5aH,Wim Adrian K,1 month ago,1511034495637,Is she really become alt right? I would love that.,0,/Positive/Love/,Positive,0.524,Love,0.465
Ugxp189XIIwsvDnOUS94AaABAg,J R,1 month ago,1511034495228,Taylor gives real HUGS.  (to all types of people)  😊,0,false,0,,,,,,,/Positive/Love/,Positive,0.549,Love,0.384
UgyVKNpEoeUWu77_qTl4AaABAg,Savvy Sabby,1 month ago,1511034495231,"What are you taking about?!?!? You're suggesting she ENGAGE with the crazy accusations? Also, as a media outlet you should be well aware of all the outlandish claims made against you when you're in the spotlight, now multiply that tenfold and you get an idea of the amount Taylor Swift receives. Of course her lawyer is on top of it, of course they sent a cease and desist, how does that cease and desist NOT plainly tell you Taylor doesn't align with the accusations? In fact the cease and desist would have no grounds to be issued if she was in alignment because the claims wouldn't then be considered slanderous. Less of this outlandish reporting please, I really thought this was a news source, but this level of reporting feels like low budget TMZ. Be better than this.",6,true,1,,,,,,,/Negative/Worry/,Negative,0.653,Worry,0.256
,,,,,,,,UgyVKNpEoeUWu77_qTl4AaABAg.8ZzbfFD7JBc8ZznEE0HUw8,J R,1 month ago,1511034495663,The Left hates her because she is white.,2,/Negative/Hate/,Negative,0.736,Hate,0.334
UgxtfNX3zt02BdsIcSp4AaABAg,iLike Bread,1 month ago,1511034495235,"if you're black shouldn't it be ""stranger tings""",0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.408,Surprise,0.696
UgwSsiw1_IBt3S1d_aZ4AaABAg,Islam is cancer,1 month ago,1511034495238,IT'S OK TO BE WHITE.,11,true,4,,,,,,,/Neutral/Surprise/,Neutral,0.415,Surprise,0.533
,,,,,,,,UgwSsiw1_IBt3S1d_aZ4AaABAg.8ZzPIkjPem18_0Vh1Qq310,Mia Honeyrose,1 month ago,1511034495730,Nobody with a shred of common sense has said otherwise.  Why are you being so defensive?,0,/Neutral/Surprise/,Neutral,0.451,Surprise,0.766
,,,,,,,,UgwSsiw1_IBt3S1d_aZ4AaABAg.8ZzPIkjPem18_0W9bwB_XI,Islam is cancer,1 month ago,1511034495732,"Mia Honeyrose It HAS been said in TYT comment section many times and there's a reoccuring anti-white sentiment in TYT videos. Perhaps that's why?

Nobody with a shred of common sense subscribes to TYT.",3,/Neutral/Surprise/,Neutral,0.452,Surprise,0.898
,,,,,,,,UgwSsiw1_IBt3S1d_aZ4AaABAg.8ZzPIkjPem18_4h3jBzDat,hflores91,1 month ago,1511034495735,It’s ok to be Islam,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.38,Empty tweets / Garbage / No sentiments,0.638
,,,,,,,,UgwSsiw1_IBt3S1d_aZ4AaABAg.8ZzPIkjPem18_4pliAeDYF,Islam is cancer,1 month ago,1511034495738,"hflores91 No, it isn't.",2,/Negative/Sadness/,Negative,0.737,Sadness,0.221
UgwacwfWs60rRa5jo0d4AaABAg,Gothic TDK,1 month ago,1511034495243,Taylor Swift has nothing to do with white supremacy.,8,true,1,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.504,Empty tweets / Garbage / No sentiments,0.699
,,,,,,,,UgwacwfWs60rRa5jo0d4AaABAg.8Zz4a6YmFfV8ZzPHOibGAf,Islam is cancer,1 month ago,1511034495642,"She is white and pure as snow so yeah, apparently she is a white supremacist to the insane leftist SJWs.",5,/Neutral/Surprise/,Neutral,0.397,Surprise,0.811
Ugw4CnDCK0pRUGwM9nJ4AaABAg,Hegi Daniel,1 month ago,1511034495250,"Taylor still the most popular pop artist in 2017. All of her counterpart (katy,miley,etc)have flop/decline era this year. She is smart person, avoid to talk her political view and doesn't aleniate half of her fan base",7,true,2,,,,,,,/Negative/Worry/,Negative,0.383,Worry,0.258
,,,,,,,,Ugw4CnDCK0pRUGwM9nJ4AaABAg.8Zyy8kAo9q58Zz42H5XuLG,Gothic TDK,1 month ago,1511034495683,Hegi Daniel 👍👏👏👏👏👌,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.386,Empty tweets / Garbage / No sentiments,0.563
,,,,,,,,Ugw4CnDCK0pRUGwM9nJ4AaABAg.8Zyy8kAo9q58_4hwK_ucW8,hflores91,1 month ago,1511034495686,Half of her fan base is racist?,0,/Positive/Fun/,Positive,0.385,Fun,0.255
UgyyyEZfNN6CWs_I78F4AaABAg,c. lince,1 month ago,1511034495254,taylor swift  is lesbian aryan godess,3,false,0,,,,,,,/Positive/Fun/,Positive,0.385,Fun,0.261
UgwtJiwOUGf1lNc_AdF4AaABAg,The Least Racist Most Intelligent and Sexy Philantropist by the Grace of God,1 month ago,1511034495257,4chan gone wild,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.405,Surprise,0.526
UgwBuAUXnGRIrJjV-VN4AaABAg,Jens Boettiger,1 month ago,1511034495260,She's a trust fund baby from the segregated part of NYC. No shit the nazis like her.,8,true,2,,,,,,,/Negative/Worry/,Negative,0.512,Worry,0.252
,,,,,,,,UgwBuAUXnGRIrJjV-VN4AaABAg.8Zys4FfKvJQ8ZzngJAqabA,J R,1 month ago,1511034495749,"Jens Boettiger No shit, most understanding people love her. Probably even some of your more intelligent friends.",1,/Positive/Love/,Positive,0.487,Love,0.502
,,,,,,,,UgwBuAUXnGRIrJjV-VN4AaABAg.8Zys4FfKvJQ8_1CcAkd4yG,Anthony West,1 month ago,1511034495753,"Jens Boettiger PEOPLE  WORSHIP HER,  SHE IS JUST A RICH WOMAN",0,/Positive/Love/,Positive,0.365,Love,0.286
Ugyh2IyBG7CWcAxrbAZ4AaABAg,Keith Bell,1 month ago,1511034495265,I'm assuming Swift is silent because she doesn't want anything to do with that Alt-right rancid B.S.,8,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.415,Surprise,0.665
UgwZeB8TZ0rhjrZ5FJJ4AaABAg,MegaBigmac87,1 month ago,1511034495269,"idk who is more stupid??, the alt-right believing this shit or TYT reporting this as news",16,true,3,,,,,,,/Negative/Hate/,Negative,0.697,Hate,0.274
,,,,,,,,UgwZeB8TZ0rhjrZ5FJJ4AaABAg.8ZydPHcyBKM8ZzPNlGduhC,Islam is cancer,1 month ago,1511034495700,The alt-right is trolling leftist imbeciles and TYT are those leftist imbeciles.,4,/Neutral/Surprise/,Neutral,0.424,Surprise,0.72
,,,,,,,,UgwZeB8TZ0rhjrZ5FJJ4AaABAg.8ZydPHcyBKM8_--Cx4gUuO,Katrina L,1 month ago,1511034495707,"It makes views, bruh. Alt-right creates the stories, as they dig their hole deeper, and TYT makes money off of it. Who's the silly one here?",1,/Neutral/Surprise/,Neutral,0.366,Surprise,0.695
,,,,,,,,UgwZeB8TZ0rhjrZ5FJJ4AaABAg.8ZydPHcyBKM8_-fgenu74r,Islam is cancer,1 month ago,1511034495712,"Katrina L You, for taking TYT seriously.",3,/Negative/Worry/,Negative,0.421,Worry,0.241
UgyZ-K-93irUIwawexF4AaABAg,rewer,1 month ago,1511034495274,"The act she send a lawyer letter to alt-right blogger already show she doesn’t like any of this. If she reply to breitbart or any media on twitter, it will just ignite a long term twitter war, as if she is not busy with all the feuds she had. I’m not a fan of her, but I think maybe she is trying hard not to touch any political issue and don’t want to upset anyone.",6,false,0,,,,,,,/Negative/Worry/,Negative,0.549,Worry,0.275
UgzzaasoHaCZ-3aLTGV4AaABAg,Shade Bleu,1 month ago,1511034495277,Taylor Swift is a Nazi because she's white.,4,false,0,,,,,,,/Positive/Fun/,Positive,0.388,Fun,0.254
UgwKfo9FbVsRCy_DJSp4AaABAg,jons44,1 month ago,1511034495280,Non-story....,5,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.435,Empty tweets / Garbage / No sentiments,0.509
