,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_VB-0eQFCz,Baron von Quiply,2 weeks ago,1512375044632,What if we want to shoot people who want to go around shooting people?,1,/Neutral/,Neutral,0.391
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_VBV2gyNRN,Infinite Sheldon,2 weeks ago,1512375044636,"""thus we should..."" repeal all laws. Zero crime. Absolute freedom.",0,/Positive/,Positive,0.688
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_Vqpklry-s,Lordlittletoe q,2 weeks ago,1512375044639,"Infinite Sheldon faulty logic, gun laws aren't comparable to ""all"" laws to begin with.",1,/Negative/,Negative,0.883
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_W4pe89qFc,Infinite Sheldon,2 weeks ago,1512375044643,"""faulty logic""  Yes, the whole 'gun laws only affect the law-abiding' is indeed faulty logic as all laws only affect the law-abiding.",0,/Negative/,Negative,0.748
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_W9eDMEMM6,Lordlittletoe q,2 weeks ago,1512375044646,Uh no they don't lol. Think about what you just said.,1,/Negative/,Negative,0.988
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WJMfHFDhl,Infinite Sheldon,2 weeks ago,1512375044659,"""Uh no they don't""  then it does not for gun laws.

""Think about what you just said.""  Take your own advice.  You are the one holding a self-contradictory (and thus self-defeating) position.",0,/Negative/,Negative,0.957
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WK-knswS0,Lordlittletoe q,2 weeks ago,1512375044663,Nope sorry to say its just you. Unlike you I never argued under that premise. Come back when you can logic.,0,/Negative/,Negative,0.799
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WKGxbQJcH,Lordlittletoe q,2 weeks ago,1512375044667,Not only that but as I just explained not all laws are comparable. You're slow.,0,/Negative/,Negative,0.998
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WLCWeBTIV,Baron von Quiply,2 weeks ago,1512375044670,Which laws do we count on the criminals to obey?  I'm curious about this one.,1,/Negative/,Negative,0.836
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WLQv4gOiR,Lordlittletoe q,2 weeks ago,1512375044674,"Ah I see, my comment was blocked, probably because of a certain ""r"" word",0,/Negative/,Negative,0.857
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WM57J3yzG,Baron von Quiply,2 weeks ago,1512375044686,"""Regicide""?",0,/Negative/,Negative,0.857
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WNLnV_YUZ,Infinite Sheldon,2 weeks ago,1512375044690,"""I never argued under that premise.""  The OP did.  

""I just explained""  No, you just claimed that.  No argument, no evidence, no explanation.

Come back when you can logic.",0,/Negative/,Negative,0.975
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WOE61MBtC,Lordlittletoe q,2 weeks ago,1512375044693,Nope still not showing up. Apparently I'm not allowed to explain why thats a false equivalency,0,/Negative/,Negative,0.998
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WPRjo_jLI,Lordlittletoe q,2 weeks ago,1512375044696,Baron the reason Infinite Sheldon's argument is fallacious  is explained in beer man's thread not too far down.  You people would make a valid case by just proving gun laws work.,0,/Negative/,Negative,0.947
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WQy5u8-_U,Infinite Sheldon,2 weeks ago,1512375044700,"""Which laws do we count on the criminals to obey?""  All of them except gun laws because ""reasons"".",0,/Negative/,Negative,0.922
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WUNyiovT_,Lordlittletoe q,2 weeks ago,1512375044703,"Baron your next post didn't show up, be careful what you say.
Infinite Sheldon thats a strawman. ""criminals obeying"" isn't the point, because obviously criminals don't.  The difference is that the OP is arguing under the presumption that a burdensome safety law won't work and thus should not be implemented. Saying ""all laws"" starts a false comparison fallacy  as not all laws are only burdensome safety laws to begin with. Things like homicide are outlawed because its morally wrong and as much about punishment as prevention. Seatbelt laws are enforced because you're statistically safer, if seatbelts failed to actually do their job and were bothersome, then there shouldn't be a law enforcing it's use. If gun laws don't actually stop what they're supposed to do and infringe on people's rights, then they should not be implemented.
You didn't actually counter op's argument",0,/Negative/,Negative,0.98
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WUVyqrBZa,matthewweaverworks,2 weeks ago,1512375044715,"Infinite Sheldon because firearms are easily made at home. Like banning alcohol, if people want it & can make it, they will have it. Guns are necessary for protection & hunting.",1,/Positive/,Positive,0.916
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WVGCDgmeI,Infinite Sheldon,2 weeks ago,1512375044719,"""thats a strawman.""  Just like the OP's point itself.

""the OP is arguing under the presumption that a burdensome safety law won't work and thus should not be implemented.""  Just like all laws are burdensome and don't work--criminals break them while the law-abiding do not.
""Saying ""all laws"" starts a false comparison fallacy""  Just like saying ""all gun laws"" starts a false comparison fallacy vs specific ones.

""Seatbelt laws are enforced because you're statistically safer,""  Countries with comprehensive gun laws are statistically safer.

""Things like homicide are outlawed because its morally wrong""  Homicide refers to 'unlawful' killing.  If it is the 'killing' that is immoral, then killing with guns as self-defense is immoral.  If it is the 'unlawful' aspect that is immoral, repealing homicide laws corrects that.
"" If gun laws don't actually stop what they're supposed to do""  Gun proliferation doesn't actually do what its supposed to.

""and infringe on people's rights""  Laws infringe on people's 'rights'.  Repeal all laws and everyone has the right to do as they choose.

Like I said; you hold a self-contradictory and self-defeating position.",0,/Negative/,Negative,0.9
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WW-pIoLDk,matthewweaverworks,2 weeks ago,1512375044723,"Infinite Sheldon it's not a straw man just because some idiot with Google said so. 
Now misrepresenting counterarguments is a straw-man which is all you're doing. 

Sound safety laws is great such as mandatory training. However, slapping any odd law together does not make us safe such as where the grip is placed.",2,/Negative/,Negative,0.602
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WWAZpKqGV,matthewweaverworks,2 weeks ago,1512375044727,Infinite Sheldon also smart people know correlation does not equal causation.,0,/Negative/,Negative,0.941
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WWfWj6am9,Lordlittletoe q,2 weeks ago,1512375044730,"I see you brought no arguments. Just irrelevant information ,more false comparisons and strawmen. Literally nothing in there countered a thing I said.
 Like I said; come back when you can logic",3,/Negative/,Negative,0.619
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WXAMyFNSD,Infinite Sheldon,2 weeks ago,1512375044734,"""more false comparisons and strawmen"" Such is the nature of the OP and your self-defeating position.  Come back when you can logic.",0,/Positive/,Positive,0.896
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8_WXT1plJVi,matthewweaverworks,2 weeks ago,1512375044746,Lordlittletoe q I second your motion.,1,/Negative/,Negative,0.65
,,,,,,,,UgzDrKMoeSMG_yN1g7R4AaABAg.8_S5uPoEDXy8aB2sf0GZy1,drew,3 days ago,1513325444750,Exactly!!!! What is so freaking hard to understand about that!!!,0,/Negative/,Negative,0.998
UgyRoIy9XOrH_csmPVl4AaABAg,Kushandpolo,3 weeks ago,1511770243956,people do own tanks grenades millions of fully automatic that are legal and since 1985 noone has been killed by a legally owned fully automatic these laws are just about stopping as much drugs come in over the boarders only a small percentage you can make guns at home with simple power tools,4,true,4,,,,,,,/Positive/,Positive,0.768
,,,,,,,,UgyRoIy9XOrH_csmPVl4AaABAg.8_S0k9GnmTm8_Uf5uM4mKE,"Guindo, The",2 weeks ago,1512375044331,"> since 1985 noone has been killed by a legally owned fully automatic

Yeah, because in 1986 they put a law in place that banned the sale of new ones and legally keeping a grandfathered one required registration, extensive background checks, an approval signature from a chief law enforcement official, a $200 tax stamp, and filing a request for approval with the ATF if you ever wanted to sell it to someone else.  Which all adds up to a waiting period of anywhere from 3 to 12 months to obtain one, on top of all the paperwork necessary to obtain it in the first place.

In other words, no one has been killed by a legally owned fully automatic since we enacted strict rules regulating who was allowed to legally own a fully automatic.",0,/Negative/,Negative,0.719
,,,,,,,,UgyRoIy9XOrH_csmPVl4AaABAg.8_S0k9GnmTm8_V2bwZlT66,Garrett Holland,2 weeks ago,1512375044334,There have only been 2 homicides with them since 1934.,1,/Negative/,Negative,0.588
,,,,,,,,UgyRoIy9XOrH_csmPVl4AaABAg.8_S0k9GnmTm8_amOSLM8YI,Gentlemen Of Fortune,2 weeks ago,1512375044347,Garrett Holland And over half of gun deaths are suicides...,0,/Negative/,Negative,0.99
,,,,,,,,UgyRoIy9XOrH_csmPVl4AaABAg.8_S0k9GnmTm8_br-1aJGLS,Garrett Holland,2 weeks ago,1512375044351,How does a machine gun make suicides more effective? Any gun will be sufficient to commit suicide with,1,/Neutral/,Neutral,0.807
Ugw7aX2goOtiO-yQxmF4AaABAg,18661873,3 weeks ago,1511770243961,"Ben Mankiewicz is rambling and is making no sense. He is contradicting himself with every new sentence.
Get some sleep Ben, you look awful.",1,false,0,,,,,,,/Negative/,Negative,0.975
UgzOIeYmnVVOEiSpktR4AaABAg,Dave Skinner,3 weeks ago,1511770243964,What an intellectually-lazy cirkeljurk. Don't you people have more than ten brain cells to shoot off full-auto?,2,false,0,,,,,,,/Negative/,Negative,0.977
UgyWlxhTc1QWCrbTmjp4AaABAg,Elias Aamot,3 weeks ago,1511770243968,"this is totally in accurate. There are bills to restrict firearms manufacturers, there are bills that have been proposed to ban specific  types of firearms, there have been times when citizens had to turn in specific types of firearms and magazinees within a time limit or become criminals. There was just a bill proposed to make it a felony to oil a firearm. In what way do any of these stop crive or even make sense?",3,true,27,,,,,,,/Negative/,Negative,0.867
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_TL5i7V5Ri,Baron von Quiply,2 weeks ago,1512375044873,"Which bill was that?  I went looking and found nothing but a bit of fear mongering.  No doc numbers, bill name, sponsors, etc.",0,/Negative/,Negative,0.988
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_U8lQxSK6x,1911GreaterThanALL,2 weeks ago,1512375044878,"Baron von Quiply 
CA state law.",0,/Negative/,Negative,0.729
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_U9An7Uzdl,Baron von Quiply,2 weeks ago,1512375044883,"Any more info?  I'm googling ""oil gun law"" and just added ""California"" to the search but I'm still getting nothing.",0,/Negative/,Negative,0.984
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_UB_Z_VsRq,1911GreaterThanALL,2 weeks ago,1512375044887,"Baron von Quiply 
Then you are an idiot simple youtube search of ca gun control would give you all the information you need.",0,/Positive/,Positive,0.762
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_U_Xb9zwvO,Elias Aamot,2 weeks ago,1512375044902,it is a Massachusetts house bill proposed to prevent the upgrading and modification of firearms. In the bill it speaks to prevent the owner from adding a lubricant to a firearm. the bill is H3979 filed on 10/26/2017. look it up,0,/Negative/,Negative,0.91
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_UaFCpnrgi,Baron von Quiply,2 weeks ago,1512375044906,"Was it one of these two passages? (neither say oiling a gun is a felony, but this is all I saw mentioning firearms)

41 SECTION 18. Chapter 140 of General Laws is hereby amended by inserting after section 
242 131Q, as appearing in the 2016 Official Edition, the following section:
243 Section 131R. Whoever possesses, owns or offers for sale any device which attaches to a 
244 rifle, shotgun or firearm, except a magazine, that is designed to increase the rate of discharge of 
245 the rifle, shotgun or firearm or whoever modifies any rifle, shotgun or firearm with the intent to 
246 increase its rate of discharge, shall be punished by imprisonment in the state prison by not less 
247 than 3 nor more than 20 years.


511 SECTION 51. The Secretary of Public Safety shall promulgate regulations by January 1, 
512 2018 concerning the allowability of maintenance and enhancement of rifles, shotguns and 
513 firearms consistent with the intent of this section.",0,/Negative/,Negative,0.686
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_UjQTkHtlb,"Guindo, The",2 weeks ago,1512375044911,"What, that's it?  Talk about fearmongering.  If that makes it illegal to oil a firearm, then hand-lotion is a ""device"" which ""attaches"" to your hands and ""modifies"" your skin.  If that sounds stupid, that's because it is.  These terms do not cover a substance which is applied for the regular care and maintenance of something.

and if it's this part that's supposedly spooking gun-nuts:
""The Secretary of Public Safety shall promulgate regulations by January 1, 2018 concerning the allowability of maintenance and enhancement of rifles, shotguns and firearms consistent with the intent of this section.""

What that means is the secretary of public safety is going to produce and distribute rules regarding the care and maintenance of firearms, and outline which enhancements are permitted and which are not.  It doesn't say a single word about what those rules are going to be, that's being left up to the secretary of public safety to decide.

so, no.  it doesn't make it a felony to oil a firearm, and any reputable lawyer would find that interpretation laughable.",0,/Negative/,Negative,0.639
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_V3-k2BwaE,Garrett Holland,2 weeks ago,1512375044914,"The ATF classified a shoelace as a machine gun for over a decade. You can find it laughable for all you want, it can still happen",1,/Positive/,Positive,0.906
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VAON3RQ0f,Baron von Quiply,2 weeks ago,1512375044917,"Anything beyond fear mongering, though?  At this point it appears that someone is just trying to scare you with hyperbolic stories and counting on the likelihood that you won't check.  You really think they made oiling a gun a felony?  Or do you think maybe a fear monger conflated those two passages and pretended something absurd was going on to generate some click bait?",0,/Negative/,Negative,0.984
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VE14c2Ir8,"Guindo, The",2 weeks ago,1512375044929,"Garrett Holland I looked it up.  Apparently that was because the legislation itself (which was written in the 1930s, so, make of that what you will) specified that any part used to convert a weapon into a machinegun was a machinegun in and of itself.  ie it defined ""machinegun"" to include ""any part designed and intended solely and exclusively...for use in converting a weapon into a machinegun.""  The shoelace in question most certainly was designed and intended that way; the stupidity was in the law being written such that a single part could be classified as a machinegun on its own, before being added to the weapon.

Anyway even if you do classify oil as a ""device"", it does not ""attach"" to a firearm (if it can't *de*tach then it can't be *a*ttached), and it does not ""modify"" the firearm - an oiled rifle is still performing its function as intended by the manufacturer.  And further still, even if you assume it does ""modify"" a firearm, it is not used with the intent to increase the firearm's rate of discharge, it's used with intent to reduce wear on the internal mechanisms of the firearm.  

In short, even if you stretch the definition really, really far, it's still difficult to arrive at the conclusion that this bill would make it a felony to oil a firearm.",1,/Negative/,Negative,0.717
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VH26nQtsZ,1911GreaterThanALL,2 weeks ago,1512375044932,Read the sentence in context and replace oil with own.,0,/Neutral/,Neutral,0.506
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VHFRUUt0N,Baron von Quiply,2 weeks ago,1512375044934,So you're just outright making up new stuff to be scared of?  WTF?,0,/Negative/,Negative,0.926
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VHeIA7ZIS,1911GreaterThanALL,2 weeks ago,1512375044937,So you are claiming gun control has never made an attempt to make ownership of firearms illegal?,0,/Negative/,Negative,0.996
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VJupPtm4G,"Guindo, The",2 weeks ago,1512375044940,"Uh, it's been used to make ownership of certain KINDS of firearms illegal, but with the 2nd amendment in place there's no way legislation will ever be able to make ALL firearms illegal to own.  The supreme court has consistently ruled that the 2nd amendment means you get to own a gun.  That's not going away.  A couple legislators in Massachusetts aren't going to overturn over a century worth of judicial precedent.

And just because a bill makes one thing illegal, doesn't mean you can logically assume intent to make all related things illegal.  It's illegal for me to drive a car without insurance, but I don't see anyone trying to make it illegal to drive cars at all.",0,/Negative/,Negative,0.824
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VMvsh4Jnr,1911GreaterThanALL,2 weeks ago,1512375044943,"There are plenty of examples where legal rulings and the government breaking its own laws.  For example it is federally illegal to keep a registry yet we have state registries depending on state and of course a federal registry of firearms due to the NFA.

Remember the topic of the original post: TYT claiming that there is no regulation on firearms when we do have significant gun controls and they don't work - it is just less than other countries.",0,/Negative/,Negative,0.762
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_VN16u1BbO,Baron von Quiply,2 weeks ago,1512375044953,So then do you accept that the story you're pushing is fake now?,0,/Negative/,Negative,0.977
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_W8GiCXTg2,Garrett Holland,2 weeks ago,1512375044956,I care a lot about having all of my firearms being legal to own. I dont want any to become illegal,0,/Negative/,Negative,0.922
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_WB39nx8xr,Baron von Quiply,2 weeks ago,1512375044959,Cool.  Does that have anything to do with this fake news?,0,/Negative/,Negative,0.988
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_X2I7X2ypx,"Guindo, The",2 weeks ago,1512375044962,"Garrett Holland I mean, it's actually not illegal to own any specific firearm on a federal level.  There are no small arms which are outright banned federally.  There are just very strict rules about who's allowed to own or purchase one, and it's mostly just a lot of paperwork and an extra tax.

Even if everyone in the government woke up tomorrow and decided to make all semi-automatic rifles subject to the same regulations as machineguns, you would not suddenly be a criminal for owning whatever ones you own.  Because - shock - the supreme court upheld your 5th amendment right against self-incrimination after someone was charged with possession of an unregistered machinegun when he went to register the one he already owned.  This resulted in the law being amended to remove the requirement for possessors of unregistered firearms to register them, and added a provision stating that any information disclosed on an NFA application/registration cannot be used against you as evidence for being in violation of the law prior to filing the form.  In other words, if you owned an unregistered Tommy gun for 40 years and then decided to register it because you wanted to sell it legally, you could not be charged with unlawful possession of a machinegun based on admitting you owned one via filing your forms.  Guess what, the 2nd amendment isn't the only right used to protect other rights.  In addition to the 5th you'd also be protected under the 4th - unreasonable search and seizure.   The feds can't come in and ransack your house just because they think you might have an unregistered NFA firearm.

So don't worry, buddy.  You'll be fine.",1,/Negative/,Negative,0.824
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_X64UkSHpu,"Guindo, The",2 weeks ago,1512375044964,"1911GreaterThanALL
> For example it is federally illegal to keep a registry yet we have state registries depending on state and of course a federal registry of firearms due to the NFA.

It's illegal to keep a universal federal registry, it's not federally illegal to keep a registry.  There's a difference.  The first makes it illegal for the federal government to keep a national registry, the second makes it illegal for anyone to keep a registry.  States are allowed to have their own registries.

Also the law that prevents establishing a federal registry specifies that it only applies to regulations enacted after the date the law goes into effect.  Any registry legally established before that law is exempted, including the NFA registry.  So no, the government is not breaking its own laws there.

> TYT claiming that there is no regulation on firearms when we do have significant gun controls and they don't work - it is just less than other countries.

1: We have less gun control than other countries
2: Countries with more gun control than us have less gun violence than we do
Yeah, clearly gun control doesn't work.  There must be some other reason that countries with stricter gun control have less gun violence, it's certainly not because our ""significant"" measures aren't adequate, or because we have a patchwork system of regulations applied inconsistently across state lines.  1+2 = 5, I guess.",0,/Negative/,Negative,0.768
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_X7-CBPwso,1911GreaterThanALL,2 weeks ago,1512375044967,"@Baron von Quiply

I was reading the sentence and applying the context of bills introduced in congress.  There was no ""oil"" provision.   They are however trying to ban any rate increasing device which could be as simple as banning certain trigger weights, lighter bolts, recoil springs etc essentially banning any man portable firearm to shoot more than one round without manually reloading it is undefined in the bill.  So I didn't take oil seriously.

I read it as ""own"" as a typo which is correct oil is not.",0,/Negative/,Negative,0.623
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_X7qQReuf9,1911GreaterThanALL,2 weeks ago,1512375044977,"@Guindo, The

""...all semi-automatic rifles subject to the same regulations as machineguns, you would not suddenly be a criminal for owning whatever ones you own.""

I would like to see what you base that on.

""after someone was charged with possession of an unregistered machinegun when he went to register the one he already owned.""

Putting this in doesn't give me the ruling or even the news article.

""The feds can't come in and ransack your house just because they think you might have an unregistered NFA firearm.""

It is called a warrant.",0,/Negative/,Negative,0.961
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_X9i-b9BJX,1911GreaterThanALL,2 weeks ago,1512375044980,"@Guindo, The

""No such rule or regulation prescribed [by the Attorney General] after the date of the enactment of the Firearms Owners Protection Act may require that records required to be maintained under this chapter or any portion of the contents of such records, be recorded at or transferred to a facility owned, managed, or controlled by the United States or any State or any political subdivision thereof, nor that any system of registration of firearms, firearms owners, or firearms transactions or disposition be established.""

The NFA is grandfathered in as any registry law prior to this is legal if there was an attempt to have a registry any time after 1968 then yes it would be FEDERALLY illegal to do so many states are in violation.

""Countries with more gun control than us have less gun violence than we do""

Is that so?  The U.S. is the least regulated country on the planet correct?  Yet we rank number 11 and 18 in firearms deaths in total and deaths as rate.  All 10 and/or 17 countries with more firearms deaths have more regulations compared to the U.S.  So no that is absolutely false and a lie.

""...it's certainly not because our ""significant"" measures aren't adequate, or because we have a patchwork system of regulations applied inconsistently across state lines.""

You honestly think Americans nationwide would have the same opinion as compared to another in another state?  Is it realistic to assume that states would agree to more federal gun controls?  Ha I say hell no.  Unrealistic expectations.",0,/Negative/,Negative,0.707
,,,,,,,,UgyWlxhTc1QWCrbTmjp4AaABAg.8_PbPzklKbC8_YXk4E1rUp,Garrett Holland,2 weeks ago,1512375044982,"Ok, where can I get a post 1986 machine gun? or even a semi auto HK 416 or G36?",0,/Negative/,Negative,0.867
