,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_4vpzz3OQC,ReTrO,1 month ago,1512433161668,A but toucher,3,/Positive/,Positive,0.996
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_52Ju9O4Gp,Liam Orr,1 month ago,1512433161671,A wii pony?,3,/Positive/,Positive,0.998
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_545fADOGp,Olivier Cabanié,1 month ago,1512433161673,A poop?,3,/Positive/,Positive,1
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_54zD-HfWu,Lewin Ang,1 month ago,1512433161675,A Papaya?,3,/Positive/,Positive,1
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5AHJ6BUh3,ethan ramcel,1 month ago,1512433161677,"Myquel Grant Acaylar Hernando ,we,",3,/Negative/,Negative,0.791
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5DmW_OpWV,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433161680,"I'm the last one
Htf!!!",3,/Neutral/,Neutral,0.66
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5DmqMVtx-,m3ndoza213,1 month ago,1512433161683,Donald Trunk,2,/Neutral/,Neutral,0.693
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5G_Ed4nOt,BuyVotw ツ,1 month ago,1512433161685,Myquel Grant Acaylar Hernando oh XD,3,/Negative/,Negative,0.928
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5HC--UzBC,Gosei Greater,1 month ago,1512433161688,pokeball,2,/Positive/,Positive,0.408
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5M785SOhP,bj Max,1 month ago,1512433161690,"""toaster oven oh wait peppy (the delivery boy in 30 mins or less) is gone""",2,/Negative/,Negative,0.688
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5fAxpYuuY,Kim Hai Lieu,1 month ago,1512433161692,Myquel Grant Acaylar Hernando À,2,/Negative/,Negative,0.67
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5fL3ozLRq,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433161695,"Kim Hai Lieu did you say After i guess you said that
Thanks",2,/Neutral/,Neutral,0.432
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5gpYWoARv,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433161697,"I don't have my boss only my brother
Thanks for the advice",2,/Positive/,Positive,0.947
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5oO4fqkWc,amir muhsen,1 month ago,1512433161699,Hay what do you call a pepper in a nose?halapineo business!hahahaha!,2,/Negative/,Negative,0.906
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5od0qFCJB,slitherwąż,1 month ago,1512433161702,Toster?,3,/Negative/,Negative,0.906
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5okyc4WsS,slitherwąż,1 month ago,1512433161755,Pineapple?,3,/Negative/,Negative,0.906
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5ompXfbnb,slitherwąż,1 month ago,1512433161757,Passion Fruit?,3,/Negative/,Negative,0.576
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5rLJKzrLc,StarHeroX Adventures,1 month ago,1512433161759,YAH?!😂😂,3,/Negative/,Negative,0.576
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_5xqO9bj-5,Evita Nurfida,1 month ago,1512433161762,"Myquel Grant Acaylar Hernando 

What? What!? WHAT!?!?
WWWAAAAAAAAATT!?!?!?!?!?!?!?!?!?!?!?",2,/Negative/,Negative,0.674
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6-rVAAxhb,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433161764,gg,2,/Negative/,Negative,0.674
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_62h-hJwM5,Triaki,1 month ago,1512433161766,Myquel Grant Acaylar Hernando giant pink flying apple with a green and red spear?,2,/Negative/,Negative,0.73
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6C8QO3Cyl,Morgan Millington,1 month ago,1512433161769,No worries Myquel Grant Acaylar Hernando. Your not alone. Presentiiiiiing Brainy!,2,/Negative/,Negative,0.998
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6OnPhV5kz,farislan lan,1 month ago,1512433161771,Creep?,2,/Positive/,Positive,0.518
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6S0ks5byW,Banana Boy,1 month ago,1512433161773,Wii U?,2,/Positive/,Positive,0.949
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6VSNdJ2zs,Nancy Mitchell,1 month ago,1512433161775,Annoying Orange Blender!,2,/Negative/,Negative,0.852
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6jD4FRdMi,matthew hendryx,1 month ago,1512433161778,The mystery is OVER 9000,2,/Positive/,Positive,0.688
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6nYEbunRS,Johnny Hall,1 month ago,1512433161780,Winner of this year's butt-toucher of the year award?,4,/Positive/,Positive,0.945
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6oy11W-Fs,Jordan Henry,1 month ago,1512433161782,My favorite Thanksgiving food is yums,1,/Positive/,Positive,1
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_6sIxqrcTe,Lenard Murphy,1 month ago,1512433161784,William Shakespeare ?,1,/Neutral/,Neutral,0.996
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_73YWGtlcC,Blobsy,1 month ago,1512433161787,My butt?,2,/Positive/,Positive,0.998
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7Hpftwkxy,Gregory Blisset,1 month ago,1512433161789,Annoying Orange YOUR ARE THE BEST Please play Roblox on your gaming channel and Friend me please IGN:MyAccJustHadAGlitch,1,/Positive/,Positive,0.951
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7XHK9M0xD,Nick The Roblox Gamer,1 month ago,1512433161791,A pilgrim reaper?,2,/Positive/,Positive,0.998
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7eM6NK56j,lukegibo,1 month ago,1512433161794,THE PILGRIM REAPER?!?!?,2,/Positive/,Positive,0.998
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7lIgpw9fm,Gamer fluttershy 123,1 month ago,1512433161796,Wow you are so lucky to get this much comments!,1,/Positive/,Positive,0.973
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7lMZwwSZE,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433161798,Thanks,1,/Positive/,Positive,1
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_7naDp9Hze,Nick The Roblox Gamer,1 month ago,1512433161800,Myquel Grant Acaylar Hernando I just realized you have happy tree friends photo,1,/Positive/,Positive,0.973
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_81vWRoLk4,Jaydon Ha,1 month ago,1512433161805,TNT?,1,/Positive/,Positive,0.973
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_82Dk_t_W9,I'm totally not a gay,1 month ago,1512433161809,annoying Orange was quiet?,1,/Negative/,Negative,0.998
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_8cVpazkAo,Winter[Myquel Grant Acaylar Hernando],1 month ago,1512433161813,Yep,1,/Positive/,Positive,0.992
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_A9d9-df4s,Malliry Webster,1 month ago,1512433161816,Hey  guys  your  the  best,1,/Positive/,Positive,1
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_APp2Hsf3M,Jacob Manfredi,1 month ago,1512433161819,Yoshi?,1,/Positive/,Positive,1
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_Amm2w12Ne,The Alolan shiny hunter,1 month ago,1512433161821,wait i know who you ar........,1,/Positive/,Positive,0.605
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BMXVUKryW,Jorge Cruz,1 month ago,1512433161824,Midget Apple We don't ride Unicycles Midget Apple,1,/Positive/,Positive,0.641
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BMYtKou8Q,Jorge Cruz,1 month ago,1512433161827,Squash Dude your squash,1,/Positive/,Positive,0.764
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BMl0uhTcf,Jorge Cruz,1 month ago,1512433161830,Annoying Orange Knife?,1,/Negative/,Negative,0.852
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_BbI8rNueA,Kelly Latham,1 month ago,1512433161832,"but man.    is   the.     best 
thing.    in.     the.   would",1,/Positive/,Positive,0.984
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_Be9rIh6zz,The Alolan shiny hunter,1 month ago,1512433161834,Kelly Latham buttman *,1,/Neutral/,Neutral,0.414
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_C0JtKPV8L,Christian Ballard,1 month ago,1512433161838,Myquel Grant Acaylar Hernando,1,/Negative/,Negative,0.791
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_CfEKkLKy2,Sana Shaikh,1 month ago,1512433161840,Myquel Grant Acaylar Hernando w  vc u,1,/Negative/,Negative,0.818
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_EzbrGz1_t,Alex Drake,1 month ago,1512433161843,FAT TURKEY,1,/Neutral/,Neutral,0.697
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_GZL-wU4p7,strahinja djokic,1 month ago,1512433161845,Albanian?,1,/Neutral/,Neutral,0.697
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_HIpimydIW,Owen Baldwin,1 month ago,1512433161847,A person that can only fart on their own eyebrows?,1,/Positive/,Positive,0.537
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_HL1BeMa-z,Nick Griffin,1 month ago,1512433161850,"Are you the President's, dad's, best friend's, uncle's, cell mate's, great great grandma's, dogs dinner?",2,/Positive/,Positive,1
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_LDoLxulgX,Crying baby Long,1 month ago,1512433161853,Grant Acaylar Hernando,1,/Negative/,Negative,0.791
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_MQa6BlBQm,Michael Chandler,1 month ago,1512433161856,Pilgrim reaper,1,/Negative/,Negative,0.461
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_MSIgHdIwt,Sarah Wittrien,1 month ago,1512433161858,Evil twin of Trump?????? 😂,1,/Negative/,Negative,0.582
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_OVZ87pMr9,The Gaming Gecko,1 month ago,1512433161861,Giraffe police officer with an angry prospecter riding on it?,1,/Negative/,Negative,0.834
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_S4sW1dGp1,Cecilio Muñiz Ochoa,1 month ago,1512433161864,Annoying Orange 😱💀😇,1,/Negative/,Negative,0.852
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_TVCmWKOot,unboxing things techniques and skills,1 month ago,1512433161866,Annoying Orange yes,1,/Positive/,Positive,0.762
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_UC8QYkzzI,Minion Shadic The Hedgehog Minion Canon Banana,1 month ago,1512433161869,Minions,1,/Positive/,Positive,0.656
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_WBMhN5rI6,Elaina-Louise Smith,1 month ago,1512433161871,Winter[Myquel Grant Acaylar Hernando] gmb,1,/Negative/,Negative,0.979
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_ewxLx-9e2,呂素如,1 month ago,1512433161874,He is Cute,0,/Positive/,Positive,0.961
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_ipHp-O5tu,Janice Norwood,1 month ago,1512433161876,Winter[Myquel Grant Acaylar Hernando] hi,0,/Neutral/,Neutral,0.967
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_lK55LpHsX,Connor Quante,1 month ago,1512433161878,eggman,0,/Neutral/,Neutral,0.967
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8_tHaqoHpfz,Noah Beecher,4 weeks ago,1512692361881,Butt bomb,0,/Positive/,Positive,0.898
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8a1fwQm_c8g,Принцесса София,3 weeks ago,1513297161883,"Winter[Myquel Grant Acaylar Hernando] тролингизйжёэхж  habsdfdjcygdjguckujshgj the cidchucewksudusfjuerruuwkdoyydduihkgiiryfuygihkdhcjvfutytisldhyfueihrvhesxurjfksisefottooueywjdyspdoullpp  ^$$$$$$$$994$475&584*4&4^$474834875558577&4##001234676890,1пййэйзкелцоукпп",0,/Negative/,Negative,0.785
,,,,,,,,Ugy2wokL9inpkyX_KWd4AaABAg.8_4Olqkq4rX8arv2BsoAW2,Harmoni Jarvis,3 days ago,1514852361886,passion fruit i love you orange,0,/Positive/,Positive,0.998
UgxKCAULynr6phCOKKF4AaABAg,Charlin Granda,4 hours ago,1515097160184,Hahahahahahaha,0,false,0,,,,,,,/Positive/,Positive,0.998
UgwnBxzVr4QBCvyQoId4AaABAg,Charlin Granda,4 hours ago,1515097160188,Hahahah,0,false,0,,,,,,,/Positive/,Positive,0.98
Ugwz8Q9Mt0IjJOODnZF4AaABAg,Cassius XD,19 hours ago,1515043160191,sounds like orange is eating me,0,false,0,,,,,,,/Positive/,Positive,0.553
UgwaKOfY8uOf-VtWiyx4AaABAg,Mister T,1 day ago,1515025160194,"It's days like these where I sit back, enjoy videos like these, and wonder what I am doing with my life. Great Work!",0,false,0,,,,,,,/Positive/,Positive,0.99
UgyLRbgZfuGEwD0F6094AaABAg,Bill Cypher,3 days ago,1514852360197,Mine is cranberry sauce jellied,0,false,0,,,,,,,/Negative/,Negative,0.947
UgzaaQ-vLZS3ExjemDd4AaABAg,Cool Robert,4 days ago,1514765960200,Orange has become an Idiot!,0,false,0,,,,,,,/Positive/,Positive,0.984
UgyQnI8I8zr_wlBW8gV4AaABAg,j. Qwest,4 days ago,1514765960203,it's..........TURKEY!!!!!!!!!!,0,false,0,,,,,,,/Positive/,Positive,0.984
UgwpjMEw_KrOQJ4G-md4AaABAg,Joanne Nesmith,4 days ago,1514765960206,O,0,false,0,,,,,,,/Neutral/,Neutral,0.994
UgyH1wjF3JRaNiJS1Fp4AaABAg,Charles Dunn,6 days ago,1514593160209,Turkey,0,false,0,,,,,,,/Positive/,Positive,0.996
UgywshHtxgP2vCIrwll4AaABAg,zZ0mb13 k33p3rz,1 week ago,1514506760212,Are used to watch your videos on ours three,0,false,0,,,,,,,/Negative/,Negative,0.812
UgxA8i4_g_d9h7ZJGox4AaABAg,zZ0mb13 k33p3rz,1 week ago,1514506760214,Hi,0,false,0,,,,,,,/Neutral/,Neutral,1
UgzY07kCbAUfe46MpBt4AaABAg,Joseph Roxas,1 week ago,1514506760252,Orange,0,false,0,,,,,,,/Negative/,Negative,0.783
UgyDhOJFRjzuU16dCEJ4AaABAg,Erik Barrera,1 week ago,1514506760255,1:43 I'm dead😲😂😂😂😂😂😂,0,false,0,,,,,,,/Negative/,Negative,0.998
UgxErhPJRuykkkVAUOl4AaABAg,bennybarbaric,1 week ago,1514506760258,Žž,0,false,0,,,,,,,/Negative/,Negative,0.998
UgywPaPl-L2qbIvtR7N4AaABAg,Shah Haque,1 week ago,1514506760261,How could a funny channel have G. O. R. E.,0,false,0,,,,,,,/Positive/,Positive,0.447
UgzuwK5o12iVdVzbadN4AaABAg,Gian Vivoni,1 week ago,1514506760264,That was funny,0,false,0,,,,,,,/Positive/,Positive,0.998
UgwliOryaz0qMZUhGlZ4AaABAg,Fidget Master,2 weeks ago,1513901960268,Why was there a jason mask,0,false,0,,,,,,,/Negative/,Negative,0.988
UgyMVYj8yxstqTa2Fkt4AaABAg,Zac Sibal,2 weeks ago,1513901960271,2017 kills,0,false,0,,,,,,,/Negative/,Negative,0.996
UgzUPILbsVX8grRiSYR4AaABAg,Cup Head,2 weeks ago,1513901960274,"What did the pill said to the other pill? OMG it's a.....




PillGRIM",1,false,0,,,,,,,/Neutral/,Neutral,0.535
UgxbUNP3U-HNa83xLhF4AaABAg,Hope Coop,2 weeks ago,1513901962685,ANNOYING ORANGE YOU ARE AMAZING,0,false,0,,,,,,,/Positive/,Positive,0.998
UgzLBMz2jGLOu0ZD6p14AaABAg,XxSuperProWolfxX,2 weeks ago,1513901962690,Turkey,0,false,0,,,,,,,/Positive/,Positive,0.996
UgwwtnJdj-Xhd6OVonl4AaABAg,Twink Fogg,3 weeks ago,1513297162695,Poor Angel of Death food cake,2,false,0,,,,,,,/Negative/,Negative,0.998
Ugzkx9juVO58-wqYI654AaABAg,Don Ragland,3 weeks ago,1513297162698,. I love your channel is Annoying Orange LOL :-),0,false,0,,,,,,,/Positive/,Positive,0.998
Ugz54a7SToctZirXn3R4AaABAg,Natural Luxx,3 weeks ago,1513297162702,For shizzle mah drizzle,0,false,0,,,,,,,/Neutral/,Neutral,0.992
Ugw0xC_ehdm4PNYvoaB4AaABAg,Natural Luxx,3 weeks ago,1513297162705,Why am I watching this?,0,false,0,,,,,,,/Negative/,Negative,0.998
UgyaBWdbAtXjSEsvSpZ4AaABAg,Tre Best,3 weeks ago,1513297162708,My fave food is mac and cheese,0,false,0,,,,,,,/Positive/,Positive,0.812
Ugy8opOYwVzGmo1hbWJ4AaABAg,willer mendes,3 weeks ago,1513297162710,Ok ok ok ok ok ok ok ok ok ok ok ok,0,false,0,,,,,,,/Positive/,Positive,0.998
UgyVmuy_lQf4dkxU9HZ4AaABAg,Wolfy Playz,3 weeks ago,1513297162714,I love to eat angel cake,0,false,0,,,,,,,/Positive/,Positive,0.998
UgjVUfGXggrVtHgCoAEC,Andrei Sorin,3 weeks ago,1513297162716,Im love pizza,0,false,0,,,,,,,/Positive/,Positive,1
UgxH8IsioV3diTzE-rB4AaABAg,IJN Yamato,3 weeks ago,1513297162719,0:56 Aahhhh orrange is eating food!!!,0,false,0,,,,,,,/Negative/,Negative,0.74
Ugw1JN88QuCI7z0InHl4AaABAg,IJN Yamato,3 weeks ago,1513297162722,Knife got a makeover...and an upgrade,0,false,0,,,,,,,/Negative/,Negative,0.527
UgywUfuoEpO-gtWG63R4AaABAg,altarush,3 weeks ago,1513297162724,Turkey.,0,false,0,,,,,,,/Negative/,Negative,0.574
Ugy1ny1iys2Fk7_Bmdt4AaABAg,Brianna Griffin,3 weeks ago,1513297162727,Dinner is yummy,0,false,0,,,,,,,/Positive/,Positive,0.998
UgyOnSptrEtuZpjVVUF4AaABAg,Danyal Malik,3 weeks ago,1513297162730,Wow a fruit cake how werid,0,true,1,,,,,,,/Positive/,Positive,0.994
,,,,,,,,UgyOnSptrEtuZpjVVUF4AaABAg.8_vnzHWSllw8_vo1zs7vNC,Danyal Malik,3 weeks ago,1513297164557,?,0,/Neutral/,Neutral,1
UgxcH4IYuz_qpyKujNR4AaABAg,Ana Povremovic,3 weeks ago,1513297162748,Undartaker,0,false,0,,,,,,,/Neutral/,Neutral,1
Ugw2iJrxYSoU01GsJGB4AaABAg,MadGamer Leight,4 weeks ago,1512692362751,I’m allergic to cashews and I am so offended!,0,false,0,,,,,,,/Negative/,Negative,0.602
UgwFPKinZQzVizy4vo14AaABAg,Andrew Yap,4 weeks ago,1512692362754,Aaaaaaaaaaaaaaaaaaaaaaaa. Mummyyyyyyyy!,0,false,0,,,,,,,/Negative/,Negative,0.602
UgyoSdXfiz8Co329ffF4AaABAg,Jojo Ojofeitimi,4 weeks ago,1512692362756,My Favorite Thanksgiving Food Is Turkey,0,false,0,,,,,,,/Neutral/,Neutral,0.926
UgxNkwRIa8DXFcSd1S14AaABAg,Eva Hjálmarsdóttir,4 weeks ago,1512692362759,Can you do an Arnold Swarchenegger impression i would appreiciate if this makes it onto Ask Orange,1,false,0,,,,,,,/Positive/,Positive,0.676
UgxMdXGJroUO-8DgfS94AaABAg,Edric Ang,4 weeks ago,1512692365127,My favourite thanksgiving food is salted cashews,0,false,0,,,,,,,/Positive/,Positive,0.998
Ugwpu4qPaUuxzI5Ghr14AaABAg,irmije Ameti,4 weeks ago,1512692365130,My favorite thanksgiving food it TURKEY,0,false,0,,,,,,,/Positive/,Positive,1
UgxoBBYuXdFQx6hGtTN4AaABAg,Lamont Wright,1 month ago,1512433165133,ANNOYING ORANGE IS Marshmallow A GIRL IR BOY ARE NOMORE TNT OK AND CAN TOU ACCEPT ME ON ROBLOX ITS FLASH29001,0,false,0,,,,,,,/Negative/,Negative,0.861
Ugwy5yi6FG28WYC_MGt4AaABAg,shehrzad qasim,1 month ago,1512433165136,Amazing,0,false,0,,,,,,,/Positive/,Positive,1
Ugwui5igOsMNRIf7li54AaABAg,Janice Norwood,1 month ago,1512433165140,hi annoying orange,0,false,0,,,,,,,/Negative/,Negative,0.982
Ugx8-sePpAMW2GAkArZ4AaABAg,Beata Beata,1 month ago,1512433165143,Loool,0,false,0,,,,,,,/Negative/,Negative,0.982
UgxMYzpUK9K_r9Wjd2Z4AaABAg,Sameer Alji,1 month ago,1512433165146,0:10 how come the potato sounded like the gaming grape,0,false,0,,,,,,,/Negative/,Negative,0.668
UgxVDkxUA3mYx26VSlF4AaABAg,Sumi Pariyar,1 month ago,1512433165148,poop and fart and but wipes for pooperts/deserts fart fart fart/hahahahahahahahahahahahahahahahahaha,0,false,0,,,,,,,/Negative/,Negative,0.65
Ugx6LcEtJByUMr-j49R4AaABAg,Poeu Kong,1 month ago,1512433165152,Ha ha,0,false,0,,,,,,,/Positive/,Positive,0.707
UgyJ0eXReFRJQsAk4zB4AaABAg,EJYLodge,1 month ago,1512433165155,What's a pilgrim? I'm not American,0,false,0,,,,,,,/Negative/,Negative,0.992
UgzjmwD48FS_pB9VCph4AaABAg,Lucy Young,1 month ago,1512433165158,The annoying orange is probably my favourite YouTube channel,0,false,0,,,,,,,/Negative/,Negative,0.734
UgyoVxCkEfb4cXHiJtR4AaABAg,Jobeth Gelig,1 month ago,1512433165162,I thought the pilgrim reaper is scary it was an angel of death fruit cake 😂,0,false,0,,,,,,,/Negative/,Negative,0.467
Ugw4dLTbF2I_EOgakxh4AaABAg,Aqeel Ali,1 month ago,1512433165165,I'm not Silly Orange!,0,false,0,,,,,,,/Negative/,Negative,0.998
UgxxE0u6ztFW_30DtVx4AaABAg,Alfred Mercado,1 month ago,1512433165167,orange,0,false,0,,,,,,,/Neutral/,Neutral,1
UgxbKPvs8nbKzatmNJF4AaABAg,Yosef Mohammad,1 month ago,1512433165171,OMG UR THE BEST ORANGE I LIKE U SOO MUSH!!!!!,0,false,0,,,,,,,/Positive/,Positive,0.998
Ugy311AaAKK2lyuPWwd4AaABAg,calvin,1 month ago,1512433165174,I'm am annoyingorange121,0,false,0,,,,,,,/Negative/,Negative,0.734
