,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
Ugygb9Dk0W9BtgeVhlZ4AaABAg,DrSher,3 weeks ago,1511771753688,"I have dual opinion about this one Cenk. First of all, it appears to be triggering backlash and blowback from anti-feminists, no doubt bout it. OTOH, could this help to decrease sexploitation and otherization of anyone using makeup? 
 Secondly, nothing smells unfettered consumerism than the make-up industry. Phony as He11 and really moving reality further away? 
 Finally, the counter move by feminism is to show more photos without makeup.
 I really don’t think this is about anti-women as much as it is about phony consumerism.",0,false,0,,,,,,,/Positive/Relief/,Positive,0.34,Relief,0.36
UgzeVRMvzwBYtGSltbR4AaABAg,ziljin,3 weeks ago,1511771753691,Makeapp makes you look 30 years older lmao wtf.,1,true,1,,,,,,,/Positive/Fun/,Positive,0.51,Fun,0.363
,,,,,,,,UgzeVRMvzwBYtGSltbR4AaABAg.8_HzLSWZswB8_TbqpAIBrs,DrSher,2 weeks ago,1512376554136,Most women look hideous without makeup. This is why the body matters.,1,/Neutral/Surprise/,Neutral,0.382,Surprise,0.617
UgxN-Zt4CiXrj-mYg3B4AaABAg,whoami iamwho,3 weeks ago,1511771753694,"Most women look like girly men without makeup. 
That's why they're so triggered. 
The one thing they had - deception - has been ripped from them. 
Now everyone knows how truly useless they are.",15,false,0,,,,,,,/Negative/Hate/,Negative,0.403,Hate,0.224
UgwwIuU9oxASTvH6oK94AaABAg,SPONGE,3 weeks ago,1511771753700,Cuck Cenk is getting his single testicle busted by Ana (Bunny Boiler) Kasparian.  Love MakeApp <3  Ana TRIGGERED to 11,2,false,0,,,,,,,/Positive/Love/,Positive,0.362,Love,0.406
UgyZI1YV8t5zM5s_lsB4AaABAg,Jay Perrin,3 weeks ago,1511771753703,Some of us guys also think many women look most beautiful when natural,9,true,1,,,,,,,/Positive/Fun/,Positive,0.584,Fun,0.277
,,,,,,,,UgyZI1YV8t5zM5s_lsB4AaABAg.8_GH0XiH8_I8_HqBgl47e7,First lady Princest Ivanka,3 weeks ago,1511771754117,:-),0,/Positive/Fun/,Positive,0.373,Fun,0.299
UgwU_gSK-ERon0J6tbF4AaABAg,Stray Doggo,3 weeks ago,1511771753707,Ana looks like a burn victim without make up,9,false,0,,,,,,,/Negative/Worry/,Negative,0.525,Worry,0.265
Ugzd3C4g6RWaE7BmS-Z4AaABAg,KenzieBenzieee,3 weeks ago,1511771753711,"If you think that women naturally have bright red lips, or blue eye lids, you're dumb. If someone is interested in you, you'll see them without make up. You might even see them naked. I don't understand why guys are so triggered by make up, like we wear clothes too. You have no idea what I look like without clothes on and you don't know what I look like without make up. 

And besides, guys have beards that cover their faces, but is a guy that I barely know going to shave his beard just so I can ""see what he really looks like""? No. He's not.",7,true,5,,,,,,,/Negative/Worry/,Negative,0.484,Worry,0.284
,,,,,,,,Ugzd3C4g6RWaE7BmS-Z4AaABAg.8_EhCNr4XgR8_FNXHJAE9v,Cool Hand Luke,3 weeks ago,1511771754271,KenzieBenzieee don't play dumb.,2,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.422,Empty tweets / Garbage / No sentiments,0.588
,,,,,,,,Ugzd3C4g6RWaE7BmS-Z4AaABAg.8_EhCNr4XgR8_FdDqNoYUa,KenzieBenzieee,3 weeks ago,1511771754276,Don't play dumb about what? My inability to understand why men are triggered by the fact that women wear make up?,1,/Negative/Worry/,Negative,0.517,Worry,0.258
,,,,,,,,Ugzd3C4g6RWaE7BmS-Z4AaABAg.8_EhCNr4XgR8_Hzge-TAER,Wwattz,3 weeks ago,1511771754278,"KenzieBenzieee its not about make up, its about an entirely different face, you choose men with beards, for the beards.",3,/Positive/Relief/,Positive,0.412,Relief,0.24
,,,,,,,,Ugzd3C4g6RWaE7BmS-Z4AaABAg.8_EhCNr4XgR8_KZ5oQ5wm5,Apple the orange,3 weeks ago,1511771754281,"""If someone is interested in you, you'll see them without make up.""
1) What you are saying is this: This guy likes me, like a lot, therefore i can see him without makeup, wow, much handsome... You mean to say THEY will see YOU without makeup.
2) If so (beauty being on the inside).....then why do you wear makeup to begin with? And don't give me that bull: ""i'm expressing myself."" What to express yourself, try painting on a canvass, it will be something that lasts more than a lifetime (unlike your looks).",2,/Positive/Fun/,Positive,0.41,Fun,0.264
,,,,,,,,Ugzd3C4g6RWaE7BmS-Z4AaABAg.8_EhCNr4XgR8_SL1X8Jhbr,Marcus Young,3 weeks ago,1511771754285,Apple the orange The savagery 👀,0,/Neutral/Surprise/,Neutral,0.466,Surprise,0.527
UgyluNtk7wdZkoL2daN4AaABAg,"Intuit Now, Suzanne Bishop",3 weeks ago,1511771753715,"Wow, some of us wear so much make up that there IS so much difference when not wearing it??? That in and of itself is very wrong. We look better with less make up anyway.",5,false,0,,,,,,,/Positive/Fun/,Positive,0.444,Fun,0.26
UgxNUthsms5rqWLoLix4AaABAg,S,3 weeks ago,1511771753718,Trust me she cares lol if she really didn't care she wouldn't have mentioned it at all. fuking hag.,12,true,3,,,,,,,/Negative/Worry/,Negative,0.517,Worry,0.241
,,,,,,,,UgxNUthsms5rqWLoLix4AaABAg.8_CpUacHvrJ8_E44N-qkxE,aaronpolitical,3 weeks ago,1511771754061,Enjoy never getting laid.,0,/Neutral/Surprise/,Neutral,0.36,Surprise,0.665
,,,,,,,,UgxNUthsms5rqWLoLix4AaABAg.8_CpUacHvrJ8_duMDdOPUG,AirPlayRule,2 weeks ago,1512376554063,"aaronpoliticla how is that relevant, how would u know, and why would u say that to him",2,/Negative/Worry/,Negative,0.464,Worry,0.226
,,,,,,,,UgxNUthsms5rqWLoLix4AaABAg.8_CpUacHvrJ8a8GFxLpR3U,You know where I like it...,4 days ago,1513240554066,Enjoy licking up Ana's fart juice.,0,/Neutral/Surprise/,Neutral,0.42,Surprise,0.632
UgwYSb_EAv5kiv66DQZ4AaABAg,tylerx2f01,3 weeks ago,1511771753722,"feminists - ""this app is sexist and disempowers women and their right to expression""
app creator - ""this app was originally created to help identify captured women used for sex trafficking, because makeup is more often than not, used to hide the physical attributes to identify said captured women; giving a best estimation using an altering filter""
feminists - ""...its still sexist and should not be available because my feelingz""",10,true,3,,,,,,,/Positive/Relief/,Positive,0.38,Relief,0.325
,,,,,,,,UgwYSb_EAv5kiv66DQZ4AaABAg.8_CbRhKBYD38_E4aAf_ZDq,aaronpolitical,3 weeks ago,1511771754107,"person with brain - this app doesn't work and you either know it, or are stupid.",3,/Negative/Hate/,Negative,0.724,Hate,0.246
,,,,,,,,UgwYSb_EAv5kiv66DQZ4AaABAg.8_CbRhKBYD38_FNgtdz4r5,Cool Hand Luke,3 weeks ago,1511771754109,aaronpolitical you are a trans freak?,1,/Negative/Worry/,Negative,0.38,Worry,0.231
,,,,,,,,UgwYSb_EAv5kiv66DQZ4AaABAg.8_CbRhKBYD38a3hgp4ub93,Dennis Fluttershy,5 days ago,1513154154111,"Also, it's bad because it was made by a man ... because feminists don't hate men?",1,/Negative/Hate/,Negative,0.754,Hate,0.275
Ugyys1Myla1bQqhbfT54AaABAg,Karlos Jeffers,3 weeks ago,1511771753725,"Lurrrrrve the sound of this!

As a black man, I'm hoping for something similar in the future that will tell me in advance what a black woman's hair actually looks like without all the fake extensions 😂

Just sayin.....",13,true,3,,,,,,,/Negative/Worry/,Negative,0.388,Worry,0.234
,,,,,,,,Ugyys1Myla1bQqhbfT54AaABAg.8_Bqobo7O8C8_CjxyLhkfi,MAC B,3 weeks ago,1511771754077,"Karlos Jeffers I'll send you a picture. There's a vaste number of us who love being natural, but as a 'black' man you already know this. I guess as a 'black' man you just couldn't live without internet bashing Black Women... 
Just saying.",1,/Positive/Relief/,Positive,0.399,Relief,0.246
,,,,,,,,Ugyys1Myla1bQqhbfT54AaABAg.8_Bqobo7O8C8_DOnt0Mcc4,Karlos Jeffers,3 weeks ago,1511771754079,"MAC B yes I already know this. But I'm only referring to (or bashing?) the vast number of black women who are living a lie!? 

And I would argue the number is just as vast. Black women with natural hair shouldn't be offended? 

Just sayin....",6,/Neutral/Surprise/,Neutral,0.345,Surprise,0.618
,,,,,,,,Ugyys1Myla1bQqhbfT54AaABAg.8_Bqobo7O8C8_SL9kEQlEq,Marcus Young,3 weeks ago,1511771754082,Karlos Jeffers 💀🐐,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.556
Ugz0czu2De8oXVhVK414AaABAg,poeciloteria,3 weeks ago,1511771755033,AHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHA,6,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgxGQ3FyqgG09g6tWcx4AaABAg,John Something,3 weeks ago,1511771755036,"""I don't wear makeup to attract men!""

Well....then why would it bother you if the app makes you less attractive to some men?

But yeah....for the most part, nobody would have heard of this app if these ladies weren't posting stories about it.  To tell you the truth, it just makes them look kind of weak.  

Also, no mention of the fact that the app was intended originally to help identify sex trafficking victims..??",10,false,0,,,,,,,/Negative/Worry/,Negative,0.537,Worry,0.271
UgxmfP8lFXCO4vYi4dZ4AaABAg,TheJinashura,3 weeks ago,1511771755040,"Shouldn't feminists be saying things like beauty is on the inside? If your confidence and feminity can be taken by an app or hose to the face, it nvr existed to begin with.",3,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.402,Enthusiasm,0.272
Ugz-ucaVwbbPDbsHztV4AaABAg,R1BlackDog,3 weeks ago,1511771755044,"I like the show, but could you be even more self-centered and self-absorbed next time?",2,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.353,Surprise,0.619
UgwtwuQbqvEnTGkBKfl4AaABAg,Sayuas,3 weeks ago,1511771755048,The funny thing is that the technology in this app was in part designed to combat human trafficking by removing makeup designed to make a woman look like somebody else.,2,false,0,,,,,,,/Negative/Worry/,Negative,0.396,Worry,0.255
UgxnEDBXxskr-pqqXJN4AaABAg,Pepe Goeth,4 weeks ago,1511166955052,it took ana just 40 seconds to to say the word sexist,6,true,1,,,,,,,/Positive/Relief/,Positive,0.408,Relief,0.263
,,,,,,,,UgxnEDBXxskr-pqqXJN4AaABAg.8_AgDlbVtOo8_AjFwc5kgx,George Rodriguez,4 weeks ago,1511166955463,"Pepe Goeth it only took you 12 words for you to say sexiest, your in the same basket pal",1,/Positive/Relief/,Positive,0.393,Relief,0.25
Ugw-E6sq5yMgL_ey3u94AaABAg,Shadownian,4 weeks ago,1511166955059,"Its not just makeup...woman have fake hair....fake nails.....fake chest...fake lips....etc etc
Woman are full of deception when it comes to their looks.
And they add new things all the time....
I mean the app is stupid but can you blame a guy for wanting to see a real woman...lol",9,true,3,,,,,,,/Negative/Sadness/,Negative,0.406,Sadness,0.223
,,,,,,,,Ugw-E6sq5yMgL_ey3u94AaABAg.8_A_4M5tHGI8_B-OqCwImA,Vegan Ricks,3 weeks ago,1511771755505,Yup there needs to be a body one too. This will combat push up bras and spanks,1,/Neutral/Surprise/,Neutral,0.448,Surprise,0.584
,,,,,,,,Ugw-E6sq5yMgL_ey3u94AaABAg.8_A_4M5tHGI8_C6doQI6Ak,Ruby Frostwolf,3 weeks ago,1511771755507,then why noy date someone who doesn't wear makeup? ....😂,3,/Neutral/Surprise/,Neutral,0.473,Surprise,0.703
,,,,,,,,Ugw-E6sq5yMgL_ey3u94AaABAg.8_A_4M5tHGI8_CC7MtXYlK,Shadownian,3 weeks ago,1511771755510,"I do...well she does wear makeup on occasion...but shes pretty lite on it. My ex also was the type who didnt wear alot of makeup.
Not that who i date has anything to do with it. The point remains. Woman have many ways to deceive people on their looks. I once met a girl when out clubbing and when we went to the after hours at her place....she took her hair out.....
:-(
lol",1,/Positive/Relief/,Positive,0.471,Relief,0.283
UgwxRU3cO29wmK3Nif54AaABAg,Kekist Fam,4 weeks ago,1511166955063,Most women are incredibly ugly and disgusting looking. Makeup and filters have allowed women to fool men into believing that they are more attractive than they actually are. This is a great way to end male thirst that his inflated the collective egos of women to a point where civilization is now threatened because of it.,10,true,8,,,,,,,/Positive/Relief/,Positive,0.472,Relief,0.273
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_AWOIHNJIX,Poison Kiss,4 weeks ago,1511166955599,Just date men or anime chicks.,1,/Negative/Worry/,Negative,0.412,Worry,0.239
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_AZAo-gYD1,Anna Maye,4 weeks ago,1511166955602,Kekist Fam you're clearly gay and don't feel too comfortable coming out yet,2,/Negative/Worry/,Negative,0.582,Worry,0.236
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_AawqlhEi8,Kekist Fam,4 weeks ago,1511166955605,"No thanks, I'll just be with women who look fit and healthy without caking on a pound of makeup every day.",1,/Positive/Fun/,Positive,0.397,Fun,0.298
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_Ac3o8Ifis,Anna Maye,4 weeks ago,1511166955608,Kekist Fam you say this while watching gay porn! Okay!😂,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.386,Empty tweets / Garbage / No sentiments,0.617
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_AxQipCQii,Anil Kumar,4 weeks ago,1511166955612,Kekist Fam the,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.443,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_AxoF2oFVP,Anil Kumar,4 weeks ago,1511166955615,Kekist Fam Hindi film,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.467,Empty tweets / Garbage / No sentiments,0.552
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_Tc6J0gcir,DrSher,2 weeks ago,1512376555619,Gays without makeup look better than most women that is painted up. And I am as red-pilled heterosexual as they come.,0,/Positive/Fun/,Positive,0.444,Fun,0.333
,,,,,,,,UgwxRU3cO29wmK3Nif54AaABAg.8_AMBBhFz--8_XRwyByj7y,Kekist Fam,2 weeks ago,1512376555623,Funny how leftists so easily drop the 'gay tolerance mask' and revert back to using the term 'gay' in a derogatory fashion.,0,/Positive/Fun/,Positive,0.368,Fun,0.273
Ugxe5ZsIAMw7dC5Dr4d4AaABAg,Ted L.,4 weeks ago,1511166955069,"Damn, this society just gets more superficial every day, led of course by our Baby-in-Chief.",4,false,0,,,,,,,/Negative/Hate/,Negative,0.538,Hate,0.252
UgxyiRJ5xXpVC9MYDcJ4AaABAg,Bryce Thibodeaux,4 weeks ago,1511166955073,women wear makeup because they're insecure........,8,true,2,,,,,,,/Neutral/Surprise/,Neutral,0.391,Surprise,0.51
,,,,,,,,UgxyiRJ5xXpVC9MYDcJ4AaABAg.8_9oAjl_TV08_Ah4tN6m9S,George Villalobos,4 weeks ago,1511166955530,"Bryce Thibodeaux 

Women wear makeup because attractiveness is cultural and makeup is a part of our culture. It's meant to accentuate feminine facial features. Men don't do this because historically women have been valued for looks and men for providing.",1,/Positive/Relief/,Positive,0.342,Relief,0.245
,,,,,,,,UgxyiRJ5xXpVC9MYDcJ4AaABAg.8_9oAjl_TV08_BYQXAav4C,John Something,3 weeks ago,1511771755532,Then they need an app that shows what a CEO looks like if he becomes a janitor.,1,/Neutral/Surprise/,Neutral,0.584,Surprise,0.912
Ugx_l4edp4cEwq4q-ZR4AaABAg,Tally Jenkins,4 weeks ago,1511166955079,lol this Lauren woman actually sounds like she has common sense. Wtf is going on here?,10,true,2,,,,,,,/Neutral/Surprise/,Neutral,0.376,Surprise,0.887
,,,,,,,,Ugx_l4edp4cEwq4q-ZR4AaABAg.8_9Wl3IvVqD8_Bn969q1km,Ash,3 weeks ago,1511771755544,"Tally Jenkins Don't worry, we won't be seeing her anytime soon haha",0,/Positive/Relief/,Positive,0.43,Relief,0.298
,,,,,,,,Ugx_l4edp4cEwq4q-ZR4AaABAg.8_9Wl3IvVqD8_C0qClegQC,Nav Sohanpaul,3 weeks ago,1511771755547,"Tally Jenkins Yeah, I noticed she did something called ""thinking."" Ana should learn from her.",0,/Neutral/Surprise/,Neutral,0.415,Surprise,0.697
Ugz_f3O4h2bAFhMQ8NF4AaABAg,Wasteland nomad,4 weeks ago,1511166955083,I didn't think ana would look like a feeal ghoul without makeup. What a ameranian genocide denying hag,4,true,2,,,,,,,/Negative/Worry/,Negative,0.486,Worry,0.281
,,,,,,,,Ugz_f3O4h2bAFhMQ8NF4AaABAg.8_9Ubp7fmbr8_FOGPoNe7h,Cool Hand Luke,3 weeks ago,1511771755519,Wasteland Yes their denial is astounding. it never happened!!!!!! Stop! Lol,0,/Positive/Relief/,Positive,0.493,Relief,0.264
,,,,,,,,Ugz_f3O4h2bAFhMQ8NF4AaABAg.8_9Ubp7fmbr8_FQO7m3NmA,Wasteland nomad,3 weeks ago,1511771755522,Cool Hand Luke They're going down dat rabbit hole with thwir constant denials,0,/Neutral/Surprise/,Neutral,0.413,Surprise,0.507
UgwPJgNcmNwVpQ1yjTp4AaABAg,Smaakjeks K,4 weeks ago,1511166955088,"Boy, there are a lot of love starved tweenagers in this comment section.",6,false,0,,,,,,,/Positive/Love/,Positive,0.587,Love,0.423
UgymXiBqRUg3v2MA7kR4AaABAg,Heavencloud,4 weeks ago,1511166955092,Ana sounds like she has throat cancer,4,true,1,,,,,,,/Negative/Worry/,Negative,0.393,Worry,0.27
,,,,,,,,UgymXiBqRUg3v2MA7kR4AaABAg.8_9PWJY6gIm8_9SoYwxMsz,AmetReloads,4 weeks ago,1511166955422,nah she was deep throating the pig last night.,1,/Negative/Worry/,Negative,0.432,Worry,0.269
UgzjLf2MSqFG6niKngV4AaABAg,castor,4 weeks ago,1511166955097,"""men don't wear make up, that's true"" uh........no? lol",4,false,0,,,,,,,/Negative/Worry/,Negative,0.495,Worry,0.257
UgyQpuuH7Lw_t61oydx4AaABAg,bigdaz7272,4 weeks ago,1511166955101,"Some Bitches should be liable for Fraud when you wake up next to them in the morning with all their paint rubbed off on the sheets, scary shit.",5,true,3,,,,,,,/Negative/Anger/,Negative,0.451,Anger,0.25
,,,,,,,,UgyQpuuH7Lw_t61oydx4AaABAg.8_93-JI89Vv8_AqU2Q5MHh,Hannah,4 weeks ago,1511166955492,does that mean women can sue men for the lies that led them to the bedroom in the first place ? If you honestly believe that women have eyelashes for miles that's your fault for being stupid.,3,/Positive/Enthusiasm/,Positive,0.394,Enthusiasm,0.268
,,,,,,,,UgyQpuuH7Lw_t61oydx4AaABAg.8_93-JI89Vv8_BB5S46u3m,bigdaz7272,3 weeks ago,1511771755494,"Guys spin a girl a line yeah sure we do but we don't wear shit that lifts our arse up, holds our bellys in and make our chest look like its defying gravity ffs, we don't put layers of polyfilla and spray paint on our faces to make us look completely (almost) like another person.
Yeah i get its all marketing and advertising and anyone who falls for that bullshit is someone who is easily manipulated in other areas of their life also but still i don't think women actually get that men find the female form attractive without all the plastic fantastic, photoshop, spray paint bullshit.
Think of how much extra cash and time you all would have if you stopped consuming all that shit and falling for the marketing of what the magazines say a women should look like, it makes me sad is all.",0,/Negative/Worry/,Negative,0.627,Worry,0.252
,,,,,,,,UgyQpuuH7Lw_t61oydx4AaABAg.8_93-JI89Vv8_BYzh2xX2m,John Something,3 weeks ago,1511771755496,"Meh, both are deceitful.  Men sleep with a woman largely based on looks and personality.  Women sleep with a man based partially on what he looks like and largely on what comes out of his mouth.  Both are a form of deceit.  Not worthy of suing, and largely the fault of the man/woman who falls for the deceit.  

Although, I'd say more importantly...did you have fun?  If so, then who cares what she looks like the next day?  You had fun.  Who cares if he doesn't actually own a yacht and spend his spare time curing cancer?  Did ya have fun?  Get over it and move on with your lives.",2,/Positive/Happiness/,Positive,0.417,Happiness,0.263
UgzvKqupYU7Fq1e52d94AaABAg,FoodforThought,4 weeks ago,1511166955106,Will Anna acknowledge the Armenian genocide?,9,true,1,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.384,Empty tweets / Garbage / No sentiments,0.507
,,,,,,,,UgzvKqupYU7Fq1e52d94AaABAg.8_9--xCuMgs8_9Q_h9fx5l,Smaakjeks K,4 weeks ago,1511166955475,1/10,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
UgwBGkzPA43-0aJmBB54AaABAg,AmetReloads,4 weeks ago,1511166955111,"''Armenian'' ''Journalist'' laughing at racist remarks against Armenian names.
Of course is the same hoe that works for an organisation that is named after the Turkish fascists that murdered 2 million Armenians.",10,true,3,,,,,,,/Positive/Fun/,Positive,0.414,Fun,0.299
