,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,,,,,,,,UgzVozVOjZqEW87k8IN4AaABAg.8_23Qj8slEM8_AelXs1Q3_,Alan G,4 weeks ago,1511207431952,"liberty, you sound like you got a wonderful education that you did not pay for yourself.  I am 50 ,  I got a degree in the 80s , but the price has gone up alot.  I object to Nestle buying the rights to a river stream for less than a penny a gallon.  They bought something like 200,000 litres a day for a total of 200 dollars plus legal fees.  They paid politicians to agree to this probably more than 2 million dollars.  Too bad they don't spend the money to prevent pollution.
Well, you must be an  entitled second generation of entrepreneurs with offshore wealth.  If you squeeze the lower class, they will no longer afford all the other products you want to sell.  And then you will be a second world country and you will need your gated communities to protect you from the people you exploit.   The amount of wealth that the second generation of entrepreneurs generate is irrelevant because it happens in another tax free haven.",1,/Negative/Worry/,Negative,0.698,Worry,0.262
,,,,,,,,UgzVozVOjZqEW87k8IN4AaABAg.8_23Qj8slEM8_AqTcVhHVg,liberty2014,4 weeks ago,1511207431955,"And how much revenue when to the city, county, state, feds in taxes?   Millions!!!  A lot more than that water was worth!

That money is used, by government, for prevention of pollution.  Nestle must abide by all EPA standards, and are NOT POLLUTING!

I wish I was ""independently wealthy"".  But I am not!  I am against the raping of our fellow citizens, merely because they were more successful than me!  I had exactly $15 when I graduated from college, and had to borrow money from friends to drive to my parents house, because they were so poor!  People like YOU make me SICK!    
The liberal socialists are ""squeezing"" the poor, more than anyone else!  Companies like Nestle, provide jobs!  I have yet to see a single job that the Government created in our economy (without burdening someone else through taxes)!!!!  Government, by definition, DOES NOT CREATE JOBS!   Private business does!

These companies are not ""generating money overseas"".  They are creating jobs here.  The companies you are complaining about, would create more jobs here... if socialists were not raping them on taxes!",0,/Negative/Hate/,Negative,0.837,Hate,0.24
,,,,,,,,UgzVozVOjZqEW87k8IN4AaABAg.8_23Qj8slEM8_CZhdr6m2n,thewanderandhiscomp,3 weeks ago,1511812231957,"liberty2014 actually under Obama unemployemnt dropped, so imbecile jobs are created, second, inbred loser,  most people on welfare are employed,  and white",3,/Positive/Relief/,Positive,0.374,Relief,0.244
,,,,,,,,UgzVozVOjZqEW87k8IN4AaABAg.8_23Qj8slEM8_CZn9Q_fuf,thewanderandhiscomp,3 weeks ago,1511812231959,"liberty2014 you really are stupid, INCOMES been stagnant since St Reagan of Bonzo",0,/Negative/Hate/,Negative,0.572,Hate,0.247
,,,,,,,,UgzVozVOjZqEW87k8IN4AaABAg.8_23Qj8slEM8_CZvpSZjaf,thewanderandhiscomp,3 weeks ago,1511812231962,"liberty2014 actually Nestle is polluting,  second they are taking water for people and crops, then selling it back, 
Stay stupid it makes your toothless mommy proud",2,/Positive/Relief/,Positive,0.481,Relief,0.355
UgxBxtA1dVKfEQOFD114AaABAg,liberty2014,1 month ago,1511034631459,"Last I checked, Even the ""rich"" are citizens.  They also have the right to ""equal justice under the law""... which progressive tax policies violate their rights!  Taking more money from them, simply because they are ""richer"", is unconstitutional.. AND COMMUNISM!",3,true,14,,,,,,,/Negative/Worry/,Negative,0.389,Worry,0.22
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_23IJ74yq_,Ramon Suarez,1 month ago,1511034631997,"Yes, the poor top 1%. Only 90 percent of the wealth made in the past 8 years has gone into their pockets. What an oppressed minority!",9,/Negative/Sadness/,Negative,0.483,Sadness,0.23
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_24b9jjAyl,liberty2014,1 month ago,1511034631999,"Seriously.. IT IS NONE OF YOUR BUSINESS what someone else does with THEIR MONEY!  How are they ""oppressing"" people?   Show me how, and I will be on your side!   But them getting rich, is not oppression.  If you voluntarily buy their products and services, then it is not oppression!",0,/Negative/Anger/,Negative,0.747,Anger,0.285
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_255z3Dd-9,Ramon Suarez,1 month ago,1511034632009,"Like hell it isn't my business. Someone pays fewer taxes proportional to their income while getting the lion's share of the wealth and you think its no one else's business? It was the tax payer's business when they bailed out the banks. It was the tax payer's business when the richest businesses receive welfare subsidies. But its not our business when we ask that they  pay their fair share? Please. 

Also, I never said they were oppressing people. I was making fun of your assertion that the rich aren't being treated like ""citizens."" In what country do you live in? The top 1 percent control the politics and economy of this country. They above citizenship, they are like a new aristocracy.",4,/Negative/Worry/,Negative,0.7,Worry,0.242
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_5DqNoMq_f,Dialyzed Gaming,1 month ago,1511034632011,"21.33% of americans are on welfare, you want to cut thos programs advocated for a living wage...50% of america make $30k a year or less, and its not because they failed at life...im sick of that narrative, its just stupid.....the usa millitary/world wide empire costs $250 million a day....sit down.",7,/Negative/Hate/,Negative,0.839,Hate,0.235
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_5E10K_kI0,Dialyzed Gaming,1 month ago,1511034632017,"and in any civilized country, the rich should always hold the bigger burden to pay for things...of course in our country we give these ppl tax breaks and let the store their money off shore...

top 10 happiest countries are social democracies, they are not bankrupt and citizens are happy....take notes, son.",3,/Negative/Hate/,Negative,0.588,Hate,0.228
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_5dq2UX5XT,liberty2014,1 month ago,1511034632019,"Except that the USA is in a Constitutional FREE REPUBLIC... with EQUAL JUSTICE UNDER THE LAW for EVERYONE, whether you are RICH OR POOR!  I don't give a damn what other countries decided to do in regards to violating the liberty, freedom and justice of their citizens!",0,/Negative/Worry/,Negative,0.526,Worry,0.271
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_5e94lakPE,liberty2014,1 month ago,1511034632021,"Ramon Suarez.  ""fewer taxes proportional""... Tax rates should be EQUAL.  You pay 1%, the rich should pay 1%!  PERIOD!  We are not in a communist country!

As for ""bailing out"" of companies.. I am actually on your side on that!  I argued, as a conservative, that there was no such thing as ""too big to fail""!  It was both insider establishment Republicans and Democrats, who voted for it!",0,/Negative/Worry/,Negative,0.55,Worry,0.223
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_5eVpNRIJ3,Dialyzed Gaming,1 month ago,1511034632023,liberty2014 flat taxes are fair?...20% for someon at gross pay 30k vs 500k....what does defending the rich do for you?...,5,/Neutral/Surprise/,Neutral,0.411,Surprise,0.641
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_5fDqerODF,Ramon Suarez,1 month ago,1511034632024,"There is nothing unconstitutional about our tax system. Read the 16th ammendment. Our constitution differentiates between direct taxes (like sales taxes) and income taxes. 

Also, making taxes proportional IS making them equal. A 15,000 dollar tax burden isn't equally assumed by the man making 50,000 dollars a year vs. the man who makes 5,000,000 dollars a year.",6,/Negative/Worry/,Negative,0.403,Worry,0.245
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_5lXThgbYx,liberty2014,1 month ago,1511034632028,"You don't have a right to their money!  PERIOD!  ""what does defending the rich do for you?""  The satisfaction to know that I am protecting liberty, from enemies both foreign and domestic!  Same oath I swore when I went into the military.... Twice!   

And you are really dumb if you think that the rich wont pass those taxes down to the poor, and middleclass, through raised prices on products and services!

If you liberals were not trying to unfairly redistribute wealth, then taxes would not have to be at 20%...50% (combined with all the state, county, local, sales...etc taxes).  Liberals falsely claimed in 1913, that ""only the top 3% would EVER have to pay taxes"".  Now every middleclass person gets hit with them.",0,/Negative/Worry/,Negative,0.63,Worry,0.255
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_C_-4GpGS9,thewanderandhiscomp,3 weeks ago,1511812232030,"liberty2014 failed economics and history, what a loser",1,/Negative/Worry/,Negative,0.566,Worry,0.243
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_C_6VD-Qzd,thewanderandhiscomp,3 weeks ago,1511812232032,"liberty2014 it ISN'T THEIR MONEY, moron your failure to understand basic economics makes it clear you are an idiot",2,/Negative/Anger/,Negative,0.44,Anger,0.249
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_C_Sol7jHU,thewanderandhiscomp,3 weeks ago,1511812232034,"liberty2014 um you don't even understand thw words you are typing.
republic (Latin: res publica) is a form of government in which the country is considered a ""public matter"", not the private concern or property of the rulers.
So either you are simply stupid, or a piss poor troll, either way YOU ARE A FAILURE!",2,/Negative/Hate/,Negative,0.604,Hate,0.22
,,,,,,,,UgxBxtA1dVKfEQOFD114AaABAg.8_1ysG4j-K_8_hzPVMTPfk,pard216,2 weeks ago,1512417032036,liberty2014 I see you're quite comfortable being a tool of the oligarchy. Bend over for your masters or do you prefer to take it in the face?,1,/Neutral/Surprise/,Neutral,0.437,Surprise,0.693
UgwNEM63jMtSDAdh1Cp4AaABAg,Will Martin,1 month ago,1511034631463,DEMONITIZE THE YOUNG TURKS YOUTUBE,5,true,2,,,,,,,/Neutral/Surprise/,Neutral,0.606,Surprise,0.516
,,,,,,,,UgwNEM63jMtSDAdh1Cp4AaABAg.8_-QfHtBrgY8_1Guj8_q85,Sag Norm,1 month ago,1511034631884,you do realize tyt viewers give money to tyt right?,2,/Neutral/Surprise/,Neutral,0.404,Surprise,0.66
,,,,,,,,UgwNEM63jMtSDAdh1Cp4AaABAg.8_-QfHtBrgY8_87ccszhjg,Reptile Maniac,1 month ago,1511034631886,"Will Martin 
Do you realize people pay to be members on their website? So even if YouTube demonetizes them, it won’t matter. You’re just another hater and I honestly don’t care about it. I just watch this because I work from 3pm to 11pm if there’s no overtime at a factory and can’t watch my local news and I’m not a morning person so I can’t watch it (and I don’t watch Fox if anyone cares)",0,/Neutral/Surprise/,Neutral,0.423,Surprise,0.557
UgzDdAUhKz6tBpX9CAl4AaABAg,grandpoopy1,1 month ago,1511034631467,"Once again I'm visiting the not-so-young-turd website, and once again I'm turning the voulmne all the way down so I won't be distracted while I read the comments.  Any comments I disagree with, I attack.  Stand by to be pooped upon.",6,true,4,,,,,,,/Negative/Worry/,Negative,0.446,Worry,0.244
,,,,,,,,UgzDdAUhKz6tBpX9CAl4AaABAg.8ZxRNfrVCuw8ZxfV09Jrvq,Josh Cook,1 month ago,1511034631918,"grandpoopy1 at least your honest. But that's not the American way your messing it all up man. Should have stated ""any comments that I disagree with will be sought out and slyly conjectured against from a passive aggressive stance. I will not tell you your wrong but I will make my following believe you are crazy and eventually you will be coerced to believe what I believe. If you don't come to the table to talk and let my way go through the steps of coercion I will deem you unfit for life and we will go to war. Remember what we did to the Native Americans"".",1,/Negative/Worry/,Negative,0.423,Worry,0.265
,,,,,,,,UgzDdAUhKz6tBpX9CAl4AaABAg.8ZxRNfrVCuw8ZxfY-iiuWy,synthfreqs,1 month ago,1511034631920,shouldn't u be breaking Keurigs or hunting reptilians?,4,/Negative/Anger/,Negative,0.526,Anger,0.259
,,,,,,,,UgzDdAUhKz6tBpX9CAl4AaABAg.8ZxRNfrVCuw8ZyBeanoB6p,Gary Garrett,1 month ago,1511034631922,"and once again by clicking on this video you're supporting these ""not-so-young-turds."" Who's the stupid one now.",4,/Negative/Hate/,Negative,0.511,Hate,0.223
,,,,,,,,UgzDdAUhKz6tBpX9CAl4AaABAg.8ZxRNfrVCuw8Zzmw1YMtJ_,luv cheney,1 month ago,1511034631924,"Josh Cook Assume 3 guys in a room,2 voting to rob the 3rd. That's social democracy.",0,/Neutral/Surprise/,Neutral,0.438,Surprise,0.571
Ugw75Oc5tyM8zr3ru8R4AaABAg,Ted Cahoon,1 month ago,1511034631470,"Amazing. I was called by a survey center that asked about trumps tax plan. One of the questions was “Would you be more or less likely to support this plan knowing that taxes for the middle class would be lowered?”

I answered more, not knowing that THIS was their definition of middle class.",3,true,1,,,,,,,/Negative/Worry/,Negative,0.413,Worry,0.271
,,,,,,,,Ugw75Oc5tyM8zr3ru8R4AaABAg.8ZxOe3UlVjf8ZycQydxqdD,Dalton Bedore,1 month ago,1511034631781,"thats exactly why they have re-defined ""middle-class."" i don't participate in those surveys because they are always engineered with bias and misleading, loaded questions.",0,/Negative/Worry/,Negative,0.517,Worry,0.238
Ugwnj89fj6Dcp-_L0Mh4AaABAg,Christian Knuchel,1 month ago,1511034631474,"There is no saving grace with it being a deficit propellant: It's a right wing strategy to create deficits by design, to create pressure in order to shrink the state. There's even a phrase for it in German: ""Politik der leeren Kassen"", which loosely translates to ""Politics of empty coffers"".",9,false,0,,,,,,,/Positive/Happiness/,Positive,0.359,Happiness,0.24
UgzUu2_VGw7KCenc0SB4AaABAg,ryan pomeroy,1 month ago,1511034631477,"How democrats ""DEFINE"" middle class...RACIST,RACIST,PHOBIC,PHOBIC,DEPLORABLE,RACIST,PHOBIC,SUPER PREDITOR,BERNIE BRO...LOL.?    TYT + $20.000.000 =WE'RE WTH HER...!",3,true,3,,,,,,,/Negative/Worry/,Negative,0.536,Worry,0.256
,,,,,,,,UgzUu2_VGw7KCenc0SB4AaABAg.8ZwiBpH3jIq8ZxjBVIwFLy,Tyler Rue,1 month ago,1511034631901,Decided to come out from under your rock today? Just go back under there. No one is interested in your moronic opinion.,5,/Positive/Relief/,Positive,0.373,Relief,0.256
,,,,,,,,UgzUu2_VGw7KCenc0SB4AaABAg.8ZwiBpH3jIq8ZyqYMSzfLa,Blake Burch,1 month ago,1511034631903,Did you have a stroke half way through that?,2,/Neutral/Surprise/,Neutral,0.729,Surprise,0.711
,,,,,,,,UgzUu2_VGw7KCenc0SB4AaABAg.8ZwiBpH3jIq8_Be-HH2EdB,Redoralive,4 weeks ago,1511207431906,"You know that you wrote ""plus twenty dollars""?  

If you're proud of being stupid; that's fine.  Just remember that no one cares.",1,/Negative/Anger/,Negative,0.516,Anger,0.233
UgwF4psqvAbR-xVZRKl4AaABAg,Ashley Thomas,1 month ago,1511034631480,"PLEASE talk about how this policy is a BAIT & SWITCH Operation. 
Year 1 tax rates are waaaaaaaayyy lower than the higher tax rates in 2021 etc",7,false,0,,,,,,,/Negative/Worry/,Negative,0.418,Worry,0.226
UgysdVfUZ9qNc1Sjx9x4AaABAg,Ashley Thomas,1 month ago,1511034632780,"John I is head and shoulders better than any other TYT host. He is always sharp, informed and funny.",7,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.425,Surprise,0.65
UgwrDQSji489jURaLU54AaABAg,romanmir01,1 month ago,1511034632799,"Trump is a complete failure.  The ONLY appropriate tax cut is a SPENDING CUT.  All government must be cut first, all socialist programs, even all military must be cut to nothing and THEN all income and wealth taxes must be ABOLISHED.",2,true,8,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.486,Empty tweets / Garbage / No sentiments,0.551
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8ZwUJH9fLtn,samiamrg7,1 month ago,1511034633327,"Getting rid of spending is easier said than done, since most of it is mandated by 200+ years of legislation, including by the Constitution itself, which outline the government's obligations and responsibilities. Congress can't just not pay out Social Security benefits, for example, since the government is obligated by the Social Security Act to do so, and the taxes meant for those payouts have already been paid.",2,/Negative/Hate/,Negative,0.414,Hate,0.243
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8Zx8Oq7zSiR,Lenard Segnitz,1 month ago,1511034633329,Cut everything!  To hell with infrastructure!  Let it rot!  Who needs roads and bridges and sewer systems?  And who needs a military and police?  Let the masses resolve their own greivences with hand-to-hand combat!  And let the masses fend off other nations' organized military invasions!  I've always wanted to live in a Mad Max world!,4,/Negative/Worry/,Negative,0.463,Worry,0.257
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8ZxRxScKCWI,grandpoopy1,1 month ago,1511034633332,"to roman: wrong.  Get your head out your ass and get real.  Your problem is that you believe the news media.  You will always be a fool ,a stupid ass, as long as you believe CNN, msnbc, npr, cbs, nbc,etc,etcetc,etc.  That's why I get my news only from credible sources.  An example of a ""credible news source"" is Mark Levin, rush Limbaugh, etc.  Only by listenining to and reading ""conservative"" news will you get the real truth.  And then you might possibly be as smart as me and other ""real"" conservatives.",0,/Negative/Anger/,Negative,0.52,Anger,0.237
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8ZxT_OHxIqR,romanmir01,1 month ago,1511034633335,"Absolutely every little spending should be cut, not that infrastructure is a relevant topic here, the vast majority of the funds go towards one type of welfare or another, so bringing up infrastructure in this context is a red herring.",0,/Negative/Worry/,Negative,0.529,Worry,0.225
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8ZxTd_ztM6F,romanmir01,1 month ago,1511034633337,"I don't watch USA news, my opinions are not formed by your idiotic news media.",0,/Negative/Hate/,Negative,0.514,Hate,0.226
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8ZxUdHe0kba,Lenard Segnitz,1 month ago,1511034633339,"romanmir01 ok fine.  You were clear on wanting the military cut.  Lots of room for cutting there.  But how much is enough to satisfy you?  50%, 75%, 90%, 100%.  Keep in mind that America has painted itself into a corner with its foreign policy and most of the time the only thing standing between America and the global mob of angry pitchfork wielding villagers is the bloated military.  Trim the military back too far and you can be sure countries in the Middle East and China will tear America a new one.",0,/Positive/Relief/,Positive,0.371,Relief,0.317
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8ZxnutTy7TI,Lar M,1 month ago,1511034633342,What are we going to be left with ?,0,/Neutral/Surprise/,Neutral,0.387,Surprise,0.724
,,,,,,,,UgwrDQSji489jURaLU54AaABAg.8ZwE76q3t4b8ZzBVTM8mQY,kkaradin,1 month ago,1511034633344,"you mean welfare for corporations, you pay $3 in taxes each year for all social programs, $2,000 for corporate subsidies, we are the richest nation in the world, we have plenty of money, but it's all siphoned off in a number of industrial complexes, military, medical and prisons.",1,/Negative/Anger/,Negative,0.462,Anger,0.236
UgwlGxvNy-418eCdtpp4AaABAg,HolographicSweater,1 month ago,1511034632803,"makes sense, you gotta be in the 1% to be middle class now",9,false,0,,,,,,,/Negative/Worry/,Negative,0.426,Worry,0.286
UgwkWMJXcW13WQGYQ894AaABAg,FrakU2,1 month ago,1511034632806,"I need 17 years to make $450,000! Must be nice.",6,true,2,,,,,,,/Positive/Enthusiasm/,Positive,0.382,Enthusiasm,0.26
,,,,,,,,UgwkWMJXcW13WQGYQ894AaABAg.8Zw1jaINac_8ZwDsSq97_S,Nobody From Nowhere,1 month ago,1511034633205,Thats if you stay at your job and never move up the career ladder or find other ways to increase your income. I dare you to make this amount in 4 years.,2,/Neutral/Surprise/,Neutral,0.397,Surprise,0.643
,,,,,,,,UgwkWMJXcW13WQGYQ894AaABAg.8Zw1jaINac_8_BeYm5fuPO,Redoralive,4 weeks ago,1511207433208,"Exactly, invest in Bitcoin and become a billionaire like all the soccer moms.


Or become bankrupt.",0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.499,Empty tweets / Garbage / No sentiments,0.569
UgzgA8JfDlVcMNYFbfp4AaABAg,Felddagryph,1 month ago,1511034632810,"By shifting the tax burden down the line the super-rich are cutting the rope behind them making it harder for others to climb to the heights.  The people pushing for this are either extremely misinformed about the realities of economics as it applies to those earning below 50K per year or incredibly horrible human beings.  The most prosperous period for the US was the highest taxed because it paid for veterans' college and housing (and heavily subsidized it for the rest).  The middle-class bloomed, workplace injuries declined heavily because of workers' unions, the US catapulted to the top of the world's economy.  Now, we've fallen because that which brought us the great depression has reared it's head 3 times between 2000 and 2008 because of deregulation and tax-cuts.  The only reason we aren't back in a great depression is that we'd climbed so high it was hard to fall that far all at once.  Thanks to mergers and lack of funding and corrupting of the regulators we're likely to see another soon since the big banks and their allies almost openly do money laundering and fraud on a regular basis and only get a wrist slap with no-one going to jail.  

It pains me greatly, but I've been thinking of selling my properties and moving somewhere sane.  Justice Democrats and Wolf-Pac have given me some hope, but not much.  The system is so corrupted, even to our news media is almost exclusively people with no morals, willing and eager to cherry-pick data and gloss over glaring inconsistencies and contradictions, fawning all over the politicians and lobbyists even after they've lied to these called journalists' faces the few times they actually point them out.  Of course even that is often too much and they're soon fired and replaced for even those small attempts to get some truth out.

The Republican and Democratic parties have long been filled with dirty tricks, giving mostly lip-service to democracy, and during the last primary it was shown that the Democratic Party has removed democracy from their process almost completely, even more thoroughly than the Republican Party.  The difference between exit polls and the vote tallies is way beyond what we call obviously manipulated results for other countries, past the point where our government would declare them no longer a democracy.  We're at the brink of losing our democracy completely, almost to the point where a physical revolution would be necessary, but that isn't really a possibility with how many people still believe the propaganda. I still have some hope that those on all parts of the political spectrum, from the tea-partiers to the progressives can weed the corruption out of the parties but not much.

Just my two cents
-Joel Allen Pettlon",8,false,0,,,,,,,/Negative/Worry/,Negative,0.748,Worry,0.25
UgwJsNkRXGQcpZLdmel4AaABAg,Fried Bullet,1 month ago,1511034632812,Republicans don't care if their tax cuts increase the deficit and social programs have to be cut back.  They don't like social programs.,13,true,1,,,,,,,/Negative/Hate/,Negative,0.527,Hate,0.257
