,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
UgzzLPzDXddser4Yiwx4AaABAg,Phobe Laxu,3 weeks ago,1511770802683,Pretty sure Gene was on coke on that show.,4,false,0,,,,,,,/Positive/Happiness/,Positive,0.4,Happiness,0.298
Ugzg50W5h5WNJ7HBjhB4AaABAg,Fransuá 21,3 weeks ago,1511770802690,I just wanted to see the part he got crazy,1,false,0,,,,,,,/Negative/Worry/,Negative,0.341,Worry,0.247
UgzmCt6GhKWTYdRlf5l4AaABAg,AliensAnonymous,3 weeks ago,1511770802696,A fat old man wearing leather pants and an unbuttoned velvet shirt is reason enough to ban him from cameras for life.,6,true,5,,,,,,,/Neutral/Surprise/,Neutral,0.35,Surprise,0.726
,,,,,,,,UgzmCt6GhKWTYdRlf5l4AaABAg.8_RD5IuQIHl8_RgT7kwTG4,Phobe Laxu,3 weeks ago,1511770803231,He's not fat,1,/Negative/Boredom/,Negative,0.452,Boredom,0.23
,,,,,,,,UgzmCt6GhKWTYdRlf5l4AaABAg.8_RD5IuQIHl8_S-hNBrerE,AliensAnonymous,3 weeks ago,1511770803236,Maybe not compared to you.....,2,/Neutral/Surprise/,Neutral,0.432,Surprise,0.506
,,,,,,,,UgzmCt6GhKWTYdRlf5l4AaABAg.8_RD5IuQIHl8_WfZGLrsIj,Phobe Laxu,2 weeks ago,1512375603240,"Why you are hysterically funny and poignant. Even if I was a fat person, I would know what fat people looked like. You quite obviously do not.

Now if you're trolling, I might excuse you, because from a certain perspective, these super realistic idiot posts can be funny if taken a certain length.",0,/Negative/Worry/,Negative,0.475,Worry,0.257
,,,,,,,,UgzmCt6GhKWTYdRlf5l4AaABAg.8_RD5IuQIHl8_WyIWxuKuN,AliensAnonymous,2 weeks ago,1512375603243,"If ur into old fat leather and velvet, check out some Liberace vids.",0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.508,Empty tweets / Garbage / No sentiments,0.522
,,,,,,,,UgzmCt6GhKWTYdRlf5l4AaABAg.8_RD5IuQIHl8_X--4pJk83,Phobe Laxu,2 weeks ago,1512375603259,"That was semi-funny, but it's too played now",0,/Positive/Fun/,Positive,0.526,Fun,0.304
Ugz9g4JHzjVsdgskJ4N4AaABAg,Anarka Akaza,3 weeks ago,1511770802705,"Oh shut the hell up you whiners. So what he bogged up FAUX's shit, who cares? What he really did was made a day in the life of a FAUX employee actually interesting, even if he was quickly escorted out. I don't even care about Gene Simmons, but anyone with enough balls to cause a ruckus at FAUS gets an OK from me! haha 

He obviously didn't hurt anyone, so quit your whining.",0,false,0,,,,,,,/Negative/Boredom/,Negative,0.595,Boredom,0.242
UgzKLk_7zWA7CQcfpTB4AaABAg,wiremessiah,3 weeks ago,1511770802723,There is nothing more pathetic than an aged rocker. I think Jimmy Page might be the only one that ever aged well.,1,false,0,,,,,,,/Negative/Hate/,Negative,0.374,Hate,0.234
UgxlcShv5zSDlC8d2B54AaABAg,Mega Dave,3 weeks ago,1511770802729,"Michael Jackson never got banned from fox, and he was a peadophile. Damn, gene really must have said some really bad swear words😢",1,true,2,,,,,,,/Negative/Hate/,Negative,0.599,Hate,0.264
,,,,,,,,UgxlcShv5zSDlC8d2B54AaABAg.8_PS940yqBh8_SVJd1yipz,Cassandra Jenkins,3 weeks ago,1511770803316,Mega Dave how do u know Michael was a pediphile were u there?,0,/Negative/Worry/,Negative,0.429,Worry,0.246
,,,,,,,,UgxlcShv5zSDlC8d2B54AaABAg.8_PS940yqBh8a-RyiRC-1c,PS Wright,1 week ago,1512980403319,LOL OR he just annoyed them and they were never really that into him and he's not exactly the draw he once was. Don't assume. Think.,0,/Negative/Worry/,Negative,0.503,Worry,0.248
Ugzq4TcBLm7bhBNoVTJ4AaABAg,Drunken Mongoose,3 weeks ago,1511770802738,"Shocking, a rock 'n' roll bad boy behaving badly.",1,false,0,,,,,,,/Negative/Hate/,Negative,0.521,Hate,0.246
UgzMDaXA4Tp8vyjRBI94AaABAg,jessejames84,3 weeks ago,1511770802743,Gene Simmons - The Trump prostitute :))))),1,false,0,,,,,,,/Positive/Fun/,Positive,0.416,Fun,0.292
UgzmyKklI62mg7z3Hi94AaABAg,Jeffrey Moscardelli,3 weeks ago,1511770802760,Gene lost his rock star card years ago no rocker likes him gene needs to feal lucky for his wife and kids,0,false,0,,,,,,,/Negative/Worry/,Negative,0.474,Worry,0.271
UgxMe0Bo9Lqa76sdPaR4AaABAg,Dan Snyder,3 weeks ago,1511770802766,"What? This behavior was by Gene Simmons? What a shock, no one saw that coming.  Again, fake news with fake outrage. Again it was Gene Simmons , not the pope. Why do they do this?",5,true,6,,,,,,,/Negative/Hate/,Negative,0.642,Hate,0.223
,,,,,,,,UgxMe0Bo9Lqa76sdPaR4AaABAg.8_OLSNY10gK8_OXEms1s1Y,cassl14,3 weeks ago,1511770803170,"Because he's a self important, self righteous jerk who's constantly trying to preach about what's right and wrong with society, and he's usually wrong. If he's going to continue to be this opinionated and critical all the time you'd think he'd behave with a little more decency himself.",3,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.432,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,UgxMe0Bo9Lqa76sdPaR4AaABAg.8_OLSNY10gK8_OnomB5S7B,Smaakjeks K,3 weeks ago,1511770803174,"+Dan
So, ""fake news"" as a term now just means ""news I don't like"". Interesting.",3,/Negative/Boredom/,Negative,0.408,Boredom,0.256
,,,,,,,,UgxMe0Bo9Lqa76sdPaR4AaABAg.8_OLSNY10gK8_Orx8lXPgR,Dan Snyder,3 weeks ago,1511770803178,"No Smaakjeks, when I called it fake news it's because everyone knows that Gene Simmons is outrageous. He's been that way for decades....To suddenly act like you are shocked by his behavior is why I called it ""fake"". .....It would be like acting surprised if you invited a KKK member on your show, that he used the n-word. Do you see what I mean?",2,/Negative/Worry/,Negative,0.391,Worry,0.221
,,,,,,,,UgxMe0Bo9Lqa76sdPaR4AaABAg.8_OLSNY10gK8_OsG6NYJIe,Smaakjeks K,3 weeks ago,1511770803193,"+Dan
Then to you it's old news, not fake.",0,/Neutral/Surprise/,Neutral,0.422,Surprise,0.6
,,,,,,,,UgxMe0Bo9Lqa76sdPaR4AaABAg.8_OLSNY10gK8_Ouzg_IHQ6,Dan Snyder,3 weeks ago,1511770803196,"To everybody it's old news.  The ""fake"" part is pretending to be surprised at a guy who's been outrageous for several decades",1,/Neutral/Surprise/,Neutral,0.457,Surprise,0.819
,,,,,,,,UgxMe0Bo9Lqa76sdPaR4AaABAg.8_OLSNY10gK8_OvEXhpz1r,Smaakjeks K,3 weeks ago,1511770803200,"+Dan
Not to me it wasn't. I had no idea he was a douche, because I've never been interested in checking in on who he is as a person. And, I didn't know he was banned from Fox News.",0,/Negative/Boredom/,Negative,0.596,Boredom,0.253
Ugw5_P0WUvNrOggnRVV4AaABAg,Debi Faulkner,3 weeks ago,1511770802774,The dude in the end looks totally like he’s taking a crap 💩 and the other 2 looks like the switched genders. Booooo unsuitable for you tube get off my computer Bye Fernando 💃 up yours 👍,0,false,0,,,,,,,/Negative/Worry/,Negative,0.536,Worry,0.233
Ugy166WU6f6PA84fVUF4AaABAg,Aenon Proxi,3 weeks ago,1511770802780,Thats what they get for inviting someone without google.,1,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.423,Surprise,0.948
UgyXtonyNbErztBoQQl4AaABAg,Jeff Foehringer,3 weeks ago,1511770802798,Why do TYT think this is news?    Why do they think Gene Simmons is important?,1,true,1,,,,,,,/Negative/Worry/,Negative,0.655,Worry,0.242
,,,,,,,,UgyXtonyNbErztBoQQl4AaABAg.8_Nk7uaA_pk8_PJhyyuu3z,Drunken Mongoose,3 weeks ago,1511770803134,It's hard to believe anyone could be jealous of Gene Simmons but Ben Mankiewicz obviously is.,0,/Negative/Worry/,Negative,0.529,Worry,0.243
UgzFyInCVdZALVMR6L94AaABAg,knightfive,3 weeks ago,1511770803939,"Yeah Genes poor wife had to deal with him his entire life, while he screwed her completely strange dude",0,false,0,,,,,,,/Negative/Worry/,Negative,0.6,Worry,0.255
UgzKcMk3mgJSIPG9QdB4AaABAg,Mikael Palmqvist,3 weeks ago,1511770803943,Old boring Turks!!!!,0,false,0,,,,,,,/Negative/Boredom/,Negative,0.4,Boredom,0.493
UgxR6Pg2Ab1d2cu9SBZ4AaABAg,Hannah mich,3 weeks ago,1511770803958,He all ways been a self promoting jerk on a network of jerks. Sounds like a marriage made in heaven.,3,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.376,Surprise,0.744
UgyA_RgJjplSASfcwXN4AaABAg,Janusha,3 weeks ago,1511770803964,"Ive seen Gene Simmons over the years and he comes across as an ENORMOUS ego and an incredibly arrogant asshole. There is this thing in certain people who made some money and got famous, that they are actually better than everybody... At everything. And he is that kind of a person. Altho it wasnt his brains that got him famous.",5,true,1,,,,,,,/Negative/Boredom/,Negative,0.478,Boredom,0.238
,,,,,,,,UgyA_RgJjplSASfcwXN4AaABAg.8_M3sY2UOOH8_NYediASZF,James Piersall,3 weeks ago,1511770804558,Arrogant? It's like you are looking in the mirror isn't it?,0,/Neutral/Surprise/,Neutral,0.382,Surprise,0.859
UgxmyA4bLEUI9N9mqs14AaABAg,rob m,3 weeks ago,1511770803971,He was on as a guest last night ?,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.356,Surprise,0.723
UgzKrgjubQgfqVOWSnh4AaABAg,Kerri,3 weeks ago,1511770803975,You people HATE anyone who supports President Trump.,3,true,4,,,,,,,/Negative/Hate/,Negative,0.556,Hate,0.349
,,,,,,,,UgzKrgjubQgfqVOWSnh4AaABAg.8_LGZAJvtKZ8_N3k3mjwFu,jack johnson,3 weeks ago,1511770804871,"Yeah, that does seem to be their motivation in running this lame hit piece. Is Gene sometimes an insufferable ass? Sure. So, where are the hit pieces on Bobby DiNiro and Sean Penn and Ben Affleck, the Self-Appointed Idiot Defender of Islam?",1,/Negative/Hate/,Negative,0.467,Hate,0.243
,,,,,,,,UgzKrgjubQgfqVOWSnh4AaABAg.8_LGZAJvtKZ8_NnCnGWjFb,H H,3 weeks ago,1511770804874,It's an interesting story bc FOX news actually banned him from ever coming on FOX again. That's how deplorably inappropriate and ludacris his behavior was. And you've got to be really horrible to offend on Fox news.,1,/Negative/Worry/,Negative,0.442,Worry,0.229
,,,,,,,,UgzKrgjubQgfqVOWSnh4AaABAg.8_LGZAJvtKZ8_SVmERzN7y,Cassandra Jenkins,3 weeks ago,1511770804877,Kerri wait isnt fox network a bunch of Trump Supporters,1,/Neutral/Surprise/,Neutral,0.391,Surprise,0.566
,,,,,,,,UgzKrgjubQgfqVOWSnh4AaABAg.8_LGZAJvtKZ8_TTg1PDlsK,dee MAVERICK,2 weeks ago,1512375604885,Cassandra Jenkins he forgot.,0,/Negative/Worry/,Negative,0.508,Worry,0.255
Ugxfos8FB_KPkPJxIAV4AaABAg,Randy Brackett,3 weeks ago,1511770803990,"I used to be a KISS fan when I was a teenager but then I grew up and acquired some real musical taste. 
That being said, Gene Simmons is nothing short of a narcissistic egotistical self aggrandizing ass.",3,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.477,Surprise,0.676
UgxRE1BIXDjzRRoMaEB4AaABAg,killan001,3 weeks ago,1511770803995,"Paris Hilton invented the selfie, Gene Simmons invented the duck face.",7,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.44,Surprise,0.557
Ugwi94YgZ14XjV--PC14AaABAg,Xnerdz,3 weeks ago,1511770803999,This is the kind of guy you don't wanna have access to assault weapons,5,false,0,,,,,,,/Negative/Sadness/,Negative,0.608,Sadness,0.248
UgzICI6zar_HHVT7awF4AaABAg,FreeSoftware,3 weeks ago,1511770804008,I wanna rock 'n' roll all night - and party every day.. yeah.. yeah.. yeah..,0,false,0,,,,,,,/Positive/Fun/,Positive,0.664,Fun,0.302
UgwIXyMAhpix3P4qv954AaABAg,sycam3472,3 weeks ago,1511770804013,What’s the point of this? So what! Gene Simmons is his own man. Sick and tired of this snowflake bullshit. Unsubscribing from TYT. Anna Kasparian seems to talk for the sake of just talking. She’s full of shit.,8,true,5,,,,,,,/Negative/Hate/,Negative,0.601,Hate,0.249
,,,,,,,,UgwIXyMAhpix3P4qv954AaABAg.8_JUIFbSS0y8_KTzsOyz1G,michelle a,3 weeks ago,1511770804672,"I unsubscribed awhile ago
 they are so one sided. you should see the debate with Sam Harris. also Dave Rubin(the Rubin report) used to work for YT and left cause he couldn't take the blatant lying",1,/Negative/Hate/,Negative,0.492,Hate,0.226
,,,,,,,,UgwIXyMAhpix3P4qv954AaABAg.8_JUIFbSS0y8_N0BrgHx-R,Roxanne IamAwAkE,3 weeks ago,1511770804796,sycam3472 hahaha true,0,/Positive/Happiness/,Positive,0.784,Happiness,0.318
,,,,,,,,UgwIXyMAhpix3P4qv954AaABAg.8_JUIFbSS0y8_N47dHM5PU,jack johnson,3 weeks ago,1511770804806,"Ana accusing a celebrity of what amounts to pseudo-intellectual arrogance is funny enough. However, when her first choice is NOT Keith Olbermann, it's even funnier.",0,/Positive/Enthusiasm/,Positive,0.454,Enthusiasm,0.246
,,,,,,,,UgwIXyMAhpix3P4qv954AaABAg.8_JUIFbSS0y8_PKNzgbDrd,Drunken Mongoose,3 weeks ago,1511770804808,You just admitted that you subscribed to TYT. How embarrassing for you.,1,/Positive/Love/,Positive,0.427,Love,0.252
,,,,,,,,UgwIXyMAhpix3P4qv954AaABAg.8_JUIFbSS0y8_PLR0xYNel,sycam3472,3 weeks ago,1511770804833,Drunken Mongoose yeah and now I realise how full of shit they are.,0,/Negative/Anger/,Negative,0.542,Anger,0.245
Ugzh0yXqSXthdkqLLHl4AaABAg,State of Kate,3 weeks ago,1511770804030,"Watched some of his recent interviews.  He is brash, condescending, and can be harshly critical.  However he is extremely perceptive and not stupid.",2,true,1,,,,,,,/Negative/Worry/,Negative,0.512,Worry,0.217
,,,,,,,,Ugzh0yXqSXthdkqLLHl4AaABAg.8_JQCfeR_yy8_OXha18IwP,cassl14,3 weeks ago,1511770804484,"He's not as smart as he likes to convey or he wouldn't do and say half the shit he does. He's made some pretty lame societal assessments. Lame and offensive. In fact, he reminds me of Donald Trump. Stupid but not, and definitely narcissistic.",1,/Negative/Boredom/,Negative,0.674,Boredom,0.259
Ugweo0GX1nw0fj7Kvh54AaABAg,Eaton Hogg,3 weeks ago,1511770804036,Gene is full of CACADOODIE!,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.391,Surprise,0.708
UgxI7jBf1QTB-KBUljt4AaABAg,Jason Scharrer,3 weeks ago,1511770804043,he will be will be irrelevant in less than 10 years.......one less baby boomer the better,0,true,2,,,,,,,/Negative/Worry/,Negative,0.486,Worry,0.299
,,,,,,,,UgxI7jBf1QTB-KBUljt4AaABAg.8_JJ3HvRuJU8_QA05P1D-6,its me,3 weeks ago,1511770804458,Jason Scharrer hes already pretty irrelevant,0,/Positive/Love/,Positive,0.463,Love,0.35
,,,,,,,,UgxI7jBf1QTB-KBUljt4AaABAg.8_JJ3HvRuJU8_eqlu11NIb,Roberta Mathers,2 weeks ago,1512375604463,💩,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
Ugzp7iOM2Cc1mlA-jox4AaABAg,frank w,3 weeks ago,1511770804059,I love gene simmons regardless. I grew up with him just like a whole bunch of other fans. Hes successful and he is not dumb. A lot of jealousy out there.,3,false,0,,,,,,,/Positive/Love/,Positive,0.475,Love,0.442
UgzlTGtLdZDXTUOJEr94AaABAg,DJ JDB,3 weeks ago,1511770804063,"All of the PC libby's need to walk the plank in the middle of the Atlantic.  Gene is Gene, he's always been provocative and  narcissistic, but humble too at times. That's Gene!  While I am not a fan of Gene or Paul for that matter, (mainly because how they treated Ace and Peter ""which are KISS"") Gene didn't do anything wrong at FOX.",2,true,3,,,,,,,/Negative/Worry/,Negative,0.585,Worry,0.231
,,,,,,,,UgzlTGtLdZDXTUOJEr94AaABAg.8_I61bdDdq88_J3POXLTlR,Skyler Janosek,3 weeks ago,1511770804597,It was FOX News that banned Gene Simmons.  The conservatives have a problem with Gene Simmons not libs.  They have moe of a problem with political correctness these days.  And clearly they have a problem with Gene but don't seem to have a problem with child-chasing politicians like Moore and Trump.,0,/Negative/Worry/,Negative,0.422,Worry,0.263
,,,,,,,,UgzlTGtLdZDXTUOJEr94AaABAg.8_I61bdDdq88_K33xdFzXD,DJ JDB,3 weeks ago,1511770804607,"Skyler Janosek:  Gene is a conservative bright one!  LOL.  Who runs FOX news sherlock?  Go look it up and get back to me!  Typical liberal scumbags. Where's the ""PROOF"" on Moore?  Where's the ""PROOF"" on Trump? Any law suits or payoffs?  I didn't think so!  Listen libby, your Demon Criminal Hillary lost.  Get over it.",0,/Negative/Worry/,Negative,0.52,Worry,0.253
,,,,,,,,UgzlTGtLdZDXTUOJEr94AaABAg.8_I61bdDdq88_N4NREGZ4C,jack johnson,3 weeks ago,1511770804618,Is Gene still being a misogynist when Shannon is paddling his backside mercilessly?,0,/Negative/Worry/,Negative,0.447,Worry,0.245
Ugx-VfZfbm2FXq7uukh4AaABAg,raven beast,3 weeks ago,1511770804069,"Henry Rollins, NOW he is an intelligent & talented rock star.
No one can accuse him of being pretentious or stupid....",2,true,2,,,,,,,/Negative/Hate/,Negative,0.642,Hate,0.231
,,,,,,,,Ugx-VfZfbm2FXq7uukh4AaABAg.8_I1kFJSK1_8_N4STIBRR_,jack johnson,3 weeks ago,1511770804520,"Or a ""star"".",0,/Positive/Enthusiasm/,Positive,0.435,Enthusiasm,0.247
