,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
Ugy4GeZYmp0oDNW6Fw94AaABAg,CHOCO FILIPINO 88,5 days ago,1512759037998,"KILL ALL CRIMINALS AND DRUG ADDICTS. YOU CAN GIVE THEM A CHANCE, BUT IF THEY DON'T CHANGE THERE'S NO CHOICE BUT TO EXTERMINATE PARASITES OF SOCIETY. PARASITES ARE NOT HELPING SOCIETY. CRIMINALS DON'T GIVE ANYTHING TO SOCIETY. RIGHTS FOR THE LAW ABIDING CITIZENS AND NOT CRIMINALS.",3,false,0,,,,,,,/Negative/,Negative,0.994
Ugx2jgMUz4xwbUeKe4p4AaABAg,Darrius 101,5 days ago,1512759038004,Dumb YOUNG TURDS.,1,false,0,,,,,,,/Neutral/,Neutral,0.529
UgwYI1DQKIrZmZNKvS54AaABAg,Mr. Wonderful,1 week ago,1512586238007,Dont forget Duterte's paid internet assassins. The guy and his corrupt allies have funded a massive social media brainwashing propaganda,1,true,2,,,,,,,/Negative/,Negative,0.992
,,,,,,,,UgwYI1DQKIrZmZNKvS54AaABAg.8_mU_d5NKd48_tu2ziPqkQ,CHOCO FILIPINO 88,5 days ago,1512759038413,Mr. Wonderful GO smoke marijuana and snort coccaine.,0,/Positive/,Positive,0.996
,,,,,,,,UgwYI1DQKIrZmZNKvS54AaABAg.8_mU_d5NKd48_tv1vg-cJF,Mr. Wonderful,5 days ago,1512759038433,CHOCO FILIPINO 88 <-- Paid Troll,1,/Negative/,Negative,0.936
UgxqZSMRJ9uFsS8FXLp4AaABAg,jeffery john,1 week ago,1512586238010,these 2 are liar. Hundreds of thousand have been killed they said.,2,false,0,,,,,,,/Negative/,Negative,0.984
UgyFHMqwcyA2ERkB-l14AaABAg,cnt liquor,1 week ago,1512586238014,"""Give Jabba his sweater back plz."" -Some Bounty Hunter",1,false,0,,,,,,,/Negative/,Negative,0.525
UgyoGa9Mkv7GLdvafj94AaABAg,Gerry Dominguez,1 week ago,1512586238016,"CrZY tuRK! sHABU IS an economic warfare drug - 100,000 killed is exaggerated and a lie",2,false,0,,,,,,,/Negative/,Negative,0.988
UgxbW8gfEpThG-pRqc14AaABAg,ian cjs,1 week ago,1512586238019,The Young Turds! nyahahahahahahahahahaha,5,false,0,,,,,,,/Negative/,Negative,0.824
UgzC2QPrbnnaXRtZxpZ4AaABAg,Jan H,2 weeks ago,1511981438021,"young turks, did you watch duterte's interviews?? clearly you dont know what is the issue.",2,false,0,,,,,,,/Negative/,Negative,0.658
UgwrEYLkXLYmUqg1Ey94AaABAg,Donmar Teves,2 weeks ago,1511981438024,Lol this media is a joke... theyre like a 4 year old kids doesnt know what theyr talkin about.. go to the philippines and ull know why,3,false,0,,,,,,,/Negative/,Negative,0.822
UgzBf6iz7Kz6lYaVEX94AaABAg,Mac Mac,2 weeks ago,1511981438027,Duterte is a ugly shit man so he doesn't want to photoshoot his face. its yakky.,1,true,1,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgzBf6iz7Kz6lYaVEX94AaABAg.8_TyWhsP7S48__UPQ4tGbh,ian cjs,1 week ago,1512586238509,so what you gonna do about it he is our president! ang you aint gonna do about it!,0,/Positive/,Positive,0.953
UgyY8YSk1Ml8-YxDoQZ4AaABAg,Mac Mac,2 weeks ago,1511981438031,"Duterte is a psychopath leader, the Young Turks reports is 100% accurate.  Sad to say some comments here is from idiot DUTERTARDS.",1,true,8,,,,,,,/Positive/,Positive,0.768
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98_UtpmZ1fz2,S1L3NT_C3R,2 weeks ago,1511981438452,Western media gots you,0,/Positive/,Positive,0.834
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98_VgSUSb8EL,Mac Mac,2 weeks ago,1511981438455,"not really, i'm a filipino i know the truth.",1,/Negative/,Negative,0.992
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98_VjNpP8vMA,Mac Mac,2 weeks ago,1511981438457,"Hustler One how about this, engot ka pala di mo nga ako kilala, feeling may alam ka, ang bobo mo. By the way Filipino spells with F not P",0,/Negative/,Negative,0.475
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98__UdLTVF6i,ian cjs,1 week ago,1512586238459,Mac Mac hahahaha iyak ka limang taon ka pa mag mamaktol nyahahahahahaha! pakamatay ka na!,0,/Positive/,Positive,0.521
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98__VOws9H0w,Mac Mac,1 week ago,1512586238461,"ian cjs uy affected ang ulol sa comment ko halatang sumasamba ka sa pangit na poon ninyo Dutrete. For sure pag sinabi ng panginoon ninyong si Duterte na kumain ka ng tae, sasabawan mo pa bago mo kainin. Hahahahah",0,/Positive/,Positive,0.516
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98__XUtPpyu1,ian cjs,1 week ago,1512586238463,kasi kayong mga dilaw bobo kayo kaya liniliwangan kong ang utak mong di na gumagana! wla na pala pag asa ang utak mo utak yellow tae nga ang laman nyhahahahahyahaha!,0,/Positive/,Positive,0.592
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98__Xb0m4AyF,Mac Mac,1 week ago,1512586238466,ian cjs uy affected ang ulol sa comment ko hahahahah,0,/Positive/,Positive,0.967
,,,,,,,,UgyY8YSk1Ml8-YxDoQZ4AaABAg.8_TyGWNQMG98__XtcY7IiT,ian cjs,1 week ago,1512586238468,yan lang ba kaya sabihin mo bobo nga kayo nyahahahaha! pakamatay ka na sayang lang hinihinga mong hangin!,0,/Neutral/,Neutral,0.607
UgyLjgeZ-iJo4GLwfxl4AaABAg,BLACK HAT,2 weeks ago,1511981439099,"What the hell is wrong with American ""news"" media? It should be balanced unbiased news reporting, when you turn news into entertainment with an agenda your only audience left are morons! When I watch European news for example, they equally praise and attack all of the politicians on the same channel. The only thing American enertainews created is a population of morons who either love or hate politicians! It is so ridiculous how stupid Americans have become with this mind melting drivel that they watch on TV! Everything is so fake. Fake news, Fake president, now you are probably getting fake internet no better than China! with losing net neutrality, keeping Americans in their little isolated bubble separate from the rest of the world.",1,false,0,,,,,,,/Negative/,Negative,0.945
Ugym8JM-7XOTUrNuyud4AaABAg,ped tan jr,2 weeks ago,1511981439102,"Have you been here in the philippines? Seriously I once loved watching you guys, but in this you guys are crossing the line. Your so called facts are not accurate. DO NOT PRETEND IN KNOWING ABOUT OUR COUNTRY AND OUR PRESIDENT. PLEASE STOP THE LYING!",1,false,0,,,,,,,/Negative/,Negative,0.895
UgxxUpYbm2xyI2zVOy94AaABAg,The Daily News,2 weeks ago,1511981439106,you guys are the moron you describe our president as if you really know our president 87% positive rating compare to your Obama and Hillary...men guys what are you smoking,1,false,0,,,,,,,/Positive/,Positive,0.484
UgwyXlWYgzgkQ04HEm94AaABAg,The Daily News,2 weeks ago,1511981439109,facts or lies come on this is new century people are not stupid....,1,false,0,,,,,,,/Negative/,Negative,0.943
UgwiQpgLU0zxdrWKGVl4AaABAg,The Daily News,2 weeks ago,1511981439112,Mormons democrats stop being stupid,2,false,0,,,,,,,/Negative/,Negative,1
Ugy4lWYLVjaEgLQgCCF4AaABAg,The Daily News,2 weeks ago,1511981439116,but addict kills people where are the 200k case in the Philippines that addict people committed where is the justice. but you want to give justice to this addict killer come on...if you dont know nothing dont talk shame stupid,1,false,0,,,,,,,/Negative/,Negative,0.998
Ugw7_lCUrfrH99w45cZ4AaABAg,The Daily News,2 weeks ago,1511981439121,Try to go to Mexico and stay in the druglords place and addicts and say what you did says about our president.,1,false,0,,,,,,,/Positive/,Positive,0.52
UgzmI9RtyK_aqnSbdD14AaABAg,journeymanX,2 weeks ago,1511981439123,"""tolerant"" liberals and their fake news,who's Du-twerty?",1,false,0,,,,,,,/Negative/,Negative,0.998
UgycYc3YcSPmpsM51wJ4AaABAg,jmwbantiyan,2 weeks ago,1511981439126,Dummy. Try to research and study more abt dutette before you do comments coz its out of context...sad to hear your lousy comments.,0,false,0,,,,,,,/Negative/,Negative,0.709
UgxILxfpL25zBvp8MPl4AaABAg,Lion of Judah,2 weeks ago,1511981439131,your show should be the young TURDS,1,false,0,,,,,,,/Positive/,Positive,0.688
UgxYUlW4IVzj3hsf4Ox4AaABAg,Robert Downey,2 weeks ago,1511981439134,This two sounds so stupid the police are trying to arrest these addicts peacefully but they resisted and shoots at the police so police depends themselves shoots back thats how they killed some got away Duterte have built so many rehab center to cure those addicts who needs help you guys twisted the story so much it's unbelievable,1,false,0,,,,,,,/Negative/,Negative,0.9
UgwhYMunKwITfzvLFqd4AaABAg,ShutupTracker,2 weeks ago,1511981439137,"Trump's trip to Asia was still a success.  Consider this.  When Obama made the same trip, leaders didn't even greet him at the airport.  As for Duterte, they call him brutal but cried when Castro died?  Whaaaaa?",1,false,0,,,,,,,/Negative/,Negative,0.736
UgjtNcVh27r9N3gCoAEC,ray zoric,2 weeks ago,1511981439158,100k woah philippines wtf,0,false,0,,,,,,,/Negative/,Negative,0.998
Ugw89xlKdvN4bMcpAPd4AaABAg,MARDUK,2 weeks ago,1511981439162,Primitive world that is. When killing starts sounding reasonable to ''fix'' shit up.,1,true,1,,,,,,,/Negative/,Negative,0.984
,,,,,,,,Ugw89xlKdvN4bMcpAPd4AaABAg.8_HPG1duH-x8_J9nf0D-p-,journeymanX,2 weeks ago,1511981439527,kinda like what america does to its minorities and in the mid east,0,/Positive/,Positive,0.564
UgxxQgtwywjB8LnQKQd4AaABAg,Yawina Rada,3 weeks ago,1511376639167,"Shaks I thought this was RT vid... oops wrong channel... sorry... 
palit na ng channel,... nakapunta na tong mga ito sa pinas?",0,false,0,,,,,,,/Negative/,Negative,0.906
UgzlFqun2F-AE4uc_yx4AaABAg,roger woodard,3 weeks ago,1511376639170,IT WOULD BE A MIRACLE FOR A MRDIA SUCH AS THIS ONE TO TELL THE TRUTH ONE TIME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! THE GOVERNMENT SHOULD REVOKE YOUR LICENSE!!!!!!!!!!!!!!!!,0,false,0,,,,,,,/Positive/,Positive,0.791
UgxNUZjQKE_d0UAk-bt4AaABAg,roger woodard,3 weeks ago,1511376639173,"TO START WITH, YOU DON;T KNOW WHAT YOUR TALKING ABOUT. PRESIDENT DETURTE FIRST BUILT A LARGE COMPLEX TO HELP PEOPLE GET OFF DRUGS. HE THEN ASKED ALL DRUG ADDICTS, AND DEALERS, TO TURN THEMSELVES IN WITHOUT CHARGES. THEY REFUSED! HE THEN GAVE THE POLICE, AND MILITARY ORDERS TO SHUT DOWN DRUG OPERATIONS. THE POLICE, AND MILITARY THEN CAME BACK TO DETURTE THAT THE DEALERS WERE SHOOTING AT THEM WHEN THEY TRIED TO ARREST THEM. DETURTE THEN GAVE THEM ORDERS TO SHOOT BACK. YOU PUT OUT FAKE NEWS LIKE MOST OF THE FAKE MEDIA. WHY SHOULD ANYONE LISTEN TO MEDIA THAT DON'T TELL THE TRUTH. GET YOUR ACT TOGETHER! I KNOW ALL THIS I SAID, TO BE THE TRUTH, Y O U D O N ' T!!!!!!",2,true,1,,,,,,,/Negative/,Negative,0.598
,,,,,,,,UgxNUZjQKE_d0UAk-bt4AaABAg.8_F2W_URvCq8_J9JYCR-E_,Captain Crunch,2 weeks ago,1511981439612,"Lies lies lies

He bragged he killed someone just for looking at him the wrong way.
Bet if he met some old japanese soldier he would shit himself.
Took only 2 jap holdouts from ww2 to scare pinoy away from jungles for many yrs.",0,/Negative/,Negative,0.936
UgwVU4uiupspnzLNhf54AaABAg,ruwel sebastian,3 weeks ago,1511376639178,there is no extra juddicial killing in my country .this ejk word its currently being use only by paid-reporter .in prevous administration .the reporter they call this salvage victim . and today because duterte is president its ejk .so no ejk folks,0,false,0,,,,,,,/Negative/,Negative,0.963
UgxXcuo30pGAMKVxaEB4AaABAg,Dave Zichos,3 weeks ago,1511376639181,"If you visit in slum areas in Philippines where cities are selling illicit drugs, ie. shabu, are rampant, locals just ignore it.  After President Duterte made this, locals selling shabu are been controlled you could see some wondering at night but not like before its like a night market, they are awake, busy and had no fear.",1,false,0,,,,,,,/Negative/,Negative,0.5
Ugw4dK8fXUqDLu7IpyN4AaABAg,Lion of Judah,3 weeks ago,1511376639184,what is beauty without brain ???,2,false,0,,,,,,,/Positive/,Positive,0.822
UgymmrRuYrGJ7iJkLrR4AaABAg,flexch2011,3 weeks ago,1511376640312,"I used to like the tyt a long time ago till I figure out their b.s & for the fact tht supporting hillary Clinton really who the fk would vote for tht evil scandalous a** nut job bi was enough for me to not watch & click unsubscribe ! Still not with  who most Americans voted for & tryn to hold on to their own b.s a** views, opinions obviously against trump on YouTube news..... bye bi*ches ;p",0,false,0,,,,,,,/Negative/,Negative,0.465
UgwCvubCZzVuC1ky7XZ4AaABAg,ldchappell1,3 weeks ago,1511376640315,"Philippine president Rodrigo Duterte’s admission that he uses a 
powerful painkiller has prompted concern about his health, with 
lawmakers urging him on Sunday to undergo a medical examination and 
disclose the results.
 Mr Duterte revealed on Monday that he used to take fentanyl, often 
prescribed for cancer pain and other chronic ailments, because of a 
spinal injury from previous motorcycle accidents. 
He said, however, that his doctor made him stop using it on learning 
he was “abusing the drug” by using more than the prescribed dosage.",0,true,1,,,,,,,/Positive/,Positive,0.787
,,,,,,,,UgwCvubCZzVuC1ky7XZ4AaABAg.8_CEP7fdwWR8_GyvlyDrmQ,ldchappell1,3 weeks ago,1511376641392,"""Nonsense"" is NOT an argument.",0,/Negative/,Negative,1
UgwcpW7mnf9DP11CdRB4AaABAg,runeguldberg,3 weeks ago,1511376640320,What about China exspansion in Sout China Sea and for the US to hold possibility to have marine bases there to counter China.,0,false,0,,,,,,,/Neutral/,Neutral,0.715
Ugw_XDkBsEus-a9KDS14AaABAg,Tim's Stuff,3 weeks ago,1511376640323,"Fake news!!!! 100,000 people killed?",4,true,4,,,,,,,/Negative/,Negative,0.928
,,,,,,,,Ugw_XDkBsEus-a9KDS14AaABAg.8_Bcpqc9eft8_BdFpCHbH0,Tim's Stuff,3 weeks ago,1511376641004,Now I understand why my friends in US are still Chilling while you throw tantrums every once in a while. You guys are just another propaganda machine. Lost so much respect for you guys.,0,/Negative/,Negative,0.943
,,,,,,,,Ugw_XDkBsEus-a9KDS14AaABAg.8_Bcpqc9eft8_BqbvmS4RP,XwX,3 weeks ago,1511376641007,Tim's Stuff You right white people killed way more,0,/Negative/,Negative,0.822
,,,,,,,,Ugw_XDkBsEus-a9KDS14AaABAg.8_Bcpqc9eft8_Ehp4hZMFk,Generic Trash,3 weeks ago,1511376641009,Tim's Stuff no its true,0,/Positive/,Positive,0.994
,,,,,,,,Ugw_XDkBsEus-a9KDS14AaABAg.8_Bcpqc9eft8_FzT3qW7Wd,Tim's Stuff,3 weeks ago,1511376641011,I live in the Philippines. No news report has reported 100k killings due to drug war. I go home every 2am due to my shift ends at 2am and its safe AF,0,/Negative/,Negative,0.859
UgziP7i1Zo78scCH2nh4AaABAg,poortaiwanese,3 weeks ago,1511376640327,Stupid libtards and their news. Usa has always cozied up to dictators as long as its in the national interest.,4,false,0,,,,,,,/Positive/,Positive,0.982
UgyE8yyrRp73mtN_8QB4AaABAg,nomadic hunter,3 weeks ago,1511376640332,No reports on your friendly isis muslims fighting in Philippines tyt?,7,true,4,,,,,,,/Positive/,Positive,0.754
,,,,,,,,UgyE8yyrRp73mtN_8QB4AaABAg.8_9hge2LB6J8_B-Mfyo3Zo,Praxis,3 weeks ago,1511376641062,"nomadic hunter no job or prospects for your future, tyt troll?",1,/Negative/,Negative,0.754
,,,,,,,,UgyE8yyrRp73mtN_8QB4AaABAg.8_9hge2LB6J8_Bd5lVzSgM,nomadic hunter,3 weeks ago,1511376641064,Praxis just asking a simple question bitch,0,/Neutral/,Neutral,0.725
,,,,,,,,UgyE8yyrRp73mtN_8QB4AaABAg.8_9hge2LB6J8_CE5e3-Kz_,Praxis,3 weeks ago,1511376641067,"right back at you, mouth breather. try gaining some steady employment, and your life might actually have some meaning to it.",0,/Positive/,Positive,0.883
,,,,,,,,UgyE8yyrRp73mtN_8QB4AaABAg.8_9hge2LB6J8_CHtyr8X1K,nomadic hunter,3 weeks ago,1511376641069,"Praxis you sound like a sodomite, seek some help",0,/Negative/,Negative,0.586
UgzL2mJftLJ4Q6H9iU54AaABAg,Adriane Mulingbayan,3 weeks ago,1511376640361,These reporters should be forced to go the Philippines. Haha please go there for you to know what you’re talking about. It’s like you really know your facts huh? Hahahaha,1,false,0,,,,,,,/Positive/,Positive,0.605
UgzDvHe4JdvMsMFUJsN4AaABAg,JUMANJI,3 weeks ago,1511376640367,What's going on with your voice? I hope you feel better soon.,2,false,0,,,,,,,/Negative/,Negative,0.5
UgwFsZyJaayoCsUNJyN4AaABAg,falcon127,3 weeks ago,1511376640374,Duterte is addicted to PAINKILLERS,2,true,1,,,,,,,/Positive/,Positive,0.918
,,,,,,,,UgwFsZyJaayoCsUNJyN4AaABAg.8_9Pp61d6tJ8_CEIW0Z4hp,ldchappell1,3 weeks ago,1511376640948,"Philippine president Rodrigo Duterte’s admission that he uses a 
powerful painkiller has prompted concern about his health, with 
lawmakers urging him on Sunday to undergo a medical examination and 
disclose the results.
Mr Duterte revealed on Monday that he used fentanyl, often 
prescribed for cancer pain and other chronic ailments, because of a 
spinal injury from previous motorcycle accidents. 
He said, however, that his doctor made him stop using it on learning 
he was “abusing the drug” by taking more than the prescribed amount. Sounds like drug-abusing behavior to me.",0,/Positive/,Positive,0.811
UgzIHL3nZgrb5zQSG2B4AaABAg,Once _Aruim,3 weeks ago,1511376640379,"Duterte kiils poeple who addicted to drugs example: that man is working gets the money use in drugs his family almost dying no food,  mother, siblings there poor getting even poor-er (if thats a word) and there are rehabilitation center but many addicts dont like the idea and be addict they dont care for there family,  my grandfather is onces an addict and he got in jail
But my grandma wont stop crying so we give 10,000 pesos to the officers and they gave my grandpa back❤ 😂",1,true,2,,,,,,,/Negative/,Negative,0.969
,,,,,,,,UgzIHL3nZgrb5zQSG2B4AaABAg.8_8qS7v4F9X8_BZEi2Tq1P,Wilcef Manimbo,3 weeks ago,1511376641040,Aruim Khang  are you sure in that case duterte is the master mind you have no evidence about it you know I can report you in a police for accusing someone with no evidence,0,/Negative/,Negative,0.646
,,,,,,,,UgzIHL3nZgrb5zQSG2B4AaABAg.8_8qS7v4F9X8_BZRhW-V6Y,Wilcef Manimbo,3 weeks ago,1511376641042,Duterte is not to blame some corrupt officers should !!,0,/Negative/,Negative,0.998
Ugy9buOQuWdxghiuNxN4AaABAg,bor sale,3 weeks ago,1511376640384,We also have the same problem here in the Phillipines with regards of the mainstream medias spreading lies against our President. Duterte's approval rating is at an all time high(mainstream media keep on fabricating news that his rating went down so don't believe them ) and the entire Filipino loves him. We support his fight against Drugs and the immense corruption and abuse of power in our government. We Filipinos rely more on the alternative media for our everyday news.,5,true,2,,,,,,,/Positive/,Positive,0.75
,,,,,,,,Ugy9buOQuWdxghiuNxN4AaABAg.8_8czKhnbuo8_9eVh8158v,bohemianwriter1,3 weeks ago,1511376641050,"Is that because most Philipinos are idiots?
Is it because most Philipinos loves dictators and mass killings?",1,/Positive/,Positive,0.975
,,,,,,,,Ugy9buOQuWdxghiuNxN4AaABAg.8_8czKhnbuo8_BPClaGZjb,Moi Bagano,3 weeks ago,1511376641052,"I think it's because change does not happen unless the change is wanted. Drug pushers who fight against police forces who will simply arrest, not senselessly kill them just because of the drugs as much of the media wants you to believe, and I believe that the vigilantes should be controlled, because I think they've killed much more than the police has.
Also, there are supporters of Duterte who don't support so much killings, however he is indeed making the most change out of the deep-seated corruption in the Philippine government present throughout history, from the money to abuse of power and so on. I mean, even in the election a few of the candidates he ran against was paying others to vote for him and one got in because she had a rich and famous father.
Filipinos do not love dictators or mass killings- they want change, and believe that Duterte is the most suitable candidate to make that change. The same reason that Trump was elected, I believe.
(Also, another similarity between them, is at times, they do not phrase their words in a way that everybody understands, they could have said it better, and sometimes need to keep their mouths shut.)",2,/Negative/,Negative,0.713
UgzvOPtmPDzoTMwJALl4AaABAg,JeaYah Israel,3 weeks ago,1511376640388,Should we help everyone not just the ones popping pills,0,false,0,,,,,,,/Negative/,Negative,0.91
UgzYSoiG9575Zpr6Xtl4AaABAg,Christian Geronimo,3 weeks ago,1511376640392,"to TYT to comment on de criminalizing drug and rehabilitation can you please research on what kind of drug is ""shabu"" and what are the effect of ""shabu"" in human mind and body.  You're compering the drugs in your country to a 3rd world country drugs. unlike the drug choice in the US like cocaine and marijuana,  according to study that ""shabu or the drug choice of the Filipino has the effect of shrinking human brain and also the user has the tendency to be violent. please do some research and the death in drug wars in here in not 100k but 3k according to a government agency. How do i know this i'm a Filipino living in the Philippines. that's why please if you're going to report a news about Philippines make sure that do some research. its like the report is a Iraq nuclear weapon all over again. we love our president and please stay out in our politics,",2,false,0,,,,,,,/Positive/,Positive,0.559
Ugz2cUaCuA2-vJ6Hqjh4AaABAg,du30 du30,3 weeks ago,1511376640395,Ds 2 dont know shit,3,false,0,,,,,,,/Negative/,Negative,0.998
UgwxjvFfsJJNUXk2Jdd4AaABAg,william goodnight,3 weeks ago,1511376640397,FAKE NEWS duerty is really popular in the filipines because they see the rough justice instead of the usual corruption.,6,true,1,,,,,,,/Positive/,Positive,0.756
,,,,,,,,UgwxjvFfsJJNUXk2Jdd4AaABAg.8_7O0mNqwg18_7TdCDjibg,Mandy Schmidt,3 weeks ago,1511376640915,william goodnight trump lost,0,/Negative/,Negative,0.998
Ugzqct9zv0q6ejICij54AaABAg,Kasper Utz,3 weeks ago,1511376640403,Looks like we have a right old Troll Fest here today.... Has Fox News gone off line for the day ??,1,true,4,,,,,,,/Negative/,Negative,0.652
,,,,,,,,Ugzqct9zv0q6ejICij54AaABAg.8_6lotemwIc8_EQn8aXDMy,Captain Crunch,3 weeks ago,1511376640981,"Hustler one Hustler one     Hustler one
Hustler one
Hustler one Hustler one          Hustler one
Hustler one
Hustler one        Hustler one     Hustler one
Hustler one    Hustler one

Fake News   paper boy",0,/Neutral/,Neutral,0.51
,,,,,,,,Ugzqct9zv0q6ejICij54AaABAg.8_6lotemwIc8_FWYbP4ABb,Captain Crunch,3 weeks ago,1511376640983,Soros and Hilary have monitored your comments and will take action shortly.,0,/Positive/,Positive,0.938
,,,,,,,,Ugzqct9zv0q6ejICij54AaABAg.8_6lotemwIc8_F_NIKOMlX,Captain Crunch,3 weeks ago,1511376640986,"DUTERTE the self confessed murdering hoodlum?
LOL this is who you admire?
More brain damaged or inbred scum every day on these tubes.
If he looked at me the wrong way I'd cut his nuts out and stuff them down his throat.
Viet Cong Style.",0,/Negative/,Negative,0.719
,,,,,,,,Ugzqct9zv0q6ejICij54AaABAg.8_6lotemwIc8_HoZThbIBe,Captain Crunch,2 weeks ago,1511981440988,"Pretty tough sounding for someone who has no legs.
Short people have no reason..
I'll keep an eye out for the cork on the string.",0,/Negative/,Negative,0.697
Ugz13rKIKcLxtAe_Oql4AaABAg,Bill Owen,3 weeks ago,1511376640407,left dance around drug lords right wingers take them out quick,0,false,0,,,,,,,/Positive/,Positive,0.598
UgxfQx3USlBjTTZJO5h4AaABAg,TCt83067695,3 weeks ago,1511376640409,Clickbait title. Thumbs down,5,true,2,,,,,,,/Negative/,Negative,0.764
,,,,,,,,UgxfQx3USlBjTTZJO5h4AaABAg.8_6_hv5UJ-x8_6t3_mnv-4,Joel Arshad,3 weeks ago,1511376641117,TCt83067695 Lol! It doesn't matter if you thumb it down! You're still watching it!,1,/Positive/,Positive,0.904
,,,,,,,,UgxfQx3USlBjTTZJO5h4AaABAg.8_6_hv5UJ-x8_7HMDfNM7U,TCt83067695,3 weeks ago,1511376641120,Joel Arshad it does matter. They need the feedback,1,/Negative/,Negative,0.686
UgwwMqku5coj38hNX3Z4AaABAg,Ivan Agyeyev,3 weeks ago,1511376640415,rehab doesn't work. millions of dollors spent on scum who just relapse,5,true,1,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgwwMqku5coj38hNX3Z4AaABAg.8_6ZavmNeWk8_9e84irhUo,bohemianwriter1,3 weeks ago,1511376641076,"But spending other people's money to put them in cages certainly helps..
How about that booze, those legal opiates, and nationalist propaganda, eh?",0,/Negative/,Negative,0.973
UgyPkuiBbFjxiDtwyLx4AaABAg,Andrew,3 weeks ago,1511376640419,"DUTERTE has great entertainment value, he irritates the left.",9,true,2,,,,,,,/Positive/,Positive,0.998
,,,,,,,,UgyPkuiBbFjxiDtwyLx4AaABAg.8_61ywHeG-G8_9eGt65rHm,bohemianwriter1,3 weeks ago,1511376641447,"RWers: Willing to see people get killed just for the tickles.
Gets triggered when lefties say happy holidays, or protest police violence...",0,/Positive/,Positive,0.879
